country,region,current_deaths,total_deaths,total_deaths_lower,total_deaths_upper,peak_date,peak_deaths,peak_over_current_deaths_ratio
Brazil,,12461,91255,28974,216773,2020-08-04,1220,1.5
United Kingdom,,32769,50562,37422,75978,2020-04-29,4421,1.3
Italy,,30911,39262,34147,48769,2020-03-27,919,4.5
France,,26994,33300,28909,46472,2020-04-15,1440,2.6
Spain,,26920,31929,28503,38946,2020-04-02,961,4.8
Mexico,,3926,26136,8177,58449,2020-07-26,419,1.2
India,,2415,25430,5589,83172,2020-07-13,404,3.3
Russia,,2116,23016,5123,74817,2020-07-09,365,3.4
Canada,,5300,16734,8726,28069,2020-04-16,251,0.9
Germany,,7738,11926,8676,21618,2020-04-15,510,2.9
Belgium,,8761,10529,9199,13822,2020-04-10,496,5.8
Iran,,6733,10432,7589,17541,2020-04-04,158,3.0
Ecuador,,2327,8533,3636,16669,2020-05-10,410,0.6
Netherlands,,5529,7896,6160,11841,2020-04-07,234,2.8
Peru,,2057,7543,3212,16316,2020-04-30,108,0.9
Sweden,,3313,6632,4975,11029,2020-04-21,185,1.5
Pakistan,,737,5445,1265,12623,2020-08-03,85,2.7
Turkey,,3894,5405,4499,7973,2020-04-19,127,2.3
Colombia,,493,3695,1345,7409,2020-08-03,59,4.2
Ukraine,,425,3138,906,6176,2020-08-01,50,2.9
Romania,,1002,3112,1870,5079,2020-05-08,35,1.4
Japan,,657,2546,868,5586,2020-05-04,49,1.5
Poland,,839,2451,1157,5263,2020-04-24,40,0.8
Egypt,,544,2368,826,6040,2020-08-04,32,2.9
Switzerland,,1867,2259,1986,3009,2020-04-04,75,2.6
Ireland,,1488,2152,1651,3756,2020-04-24,220,2.4
Saudi Arabia,,264,2121,843,4281,2020-08-04,35,3.9
Portugal,,1163,1980,1474,3096,2020-04-03,37,1.6
South Africa,,206,1906,705,3835,2020-08-04,29,
Indonesia,,1007,1794,1229,3047,2020-04-14,60,1.5
Philippines,,751,1765,927,3203,2020-04-12,50,0.6
Argentina,,319,1641,577,3793,2020-08-04,24,4.8
Chile,,335,1520,613,3189,2020-07-27,19,1.6
Moldova,,182,1279,446,2774,2020-07-25,19,2.7
Bangladesh,,250,1242,384,4059,2020-08-01,17,1.5
Nigeria,,158,1089,316,3879,2020-05-02,17,1.9
Hungary,,425,935,522,1954,2020-04-24,23,3.0
Panama,,252,889,372,2136,2020-04-29,11,3.3
Dominican Republic,,402,829,514,1530,2020-04-12,38,1.1
Austria,,623,813,692,1060,2020-04-08,30,6.7
Denmark,,527,768,620,1073,2020-04-04,22,
Algeria,,515,617,550,821,2020-04-09,30,2.4
Finland,,275,617,351,1238,2020-04-21,43,2.0
Serbia,,220,544,328,1056,2020-04-30,54,2.5
Czechia,,283,406,353,489,2020-04-14,18,9.0
Bulgaria,,95,363,193,741,2020-04-29,6,2.0
Israel,,260,359,300,486,2020-04-18,13,4.5
South Korea,,259,329,288,416,2020-03-02,11,6.0
Norway,,228,293,252,366,2020-04-20,16,1.8
Morocco,,188,228,207,273,2020-03-27,12,
Croatia,,91,222,131,393,2020-04-19,8,
Greece,,152,213,182,261,2020-04-03,10,4.0
Malaysia,,109,151,128,174,2020-03-29,8,
Slovenia,,102,137,113,175,2020-04-07,6,
Luxembourg,,102,135,116,165,2020-04-11,8,3.0
Estonia,,61,99,85,114,2020-04-02,6,
Lithuania,,50,77,62,92,2020-04-10,6,
Slovakia,,27,41,32,55,2020-04-15,4,1.0
Latvia,,18,37,34,42,2020-04-21,4,
Cyprus,,16,24,21,28,2020-03-30,2,
Iceland,,10,14,13,15,2020-04-06,2,
Malta,,5,9,8,10,2020-05-05,1,
