date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean
2020-02-19,,,,
2020-02-20,,,,
2020-02-21,,,,
2020-02-22,,,,
2020-02-23,,,,
2020-02-24,,,,
2020-02-25,,,,
2020-02-26,,,,
2020-02-27,,,,
2020-02-28,,,,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,1,1,,
2020-03-15,0,1,,
2020-03-16,0,1,,
2020-03-17,0,1,,
2020-03-18,0,1,,
2020-03-19,0,1,,
2020-03-20,0,1,,
2020-03-21,1,2,,
2020-03-22,0,2,,
2020-03-23,0,2,,
2020-03-24,0,2,,
2020-03-25,1,3,,
2020-03-26,0,3,,
2020-03-27,1,4,,
2020-03-28,1,5,,
2020-03-29,1,6,,
2020-03-30,2,8,,
2020-03-31,1,9,,
2020-04-01,1,10,,
2020-04-02,,,6,16
2020-04-03,,,7,23
2020-04-04,,,7,30
2020-04-05,,,7,37
2020-04-06,,,7,44
2020-04-07,,,7,51
2020-04-08,,,7,58
2020-04-09,,,7,65
2020-04-10,,,6,71
2020-04-11,,,6,77
2020-04-12,,,5,82
2020-04-13,,,5,87
2020-04-14,,,4,91
2020-04-15,,,4,95
2020-04-16,,,3,98
2020-04-17,,,3,101
2020-04-18,,,3,104
2020-04-19,,,3,107
2020-04-20,,,2,109
2020-04-21,,,2,111
2020-04-22,,,2,113
2020-04-23,,,2,115
2020-04-24,,,1,116
2020-04-25,,,1,117
2020-04-26,,,1,118
2020-04-27,,,1,119
2020-04-28,,,1,120
2020-04-29,,,1,121
2020-04-30,,,1,122
2020-05-01,,,1,123
2020-05-02,,,1,124
2020-05-03,,,1,125
2020-05-04,,,0,125
2020-05-05,,,0,125
2020-05-06,,,0,125
2020-05-07,,,0,125
2020-05-08,,,0,125
2020-05-09,,,0,125
2020-05-10,,,0,125
2020-05-11,,,0,125
2020-05-12,,,0,125
2020-05-13,,,0,125
2020-05-14,,,0,125
2020-05-15,,,0,125
2020-05-16,,,0,125
2020-05-17,,,0,125
2020-05-18,,,0,125
2020-05-19,,,0,125
2020-05-20,,,0,125
2020-05-21,,,0,125
2020-05-22,,,0,125
2020-05-23,,,0,125
2020-05-24,,,0,125
2020-05-25,,,0,125
2020-05-26,,,0,125
2020-05-27,,,0,125
2020-05-28,,,0,125
2020-05-29,,,0,125
2020-05-30,,,0,125
2020-05-31,,,0,125
2020-06-01,,,0,125
2020-06-02,,,0,125
2020-06-03,,,0,125
2020-06-04,,,0,125
2020-06-05,,,0,125
2020-06-06,,,0,125
2020-06-07,,,0,125
2020-06-08,,,0,125
2020-06-09,,,0,125
2020-06-10,,,0,125
2020-06-11,,,0,125
2020-06-12,,,0,125
2020-06-13,,,0,125
2020-06-14,,,0,125
2020-06-15,,,0,125
2020-06-16,,,0,125
2020-06-17,,,0,125
2020-06-18,,,0,125
2020-06-19,,,0,125
2020-06-20,,,0,125
2020-06-21,,,0,125
2020-06-22,,,0,125
2020-06-23,,,0,125
2020-06-24,,,0,125
2020-06-25,,,0,125
2020-06-26,,,0,125
2020-06-27,,,0,125
2020-06-28,,,0,125
2020-06-29,,,0,125
2020-06-30,,,0,125
