date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_total_deaths_mean
2020-02-20,,,,
2020-02-21,,,,
2020-02-22,,,,
2020-02-23,,,,
2020-02-24,,,,
2020-02-25,,,,
2020-02-26,,,,
2020-02-27,,,,
2020-02-28,,,,
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,,,
2020-03-17,,,,
2020-03-18,,,,
2020-03-19,1,1,,
2020-03-20,0,1,,
2020-03-21,2,3,,
2020-03-22,0,3,,
2020-03-23,0,3,,
2020-03-24,0,3,,
2020-03-25,5,8,,
2020-03-26,0,8,,
2020-03-27,0,8,,
2020-03-28,2,10,,
2020-03-29,0,10,,
2020-03-30,3,13,,
2020-03-31,1,14,,
2020-04-01,4,18,,
2020-04-02,,,5,23
2020-04-03,,,6,29
2020-04-04,,,6,35
2020-04-05,,,6,41
2020-04-06,,,6,47
2020-04-07,,,6,53
2020-04-08,,,6,59
2020-04-09,,,6,65
2020-04-10,,,6,71
2020-04-11,,,5,76
2020-04-12,,,5,81
2020-04-13,,,4,85
2020-04-14,,,4,89
2020-04-15,,,3,92
2020-04-16,,,3,95
2020-04-17,,,3,98
2020-04-18,,,3,101
2020-04-19,,,2,103
2020-04-20,,,2,105
2020-04-21,,,2,107
2020-04-22,,,2,109
2020-04-23,,,2,111
2020-04-24,,,1,112
2020-04-25,,,1,113
2020-04-26,,,1,114
2020-04-27,,,1,115
2020-04-28,,,1,116
2020-04-29,,,1,117
2020-04-30,,,1,118
2020-05-01,,,1,119
2020-05-02,,,1,120
2020-05-03,,,1,121
2020-05-04,,,1,122
2020-05-05,,,1,123
2020-05-06,,,1,124
2020-05-07,,,1,125
2020-05-08,,,1,126
2020-05-09,,,1,127
2020-05-10,,,1,128
2020-05-11,,,1,129
2020-05-12,,,1,130
2020-05-13,,,1,131
2020-05-14,,,1,132
2020-05-15,,,1,133
2020-05-16,,,1,134
2020-05-17,,,1,135
2020-05-18,,,1,136
2020-05-19,,,1,137
2020-05-20,,,1,138
2020-05-21,,,1,139
2020-05-22,,,1,140
2020-05-23,,,0,140
2020-05-24,,,0,140
2020-05-25,,,0,140
2020-05-26,,,0,140
2020-05-27,,,0,140
2020-05-28,,,0,140
2020-05-29,,,0,140
2020-05-30,,,0,140
2020-05-31,,,0,140
2020-06-01,,,0,140
2020-06-02,,,0,140
2020-06-03,,,0,140
2020-06-04,,,0,140
2020-06-05,,,0,140
2020-06-06,,,0,140
2020-06-07,,,0,140
2020-06-08,,,0,140
2020-06-09,,,0,140
2020-06-10,,,0,140
2020-06-11,,,0,140
2020-06-12,,,0,140
2020-06-13,,,0,140
2020-06-14,,,0,140
2020-06-15,,,0,140
2020-06-16,,,0,140
2020-06-17,,,0,140
2020-06-18,,,0,140
2020-06-19,,,0,140
2020-06-20,,,0,140
2020-06-21,,,0,140
2020-06-22,,,0,140
2020-06-23,,,0,140
2020-06-24,,,0,140
2020-06-25,,,0,140
2020-06-26,,,0,140
2020-06-27,,,0,140
2020-06-28,,,0,140
2020-06-29,,,0,140
2020-06-30,,,0,140
