country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.26,0.84,2020-03-13,1.00,2020-06-01
Argentina,1.23,1.06,2020-03-16,1.06,2020-06-01
Australia,1.11,0.71,2020-03-23,0.80,2020-06-01
Austria,1.81,0.71,2020-03-14,0.87,2020-06-01
Bangladesh,1.29,1.13,2020-03-28,1.14,2020-06-01
Belarus,1.20,0.98,2020-04-06,0.98,2020-06-01
Belgium,2.64,0.83,2020-03-18,0.97,2020-06-01
Bolivia,1.16,1.08,2020-04-05,1.09,2020-06-01
Brazil,1.42,1.05,2020-04-19,1.05,2020-06-01
Bulgaria,1.40,0.99,2020-03-11,1.07,2020-06-01
Canada,1.91,0.89,2020-03-28,1.01,2020-06-01
Chile,1.83,1.14,2020-03-21,1.15,2020-06-01
China,2.76,0.63,2020-01-20,0.73,2020-06-01
Colombia,1.95,1.11,2020-03-18,1.11,2020-06-01
Croatia,1.44,0.77,2020-03-20,0.92,2020-06-01
Cuba,1.08,0.64,2020-04-08,0.73,2020-06-01
Cyprus,1.23,0.36,2020-03-12,0.49,2020-06-01
Czechia,2.14,0.59,2020-03-14,0.75,2020-06-01
Denmark,2.11,0.75,2020-03-11,0.90,2020-06-01
Dominican Republic,2.28,0.86,2020-03-14,0.94,2020-06-01
Ecuador,1.48,0.87,2020-04-13,0.94,2020-06-01
Egypt,1.40,1.07,2020-03-20,1.09,2020-06-01
Estonia,2.27,0.38,2020-03-11,0.51,2020-06-01
Finland,1.88,0.75,2020-03-26,0.90,2020-06-01
France,1.70,0.81,2020-03-18,0.95,2020-06-01
Germany,2.18,0.82,2020-03-17,0.97,2020-06-01
Greece,1.45,0.70,2020-03-08,0.86,2020-06-01
Honduras,0.97,1.00,2020-04-06,1.04,2020-06-01
Hungary,1.82,0.87,2020-03-25,1.00,2020-06-01
Iceland,1.47,0.33,2020-03-21,0.47,2020-06-01
India,1.29,1.10,2020-04-20,1.13,2020-06-01
Indonesia,1.43,1.01,2020-03-15,1.01,2020-06-01
Iran,2.38,0.88,2020-02-25,0.99,2020-06-01
Ireland,1.61,0.71,2020-03-31,0.87,2020-06-01
Israel,2.31,0.67,2020-03-17,0.85,2020-06-01
Italy,2.70,0.92,2020-03-01,1.04,2020-06-01
Japan,1.23,0.90,2020-03-30,0.94,2020-06-01
Kuwait,1.44,1.04,2020-04-04,1.07,2020-06-01
Latvia,1.53,0.36,2020-03-12,0.49,2020-06-01
Lithuania,1.60,0.85,2020-03-12,0.98,2020-06-01
Luxembourg,1.74,0.67,2020-03-18,0.84,2020-06-01
Malaysia,0.99,0.54,2020-03-19,0.71,2020-06-01
Malta,1.53,0.65,2020-03-07,0.84,2020-06-01
Mexico,1.97,1.12,2020-04-01,1.13,2020-06-01
Moldova,1.30,1.03,2020-03-19,1.10,2020-06-01
Morocco,1.72,0.65,2020-03-14,0.74,2020-06-01
Netherlands,2.46,0.86,2020-03-11,0.99,2020-06-01
Nigeria,1.27,0.96,2020-04-14,1.07,2020-06-01
Norway,1.72,0.62,2020-03-17,0.80,2020-06-01
Pakistan,1.50,1.05,2020-04-09,1.11,2020-06-01
Panama,1.33,0.92,2020-03-19,1.05,2020-06-01
Peru,1.71,1.09,2020-04-05,1.09,2020-06-01
Philippines,1.59,0.91,2020-03-15,0.97,2020-06-01
Poland,1.70,0.91,2020-03-20,1.03,2020-06-01
Portugal,2.26,0.84,2020-03-11,0.98,2020-06-01
Romania,1.71,0.83,2020-03-15,0.97,2020-06-01
Russia,1.47,0.99,2020-04-19,1.08,2020-06-01
Saudi Arabia,1.46,1.09,2020-03-19,1.13,2020-06-01
Serbia,1.38,0.73,2020-03-24,0.90,2020-06-01
Slovakia,2.15,0.48,2020-03-28,0.63,2020-06-01
Slovenia,1.67,0.68,2020-03-20,0.85,2020-06-01
South Africa,1.76,1.14,2020-03-26,1.15,2020-06-01
South Korea,1.82,0.84,2020-02-22,0.95,2020-06-01
Spain,3.22,0.81,2020-03-06,0.96,2020-06-01
Sweden,1.87,0.93,2020-03-20,1.02,2020-06-01
Switzerland,2.11,0.75,2020-03-12,0.91,2020-06-01
Turkey,1.83,0.77,2020-03-23,0.86,2020-06-01
Ukraine,1.53,1.02,2020-03-24,1.09,2020-06-01
United Arab Emirates,1.24,0.86,2020-04-06,0.94,2020-06-01
United Kingdom,2.46,0.92,2020-03-15,0.92,2020-06-01
