country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.51,0.77,2020-03-14,1.10,2020-07-11
Argentina,1.26,1.12,2020-03-17,1.11,2020-07-11
Australia,1.44,0.67,2020-03-23,1.04,2020-07-11
Austria,1.85,0.71,2020-03-15,1.03,2020-07-11
Bangladesh,1.68,1.07,2020-03-28,1.01,2020-07-11
Belarus,1.31,1.02,2020-04-06,1.01,2020-07-11
Belgium,2.59,0.82,2020-03-18,0.91,2020-07-11
Bolivia,1.41,1.13,2020-04-05,1.03,2020-07-11
Brazil,1.48,1.04,2020-04-20,1.00,2020-07-11
Bulgaria,1.52,1.03,2020-03-11,1.09,2020-07-11
Canada,1.94,0.89,2020-03-28,0.98,2020-07-11
Chile,1.40,0.93,2020-05-18,0.88,2020-07-11
China,2.98,0.66,2020-01-20,0.76,2020-07-11
Colombia,2.18,1.15,2020-03-20,1.05,2020-07-11
Croatia,1.41,0.80,2020-03-20,1.12,2020-07-11
Cuba,1.24,0.66,2020-04-08,0.89,2020-07-11
Cyprus,1.35,0.46,2020-03-12,0.88,2020-07-11
Czechia,2.20,0.59,2020-03-14,1.02,2020-07-11
Denmark,2.17,0.75,2020-03-11,0.96,2020-07-11
Dominican Republic,2.49,0.88,2020-03-15,1.12,2020-07-11
Ecuador,1.62,0.85,2020-04-12,1.01,2020-07-11
Egypt,1.66,1.08,2020-03-20,1.08,2020-07-11
Estonia,2.25,0.43,2020-03-11,0.74,2020-07-11
Finland,1.78,0.73,2020-03-28,0.93,2020-07-11
France,1.68,0.81,2020-03-18,0.89,2020-07-11
Germany,2.23,0.81,2020-03-18,0.90,2020-07-11
Greece,1.61,0.70,2020-03-08,0.92,2020-07-11
Honduras,1.29,1.03,2020-04-05,1.09,2020-07-11
Hungary,1.89,0.85,2020-03-25,0.99,2020-07-11
Iceland,1.41,0.47,2020-03-21,0.82,2020-07-11
India,1.37,1.10,2020-04-20,1.08,2020-07-11
Indonesia,1.54,1.04,2020-03-15,1.10,2020-07-11
Iran,2.44,0.88,2020-02-25,1.04,2020-07-11
Ireland,1.69,0.74,2020-03-31,0.91,2020-07-11
Israel,2.69,0.75,2020-03-18,1.13,2020-07-11
Italy,2.50,0.89,2020-03-02,0.92,2020-07-11
Japan,1.28,0.83,2020-04-01,1.09,2020-07-11
Kuwait,1.76,0.89,2020-04-18,0.98,2020-07-11
Latvia,1.37,0.53,2020-03-30,0.78,2020-07-11
Lithuania,1.78,0.79,2020-03-12,1.01,2020-07-11
Luxembourg,1.81,0.64,2020-03-18,1.09,2020-07-11
Malaysia,1.99,0.67,2020-03-07,0.84,2020-07-11
Malta,1.67,0.67,2020-03-20,0.96,2020-07-11
Mexico,2.19,1.08,2020-04-01,1.01,2020-07-11
Moldova,1.48,1.05,2020-03-17,0.99,2020-07-11
Morocco,2.19,0.71,2020-03-14,1.09,2020-07-11
Netherlands,2.47,0.83,2020-03-12,0.93,2020-07-11
Nigeria,1.47,0.96,2020-04-13,1.04,2020-07-11
Norway,1.73,0.63,2020-03-17,0.82,2020-07-11
Pakistan,1.68,1.03,2020-04-09,0.99,2020-07-11
Panama,1.34,1.02,2020-03-19,1.07,2020-07-11
Peru,2.00,1.05,2020-04-03,0.99,2020-07-11
Philippines,1.12,0.95,2020-03-15,1.07,2020-07-11
Poland,1.61,0.96,2020-03-20,1.04,2020-07-11
Portugal,2.18,0.83,2020-03-11,1.03,2020-07-11
Romania,1.76,0.88,2020-03-15,1.04,2020-07-11
Russia,1.60,0.96,2020-04-20,0.99,2020-07-11
Saudi Arabia,2.28,1.10,2020-03-22,1.09,2020-07-11
Serbia,1.63,0.84,2020-03-24,1.25,2020-07-11
Slovakia,1.77,0.60,2020-03-28,0.96,2020-07-11
Slovenia,1.75,0.69,2020-03-20,0.91,2020-07-11
South Africa,2.21,1.12,2020-03-27,1.08,2020-07-11
South Korea,2.08,0.86,2020-02-22,0.94,2020-07-11
Spain,3.25,0.85,2020-03-06,0.91,2020-07-11
Sweden,1.99,0.96,2020-03-19,0.88,2020-07-11
Switzerland,2.13,0.77,2020-03-13,0.95,2020-07-11
Turkey,2.50,0.77,2020-03-21,0.94,2020-07-11
Ukraine,1.55,1.04,2020-03-23,1.01,2020-07-11
United Arab Emirates,1.68,0.80,2020-04-05,1.01,2020-07-11
United Kingdom,2.64,0.94,2020-03-15,0.98,2020-07-11
United States,2.29,0.93,2020-03-18,1.08,2020-07-11
