country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.51,0.77,2020-03-14,1.09,2020-07-08
Argentina,1.24,1.12,2020-03-17,1.11,2020-07-08
Australia,1.45,0.66,2020-03-23,0.97,2020-07-08
Austria,1.85,0.72,2020-03-15,1.04,2020-07-08
Bangladesh,1.62,1.08,2020-03-28,1.03,2020-07-08
Belarus,1.31,1.02,2020-04-06,1.01,2020-07-08
Belgium,2.59,0.82,2020-03-18,0.92,2020-07-08
Bolivia,1.42,1.13,2020-04-05,1.04,2020-07-08
Brazil,1.48,1.04,2020-04-20,1.00,2020-07-08
Bulgaria,1.52,1.03,2020-03-11,1.09,2020-07-08
Canada,1.94,0.89,2020-03-29,0.97,2020-07-08
Chile,1.40,0.93,2020-05-18,0.88,2020-07-08
China,2.98,0.66,2020-01-20,0.76,2020-07-08
Colombia,2.15,1.15,2020-03-20,1.06,2020-07-08
Croatia,1.48,0.78,2020-03-20,1.10,2020-07-08
Cuba,1.24,0.66,2020-04-08,0.89,2020-07-08
Cyprus,1.34,0.47,2020-03-12,0.90,2020-07-08
Czechia,2.20,0.59,2020-03-14,1.03,2020-07-08
Denmark,2.17,0.75,2020-03-11,0.97,2020-07-08
Dominican Republic,2.52,0.87,2020-03-15,1.11,2020-07-08
Ecuador,1.62,0.85,2020-04-12,1.01,2020-07-08
Egypt,1.66,1.09,2020-03-20,1.08,2020-07-08
Estonia,2.25,0.43,2020-03-11,0.75,2020-07-08
Finland,1.78,0.73,2020-03-28,0.94,2020-07-08
France,1.68,0.81,2020-03-18,0.89,2020-07-08
Germany,2.23,0.81,2020-03-18,0.90,2020-07-08
Greece,1.61,0.70,2020-03-08,0.93,2020-07-08
Honduras,1.26,1.03,2020-04-06,1.09,2020-07-08
Hungary,1.89,0.84,2020-03-25,0.99,2020-07-08
Iceland,1.41,0.47,2020-03-21,0.83,2020-07-08
India,1.36,1.10,2020-04-20,1.09,2020-07-08
Indonesia,1.57,1.04,2020-03-15,1.09,2020-07-08
Iran,2.44,0.88,2020-02-25,1.02,2020-07-08
Ireland,1.69,0.73,2020-03-31,0.91,2020-07-08
Israel,2.71,0.76,2020-03-18,1.06,2020-07-08
Italy,2.49,0.89,2020-03-02,0.92,2020-07-08
Japan,1.28,0.83,2020-04-01,1.09,2020-07-08
Kuwait,1.76,0.89,2020-04-18,0.96,2020-07-08
Latvia,1.36,0.54,2020-03-30,0.79,2020-07-08
Lithuania,1.79,0.79,2020-03-12,1.01,2020-07-08
Luxembourg,1.88,0.67,2020-03-18,0.88,2020-07-08
Malaysia,2.00,0.67,2020-03-07,0.84,2020-07-08
Malta,1.66,0.67,2020-03-20,0.96,2020-07-08
Mexico,2.19,1.08,2020-04-01,1.02,2020-07-08
Moldova,1.48,1.05,2020-03-17,1.00,2020-07-08
Morocco,2.19,0.71,2020-03-14,1.10,2020-07-08
Netherlands,2.47,0.83,2020-03-12,0.93,2020-07-08
Nigeria,1.48,0.96,2020-04-13,1.04,2020-07-08
Norway,1.73,0.63,2020-03-17,0.83,2020-07-08
Pakistan,1.67,1.04,2020-04-09,1.00,2020-07-08
Panama,1.35,1.02,2020-03-19,1.08,2020-07-08
Peru,2.00,1.05,2020-04-03,1.00,2020-07-08
Philippines,1.13,0.94,2020-03-15,1.07,2020-07-08
Poland,1.60,0.97,2020-03-20,1.05,2020-07-08
Portugal,2.18,0.83,2020-03-11,1.02,2020-07-08
Romania,1.77,0.88,2020-03-15,1.06,2020-07-08
Russia,1.61,0.95,2020-04-20,1.00,2020-07-08
Saudi Arabia,2.29,1.10,2020-03-22,1.08,2020-07-08
Serbia,1.54,0.84,2020-03-24,1.08,2020-07-08
Slovakia,1.77,0.60,2020-03-28,0.97,2020-07-08
Slovenia,1.75,0.69,2020-03-20,0.91,2020-07-08
South Africa,2.21,1.12,2020-03-27,1.08,2020-07-08
South Korea,2.08,0.86,2020-02-22,0.95,2020-07-08
Spain,3.25,0.85,2020-03-06,0.91,2020-07-08
Sweden,1.99,0.96,2020-03-19,0.88,2020-07-08
Switzerland,2.13,0.76,2020-03-13,0.95,2020-07-08
Turkey,2.51,0.77,2020-03-21,0.94,2020-07-08
Ukraine,1.56,1.04,2020-03-23,1.01,2020-07-08
United Arab Emirates,1.69,0.80,2020-04-05,1.01,2020-07-08
United Kingdom,2.64,0.93,2020-03-15,0.98,2020-07-08
United States,2.29,0.92,2020-03-18,1.10,2020-07-08
