country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.53,0.84,2020-03-14,1.15,2020-07-20
Argentina,1.18,1.14,2020-03-17,1.04,2020-07-20
Australia,1.44,0.67,2020-03-23,1.04,2020-07-20
Austria,1.85,0.72,2020-03-15,1.00,2020-07-20
Bangladesh,1.71,1.07,2020-03-27,0.96,2020-07-20
Belarus,1.32,1.02,2020-04-06,1.01,2020-07-20
Belgium,2.60,0.80,2020-03-18,0.87,2020-07-20
Bolivia,1.42,1.13,2020-04-05,0.97,2020-07-20
Brazil,1.48,1.04,2020-04-20,1.00,2020-07-20
Bulgaria,1.55,1.04,2020-03-11,1.04,2020-07-20
Canada,1.93,0.88,2020-03-30,0.96,2020-07-20
Chile,1.40,0.91,2020-05-20,0.88,2020-07-20
China,2.98,0.66,2020-01-20,0.75,2020-07-20
Colombia,2.06,1.19,2020-03-17,1.00,2020-07-20
Croatia,1.42,0.80,2020-03-20,1.09,2020-07-20
Cuba,1.24,0.66,2020-04-08,0.88,2020-07-20
Cyprus,1.57,0.47,2020-03-12,0.86,2020-07-20
Czechia,2.21,0.61,2020-03-14,1.03,2020-07-20
Denmark,2.17,0.76,2020-03-11,0.88,2020-07-20
Dominican Republic,2.55,0.87,2020-03-15,1.05,2020-07-20
Ecuador,1.63,0.86,2020-04-11,0.94,2020-07-20
Egypt,1.69,1.07,2020-03-20,0.96,2020-07-20
Estonia,2.24,0.43,2020-03-11,0.71,2020-07-20
Finland,1.76,0.72,2020-03-29,0.89,2020-07-20
France,1.68,0.82,2020-03-18,0.86,2020-07-20
Germany,2.24,0.82,2020-03-18,0.88,2020-07-20
Greece,1.60,0.71,2020-03-08,0.90,2020-07-20
Honduras,1.22,1.02,2020-04-06,1.03,2020-07-20
Hungary,1.89,0.85,2020-03-25,0.95,2020-07-20
Iceland,1.42,0.47,2020-03-21,0.77,2020-07-20
India,1.39,1.09,2020-04-19,1.05,2020-07-20
Indonesia,1.55,1.04,2020-03-15,1.07,2020-07-20
Iran,2.44,0.91,2020-02-24,1.00,2020-07-20
Ireland,1.69,0.74,2020-03-31,0.88,2020-07-20
Israel,2.91,0.77,2020-03-18,1.05,2020-07-20
Italy,2.50,0.89,2020-03-02,0.91,2020-07-20
Japan,1.26,0.83,2020-04-02,1.10,2020-07-20
Kuwait,2.09,0.88,2020-04-16,1.02,2020-07-20
Latvia,1.34,0.55,2020-03-30,0.79,2020-07-20
Lithuania,1.92,0.80,2020-03-12,0.97,2020-07-20
Luxembourg,1.79,0.66,2020-03-18,1.07,2020-07-20
Malaysia,2.22,0.65,2020-03-08,0.79,2020-07-20
Malta,1.69,0.71,2020-03-20,0.90,2020-07-20
Mexico,2.25,1.07,2020-04-01,0.97,2020-07-20
Moldova,1.76,1.05,2020-03-17,0.96,2020-07-20
Morocco,2.38,0.71,2020-03-13,1.07,2020-07-20
Netherlands,2.43,0.83,2020-03-12,0.93,2020-07-20
Nigeria,1.59,0.95,2020-04-13,0.98,2020-07-20
Norway,1.73,0.64,2020-03-17,0.80,2020-07-20
Pakistan,1.40,0.89,2020-05-14,0.92,2020-07-20
Panama,1.41,1.01,2020-03-19,1.02,2020-07-20
Peru,2.06,1.04,2020-04-02,0.97,2020-07-20
Philippines,1.11,0.97,2020-03-15,1.04,2020-07-20
Poland,1.61,0.97,2020-03-20,0.96,2020-07-20
Portugal,2.19,0.84,2020-03-11,0.98,2020-07-20
Romania,1.77,0.90,2020-03-15,0.99,2020-07-20
Russia,1.61,0.95,2020-04-20,0.95,2020-07-20
Saudi Arabia,2.59,1.09,2020-03-25,0.94,2020-07-20
Serbia,1.67,0.84,2020-03-24,1.14,2020-07-20
Slovakia,1.54,0.62,2020-03-28,0.95,2020-07-20
Slovenia,1.77,0.70,2020-03-20,0.88,2020-07-20
South Africa,2.31,1.13,2020-03-26,1.03,2020-07-20
South Korea,2.16,0.87,2020-02-22,0.90,2020-07-20
Spain,3.25,0.85,2020-03-06,0.86,2020-07-20
Sweden,2.03,0.96,2020-03-19,0.88,2020-07-20
Switzerland,2.13,0.77,2020-03-13,0.91,2020-07-20
Turkey,2.63,0.77,2020-03-20,0.91,2020-07-20
Ukraine,1.62,1.04,2020-03-23,0.97,2020-07-20
United Arab Emirates,1.88,0.81,2020-04-04,1.00,2020-07-20
United Kingdom,2.63,0.93,2020-03-14,0.99,2020-07-20
United States,2.25,0.93,2020-03-18,1.01,2020-07-20
