country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.51,0.77,2020-03-14,1.10,2020-07-10
Argentina,1.25,1.12,2020-03-17,1.11,2020-07-10
Australia,1.45,0.67,2020-03-23,0.93,2020-07-10
Austria,1.85,0.71,2020-03-15,1.04,2020-07-10
Bangladesh,1.65,1.07,2020-03-28,1.02,2020-07-10
Belarus,1.31,1.02,2020-04-06,1.01,2020-07-10
Belgium,2.59,0.82,2020-03-18,0.92,2020-07-10
Bolivia,1.41,1.13,2020-04-05,1.04,2020-07-10
Brazil,1.48,1.04,2020-04-20,1.00,2020-07-10
Bulgaria,1.53,1.03,2020-03-11,1.09,2020-07-10
Canada,1.94,0.89,2020-03-28,0.97,2020-07-10
Chile,1.40,0.93,2020-05-18,0.88,2020-07-10
China,2.98,0.66,2020-01-20,0.76,2020-07-10
Colombia,2.17,1.15,2020-03-20,1.05,2020-07-10
Croatia,1.42,0.80,2020-03-20,1.12,2020-07-10
Cuba,1.24,0.66,2020-04-08,0.89,2020-07-10
Cyprus,1.35,0.46,2020-03-12,0.90,2020-07-10
Czechia,2.20,0.59,2020-03-14,1.03,2020-07-10
Denmark,2.17,0.75,2020-03-11,0.96,2020-07-10
Dominican Republic,2.50,0.88,2020-03-15,1.12,2020-07-10
Ecuador,1.62,0.85,2020-04-12,1.01,2020-07-10
Egypt,1.66,1.08,2020-03-20,1.08,2020-07-10
Estonia,2.25,0.43,2020-03-11,0.74,2020-07-10
Finland,1.78,0.73,2020-03-28,0.94,2020-07-10
France,1.68,0.81,2020-03-18,0.89,2020-07-10
Germany,2.24,0.81,2020-03-18,0.90,2020-07-10
Greece,1.61,0.70,2020-03-08,0.92,2020-07-10
Honduras,1.29,1.03,2020-04-05,1.09,2020-07-10
Hungary,1.89,0.84,2020-03-25,0.99,2020-07-10
Iceland,1.41,0.47,2020-03-21,0.83,2020-07-10
India,1.37,1.10,2020-04-20,1.09,2020-07-10
Indonesia,1.56,1.04,2020-03-15,1.09,2020-07-10
Iran,2.44,0.89,2020-02-25,1.01,2020-07-10
Ireland,1.69,0.73,2020-03-31,0.91,2020-07-10
Israel,2.69,0.76,2020-03-18,1.10,2020-07-10
Italy,2.50,0.89,2020-03-02,0.92,2020-07-10
Japan,1.28,0.83,2020-04-01,1.09,2020-07-10
Kuwait,1.76,0.89,2020-04-18,0.97,2020-07-10
Latvia,1.36,0.53,2020-03-30,0.79,2020-07-10
Lithuania,1.77,0.79,2020-03-12,1.01,2020-07-10
Luxembourg,1.88,0.67,2020-03-18,0.87,2020-07-10
Malaysia,2.00,0.67,2020-03-07,0.84,2020-07-10
Malta,1.66,0.67,2020-03-20,0.96,2020-07-10
Mexico,2.19,1.08,2020-04-01,1.01,2020-07-10
Moldova,1.48,1.05,2020-03-17,1.00,2020-07-10
Morocco,2.19,0.71,2020-03-14,1.09,2020-07-10
Netherlands,2.47,0.83,2020-03-12,0.93,2020-07-10
Nigeria,1.47,0.96,2020-04-13,1.04,2020-07-10
Norway,1.73,0.64,2020-03-17,0.83,2020-07-10
Pakistan,1.68,1.03,2020-04-09,1.00,2020-07-10
Panama,1.34,1.02,2020-03-19,1.07,2020-07-10
Peru,2.00,1.05,2020-04-03,0.99,2020-07-10
Philippines,1.12,0.95,2020-03-15,1.07,2020-07-10
Poland,1.60,0.96,2020-03-20,1.04,2020-07-10
Portugal,2.18,0.83,2020-03-11,1.02,2020-07-10
Romania,1.76,0.87,2020-03-15,1.04,2020-07-10
Russia,1.61,0.96,2020-04-20,0.99,2020-07-10
Saudi Arabia,2.29,1.10,2020-03-22,1.08,2020-07-10
Serbia,1.58,0.84,2020-03-24,1.08,2020-07-10
Slovakia,1.77,0.60,2020-03-28,0.96,2020-07-10
Slovenia,1.75,0.69,2020-03-20,0.91,2020-07-10
South Africa,2.21,1.12,2020-03-27,1.08,2020-07-10
South Korea,2.08,0.86,2020-02-22,0.95,2020-07-10
Spain,3.25,0.85,2020-03-06,0.91,2020-07-10
Sweden,1.99,0.96,2020-03-19,0.88,2020-07-10
Switzerland,2.13,0.76,2020-03-13,0.95,2020-07-10
Turkey,2.50,0.77,2020-03-21,0.94,2020-07-10
Ukraine,1.55,1.04,2020-03-23,1.00,2020-07-10
United Arab Emirates,1.68,0.80,2020-04-05,1.01,2020-07-10
United Kingdom,2.64,0.93,2020-03-15,0.98,2020-07-10
United States,2.29,0.93,2020-03-18,1.08,2020-07-10
