country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.57,0.77,2020-03-14,1.11,2020-07-16
Argentina,1.22,1.13,2020-03-17,1.07,2020-07-16
Australia,1.46,0.68,2020-03-23,1.02,2020-07-16
Austria,1.85,0.72,2020-03-15,1.02,2020-07-16
Bangladesh,1.72,1.07,2020-03-26,0.98,2020-07-16
Belarus,1.31,1.02,2020-04-06,1.01,2020-07-16
Belgium,2.60,0.80,2020-03-18,0.89,2020-07-16
Bolivia,1.43,1.12,2020-04-05,1.00,2020-07-16
Brazil,1.48,1.04,2020-04-20,1.00,2020-07-16
Bulgaria,1.54,1.03,2020-03-11,1.07,2020-07-16
Canada,1.92,0.88,2020-03-30,0.96,2020-07-16
Chile,1.40,0.91,2020-05-18,0.86,2020-07-16
China,2.98,0.66,2020-01-20,0.75,2020-07-16
Colombia,2.40,1.15,2020-03-19,1.02,2020-07-16
Croatia,1.42,0.80,2020-03-20,1.09,2020-07-16
Cuba,1.23,0.66,2020-04-08,0.94,2020-07-16
Cyprus,1.55,0.46,2020-03-12,0.88,2020-07-16
Czechia,2.20,0.60,2020-03-14,1.01,2020-07-16
Denmark,2.16,0.76,2020-03-11,0.90,2020-07-16
Dominican Republic,2.57,0.87,2020-03-15,1.10,2020-07-16
Ecuador,1.63,0.86,2020-04-11,0.97,2020-07-16
Egypt,1.69,1.08,2020-03-20,0.99,2020-07-16
Estonia,2.24,0.43,2020-03-11,0.71,2020-07-16
Finland,1.76,0.71,2020-03-29,0.90,2020-07-16
France,1.68,0.82,2020-03-18,0.88,2020-07-16
Germany,2.23,0.81,2020-03-18,0.90,2020-07-16
Greece,1.61,0.69,2020-03-08,0.89,2020-07-16
Honduras,1.25,1.02,2020-04-06,1.06,2020-07-16
Hungary,1.90,0.84,2020-03-25,0.96,2020-07-16
Iceland,1.42,0.47,2020-03-21,0.80,2020-07-16
India,1.36,1.10,2020-04-20,1.06,2020-07-16
Indonesia,1.55,1.04,2020-03-15,1.08,2020-07-16
Iran,2.44,0.89,2020-02-25,1.03,2020-07-16
Ireland,1.69,0.74,2020-03-31,0.90,2020-07-16
Israel,2.77,0.77,2020-03-17,1.10,2020-07-16
Italy,2.49,0.89,2020-03-02,0.92,2020-07-16
Japan,1.27,0.83,2020-04-02,1.07,2020-07-16
Kuwait,1.93,0.87,2020-04-16,1.00,2020-07-16
Latvia,1.34,0.54,2020-03-30,0.80,2020-07-16
Lithuania,1.95,0.78,2020-03-12,0.98,2020-07-16
Luxembourg,1.80,0.65,2020-03-18,1.07,2020-07-16
Malaysia,2.22,0.65,2020-03-08,0.80,2020-07-16
Malta,1.66,0.67,2020-03-20,0.95,2020-07-16
Mexico,2.24,1.07,2020-04-01,0.98,2020-07-16
Moldova,1.50,1.04,2020-03-17,0.96,2020-07-16
Morocco,2.39,0.71,2020-03-13,1.08,2020-07-16
Netherlands,2.43,0.83,2020-03-12,0.90,2020-07-16
Nigeria,1.48,0.96,2020-04-13,1.01,2020-07-16
Norway,1.73,0.64,2020-03-17,0.81,2020-07-16
Pakistan,1.69,1.02,2020-04-09,0.96,2020-07-16
Panama,1.35,1.02,2020-03-19,1.04,2020-07-16
Peru,2.05,1.05,2020-04-02,0.97,2020-07-16
Philippines,1.11,0.96,2020-03-15,1.08,2020-07-16
Poland,1.63,0.95,2020-03-20,1.00,2020-07-16
Portugal,2.19,0.83,2020-03-11,1.00,2020-07-16
Romania,1.77,0.88,2020-03-15,1.01,2020-07-16
Russia,1.61,0.96,2020-04-20,0.97,2020-07-16
Saudi Arabia,2.46,1.09,2020-03-24,0.99,2020-07-16
Serbia,1.67,0.84,2020-03-24,1.20,2020-07-16
Slovakia,1.54,0.62,2020-03-28,0.96,2020-07-16
Slovenia,1.78,0.69,2020-03-20,0.89,2020-07-16
South Africa,2.31,1.14,2020-03-26,1.07,2020-07-16
South Korea,2.15,0.87,2020-02-22,0.92,2020-07-16
Spain,3.25,0.85,2020-03-06,0.87,2020-07-16
Sweden,2.03,0.96,2020-03-18,0.88,2020-07-16
Switzerland,2.13,0.76,2020-03-13,0.93,2020-07-16
Turkey,2.63,0.77,2020-03-20,0.93,2020-07-16
Ukraine,1.58,1.04,2020-03-23,0.97,2020-07-16
United Arab Emirates,1.72,0.80,2020-04-05,1.01,2020-07-16
United Kingdom,2.69,0.93,2020-03-14,0.98,2020-07-16
United States,2.25,0.93,2020-03-18,1.03,2020-07-16
