country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.46,0.80,2020-03-13,1.06,2020-06-17
Argentina,1.23,1.10,2020-03-16,1.10,2020-06-17
Australia,1.21,0.72,2020-03-23,0.90,2020-06-17
Austria,1.79,0.72,2020-03-15,0.89,2020-06-17
Bangladesh,1.46,1.12,2020-03-28,1.13,2020-06-17
Belarus,1.21,0.98,2020-04-06,0.98,2020-06-17
Belgium,2.66,0.83,2020-03-18,0.87,2020-06-17
Bolivia,1.25,1.13,2020-04-04,1.12,2020-06-17
Brazil,1.46,1.03,2020-04-20,1.00,2020-06-17
Bulgaria,1.47,1.02,2020-03-11,1.09,2020-06-17
Canada,1.92,0.89,2020-03-28,0.96,2020-06-17
Chile,1.95,1.19,2020-03-22,1.10,2020-06-17
China,2.94,0.67,2020-01-20,0.74,2020-06-17
Colombia,2.03,1.14,2020-03-18,1.13,2020-06-17
Croatia,1.47,0.73,2020-03-20,0.90,2020-06-17
Cuba,1.16,0.66,2020-04-08,0.84,2020-06-17
Cyprus,1.32,0.37,2020-03-12,0.51,2020-06-17
Czechia,2.18,0.57,2020-03-14,0.75,2020-06-17
Denmark,2.12,0.74,2020-03-11,0.91,2020-06-17
Dominican Republic,2.49,0.87,2020-03-15,1.06,2020-06-17
Ecuador,1.56,0.86,2020-04-12,0.98,2020-06-17
Egypt,1.55,1.08,2020-03-20,1.10,2020-06-17
Estonia,2.34,0.34,2020-03-11,0.48,2020-06-17
Finland,1.77,0.72,2020-03-28,0.89,2020-06-17
France,1.72,0.82,2020-03-18,0.89,2020-06-17
Germany,2.17,0.81,2020-03-18,0.94,2020-06-17
Greece,1.52,0.70,2020-03-08,0.87,2020-06-17
Honduras,1.13,1.01,2020-04-06,1.09,2020-06-17
Hungary,1.84,0.85,2020-03-25,1.00,2020-06-17
Iceland,1.20,0.36,2020-03-21,0.50,2020-06-17
India,1.41,1.14,2020-04-20,1.15,2020-06-17
Indonesia,1.56,1.02,2020-03-15,1.06,2020-06-17
Iran,2.59,0.87,2020-02-24,1.02,2020-06-17
Ireland,1.61,0.72,2020-04-01,0.87,2020-06-17
Israel,2.41,0.69,2020-03-16,0.86,2020-06-17
Italy,2.64,0.89,2020-03-03,0.88,2020-06-17
Japan,1.26,0.84,2020-04-01,0.94,2020-06-17
Kuwait,1.54,0.89,2020-04-16,0.97,2020-06-17
Latvia,1.12,0.46,2020-03-30,0.63,2020-06-17
Lithuania,1.77,0.80,2020-03-12,0.96,2020-06-17
Luxembourg,1.81,0.67,2020-03-18,0.84,2020-06-17
Malaysia,2.12,0.51,2020-03-07,0.68,2020-06-17
Malta,1.47,0.60,2020-03-20,0.73,2020-06-17
Mexico,2.12,1.09,2020-04-01,1.08,2020-06-17
Moldova,1.40,1.04,2020-03-17,1.10,2020-06-17
Morocco,2.07,0.66,2020-03-13,0.84,2020-06-17
Netherlands,2.45,0.85,2020-03-11,0.96,2020-06-17
Nigeria,1.31,0.99,2020-04-13,1.09,2020-06-17
Norway,1.70,0.63,2020-03-17,0.80,2020-06-17
Pakistan,1.49,1.15,2020-04-08,1.15,2020-06-17
Panama,1.46,0.95,2020-03-18,1.07,2020-06-17
Peru,1.88,1.07,2020-04-03,1.05,2020-06-17
Philippines,1.11,0.96,2020-03-15,1.07,2020-06-17
Poland,1.60,0.95,2020-03-20,1.06,2020-06-17
Portugal,2.15,0.81,2020-03-11,0.95,2020-06-17
Romania,1.72,0.86,2020-03-15,1.01,2020-06-17
Russia,1.47,0.99,2020-04-20,1.03,2020-06-17
Saudi Arabia,1.99,1.10,2020-03-19,1.12,2020-06-17
Serbia,1.45,0.71,2020-03-24,0.88,2020-06-17
Slovakia,1.71,0.52,2020-03-28,0.69,2020-06-17
Slovenia,1.71,0.68,2020-03-20,0.85,2020-06-17
South Africa,1.98,1.19,2020-03-25,1.18,2020-06-17
South Korea,1.88,0.85,2020-02-22,0.93,2020-06-17
Spain,3.18,0.81,2020-03-06,0.90,2020-06-17
Sweden,1.89,0.96,2020-03-20,0.89,2020-06-17
Switzerland,2.08,0.76,2020-03-13,0.91,2020-06-17
Turkey,2.15,0.77,2020-03-21,0.93,2020-06-17
Ukraine,1.53,1.02,2020-03-24,1.09,2020-06-17
United Arab Emirates,1.37,0.79,2020-04-06,0.95,2020-06-17
United Kingdom,2.60,0.93,2020-03-15,0.92,2020-06-17
United States,2.26,0.91,2020-03-18,1.03,2020-06-17
