country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.50,0.77,2020-03-14,1.11,2020-07-14
Argentina,1.24,1.12,2020-03-17,1.08,2020-07-14
Australia,1.44,0.67,2020-03-23,1.04,2020-07-14
Austria,1.85,0.71,2020-03-15,1.03,2020-07-14
Bangladesh,1.67,1.07,2020-03-27,0.99,2020-07-14
Belarus,1.31,1.02,2020-04-06,1.01,2020-07-14
Belgium,2.59,0.80,2020-03-18,0.90,2020-07-14
Bolivia,1.42,1.13,2020-04-05,1.02,2020-07-14
Brazil,1.49,1.04,2020-04-20,1.00,2020-07-14
Bulgaria,1.54,1.03,2020-03-11,1.08,2020-07-14
Canada,1.97,0.87,2020-03-29,0.96,2020-07-14
Chile,1.40,0.91,2020-05-18,0.86,2020-07-14
China,2.98,0.66,2020-01-20,0.76,2020-07-14
Colombia,2.17,1.15,2020-03-20,1.04,2020-07-14
Croatia,1.40,0.81,2020-03-20,1.11,2020-07-14
Cuba,1.24,0.66,2020-04-08,0.89,2020-07-14
Cyprus,1.36,0.45,2020-03-12,0.86,2020-07-14
Czechia,2.19,0.60,2020-03-14,1.03,2020-07-14
Denmark,2.17,0.76,2020-03-11,0.91,2020-07-14
Dominican Republic,2.50,0.87,2020-03-15,1.10,2020-07-14
Ecuador,1.62,0.86,2020-04-12,0.98,2020-07-14
Egypt,1.69,1.08,2020-03-20,0.99,2020-07-14
Estonia,2.24,0.43,2020-03-11,0.73,2020-07-14
Finland,1.78,0.73,2020-03-28,0.93,2020-07-14
France,1.68,0.81,2020-03-18,0.88,2020-07-14
Germany,2.23,0.81,2020-03-18,0.91,2020-07-14
Greece,1.61,0.69,2020-03-08,0.90,2020-07-14
Honduras,1.25,1.02,2020-04-06,1.08,2020-07-14
Hungary,1.89,0.84,2020-03-25,0.98,2020-07-14
Iceland,1.41,0.47,2020-03-21,0.81,2020-07-14
India,1.36,1.10,2020-04-20,1.08,2020-07-14
Indonesia,1.56,1.03,2020-03-15,1.08,2020-07-14
Iran,2.44,0.89,2020-02-25,1.04,2020-07-14
Ireland,1.69,0.73,2020-03-31,0.90,2020-07-14
Israel,2.68,0.76,2020-03-18,1.14,2020-07-14
Italy,2.49,0.89,2020-03-02,0.92,2020-07-14
Japan,1.28,0.83,2020-04-01,1.08,2020-07-14
Kuwait,1.76,0.89,2020-04-18,1.00,2020-07-14
Latvia,1.34,0.55,2020-03-30,0.81,2020-07-14
Lithuania,1.78,0.79,2020-03-12,1.00,2020-07-14
Luxembourg,1.80,0.65,2020-03-18,1.08,2020-07-14
Malaysia,1.99,0.67,2020-03-07,0.84,2020-07-14
Malta,1.67,0.67,2020-03-20,0.95,2020-07-14
Mexico,2.19,1.08,2020-04-01,1.01,2020-07-14
Moldova,1.47,1.04,2020-03-17,0.97,2020-07-14
Morocco,2.19,0.72,2020-03-14,1.09,2020-07-14
Netherlands,2.47,0.83,2020-03-12,0.91,2020-07-14
Nigeria,1.47,0.96,2020-04-13,1.03,2020-07-14
Norway,1.73,0.64,2020-03-17,0.82,2020-07-14
Pakistan,1.68,1.03,2020-04-09,0.97,2020-07-14
Panama,1.34,1.02,2020-03-19,1.06,2020-07-14
Peru,2.00,1.05,2020-04-03,0.98,2020-07-14
Philippines,1.11,0.95,2020-03-15,1.10,2020-07-14
Poland,1.62,0.96,2020-03-20,1.01,2020-07-14
Portugal,2.19,0.83,2020-03-11,1.01,2020-07-14
Romania,1.77,0.88,2020-03-15,1.03,2020-07-14
Russia,1.61,0.95,2020-04-20,0.98,2020-07-14
Saudi Arabia,2.21,1.10,2020-03-22,1.02,2020-07-14
Serbia,1.65,0.84,2020-03-24,1.24,2020-07-14
Slovakia,1.77,0.60,2020-03-28,0.95,2020-07-14
Slovenia,1.75,0.69,2020-03-20,0.90,2020-07-14
South Africa,2.15,1.14,2020-03-26,1.09,2020-07-14
South Korea,2.08,0.86,2020-02-22,0.94,2020-07-14
Spain,3.25,0.85,2020-03-06,0.88,2020-07-14
Sweden,1.99,0.96,2020-03-19,0.88,2020-07-14
Switzerland,2.13,0.77,2020-03-13,0.94,2020-07-14
Turkey,2.49,0.77,2020-03-21,0.94,2020-07-14
Ukraine,1.56,1.04,2020-03-23,0.99,2020-07-14
United Arab Emirates,1.68,0.80,2020-04-05,1.02,2020-07-14
United Kingdom,2.63,0.93,2020-03-15,0.98,2020-07-14
United States,2.29,0.93,2020-03-18,1.06,2020-07-14
