country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.26,0.81,2020-03-13,1.07,2020-06-14
Argentina,1.14,1.10,2020-03-17,1.10,2020-06-14
Australia,1.11,0.70,2020-03-23,0.88,2020-06-14
Austria,1.82,0.70,2020-03-15,0.88,2020-06-14
Bangladesh,1.35,1.13,2020-03-28,1.14,2020-06-14
Belarus,1.20,0.98,2020-04-06,0.98,2020-06-14
Belgium,2.64,0.83,2020-03-18,0.88,2020-06-14
Bolivia,1.16,1.14,2020-04-05,1.13,2020-06-14
Brazil,1.42,1.04,2020-04-20,1.01,2020-06-14
Bulgaria,1.46,1.00,2020-03-11,1.08,2020-06-14
Canada,1.91,0.90,2020-03-28,0.96,2020-06-14
Chile,1.98,1.19,2020-03-22,1.12,2020-06-14
China,2.88,0.65,2020-01-20,0.73,2020-06-14
Colombia,1.89,1.14,2020-03-18,1.14,2020-06-14
Croatia,1.50,0.76,2020-03-20,0.93,2020-06-14
Cuba,1.08,0.64,2020-04-08,0.82,2020-06-14
Cyprus,1.30,0.35,2020-03-12,0.49,2020-06-14
Czechia,2.20,0.57,2020-03-14,0.74,2020-06-14
Denmark,2.10,0.75,2020-03-11,0.92,2020-06-14
Dominican Republic,2.24,0.86,2020-03-14,1.06,2020-06-14
Ecuador,1.48,0.87,2020-04-13,0.99,2020-06-14
Egypt,1.44,1.08,2020-03-20,1.10,2020-06-14
Estonia,2.32,0.37,2020-03-11,0.51,2020-06-14
Finland,1.78,0.73,2020-03-27,0.90,2020-06-14
France,1.71,0.81,2020-03-18,0.88,2020-06-14
Germany,2.18,0.81,2020-03-18,0.96,2020-06-14
Greece,1.48,0.69,2020-03-08,0.86,2020-06-14
Honduras,0.97,1.02,2020-04-06,1.09,2020-06-14
Hungary,1.82,0.86,2020-03-25,1.00,2020-06-14
Iceland,1.50,0.33,2020-03-21,0.47,2020-06-14
India,1.28,1.16,2020-04-20,1.17,2020-06-14
Indonesia,1.42,1.04,2020-03-15,1.06,2020-06-14
Iran,2.37,0.88,2020-02-25,0.99,2020-06-14
Ireland,1.60,0.73,2020-03-31,0.87,2020-06-14
Israel,2.36,0.68,2020-03-16,0.86,2020-06-14
Italy,2.58,0.89,2020-03-02,0.89,2020-06-14
Japan,1.26,0.84,2020-03-31,0.94,2020-06-14
Kuwait,1.36,0.93,2020-04-16,0.97,2020-06-14
Latvia,1.19,0.45,2020-03-30,0.62,2020-06-14
Lithuania,1.68,0.80,2020-03-12,0.96,2020-06-14
Luxembourg,1.74,0.67,2020-03-18,0.84,2020-06-14
Malaysia,1.90,0.49,2020-03-06,0.66,2020-06-14
Malta,1.41,0.60,2020-03-20,0.74,2020-06-14
Mexico,2.06,1.09,2020-04-01,1.09,2020-06-14
Moldova,1.33,1.04,2020-03-18,1.11,2020-06-14
Morocco,1.73,0.65,2020-03-14,0.83,2020-06-14
Netherlands,2.42,0.85,2020-03-11,0.95,2020-06-14
Nigeria,1.24,1.01,2020-04-13,1.10,2020-06-14
Norway,1.72,0.63,2020-03-17,0.81,2020-06-14
Pakistan,1.45,1.16,2020-04-09,1.16,2020-06-14
Panama,1.26,0.96,2020-03-19,1.07,2020-06-14
Peru,1.77,1.09,2020-04-04,1.07,2020-06-14
Philippines,1.57,0.91,2020-03-15,1.04,2020-06-14
Poland,1.59,0.95,2020-03-20,1.06,2020-06-14
Portugal,2.12,0.83,2020-03-11,0.96,2020-06-14
Romania,1.69,0.84,2020-03-15,0.98,2020-06-14
Russia,1.47,1.00,2020-04-20,1.04,2020-06-14
Saudi Arabia,1.76,1.10,2020-03-19,1.13,2020-06-14
Serbia,1.32,0.71,2020-03-24,0.88,2020-06-14
Slovakia,2.31,0.49,2020-03-28,0.66,2020-06-14
Slovenia,1.67,0.67,2020-03-20,0.85,2020-06-14
South Africa,1.81,1.19,2020-03-25,1.18,2020-06-14
South Korea,1.83,0.84,2020-02-22,0.93,2020-06-14
Spain,3.16,0.81,2020-03-06,0.90,2020-06-14
Sweden,1.88,0.95,2020-03-20,0.89,2020-06-14
Switzerland,2.07,0.75,2020-03-13,0.90,2020-06-14
Turkey,1.83,0.78,2020-03-22,0.94,2020-06-14
Ukraine,1.53,1.01,2020-03-24,1.09,2020-06-14
United Arab Emirates,1.24,0.82,2020-04-06,0.98,2020-06-14
United Kingdom,2.47,0.93,2020-03-15,0.90,2020-06-14
United States,2.27,0.90,2020-03-18,1.02,2020-06-14
