country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.25,0.83,2020-03-13,1.04,2020-06-13
Argentina,1.14,1.10,2020-03-17,1.10,2020-06-13
Australia,1.11,0.70,2020-03-23,0.88,2020-06-13
Austria,1.82,0.70,2020-03-15,0.88,2020-06-13
Bangladesh,1.35,1.13,2020-03-28,1.14,2020-06-13
Belarus,1.20,0.98,2020-04-06,0.98,2020-06-13
Belgium,2.64,0.83,2020-03-18,0.88,2020-06-13
Bolivia,1.16,1.13,2020-04-05,1.13,2020-06-13
Brazil,1.41,1.05,2020-04-19,1.01,2020-06-13
Bulgaria,1.46,1.00,2020-03-11,1.08,2020-06-13
Canada,1.91,0.89,2020-03-28,1.00,2020-06-13
Chile,1.99,1.19,2020-03-22,1.12,2020-06-13
China,2.88,0.65,2020-01-20,0.73,2020-06-13
Colombia,1.90,1.14,2020-03-18,1.14,2020-06-13
Croatia,1.50,0.76,2020-03-20,0.93,2020-06-13
Cuba,1.08,0.64,2020-04-08,0.81,2020-06-13
Cyprus,1.31,0.35,2020-03-12,0.50,2020-06-13
Czechia,2.19,0.57,2020-03-14,0.74,2020-06-13
Denmark,2.10,0.75,2020-03-11,0.92,2020-06-13
Dominican Republic,2.25,0.88,2020-03-14,1.02,2020-06-13
Ecuador,1.48,0.87,2020-04-13,0.99,2020-06-13
Egypt,1.44,1.08,2020-03-20,1.09,2020-06-13
Estonia,2.32,0.37,2020-03-11,0.51,2020-06-13
Finland,1.78,0.72,2020-03-27,0.90,2020-06-13
France,1.71,0.81,2020-03-18,0.89,2020-06-13
Germany,2.18,0.81,2020-03-18,0.96,2020-06-13
Greece,1.47,0.69,2020-03-08,0.86,2020-06-13
Honduras,0.99,1.03,2020-04-06,1.09,2020-06-13
Hungary,1.82,0.86,2020-03-25,1.00,2020-06-13
Iceland,1.50,0.33,2020-03-21,0.47,2020-06-13
India,1.26,1.17,2020-04-20,1.18,2020-06-13
Indonesia,1.42,1.04,2020-03-15,1.06,2020-06-13
Iran,2.37,0.88,2020-02-25,0.99,2020-06-13
Ireland,1.60,0.73,2020-03-31,0.87,2020-06-13
Israel,2.36,0.68,2020-03-16,0.86,2020-06-13
Italy,2.58,0.89,2020-03-02,0.89,2020-06-13
Japan,1.26,0.84,2020-03-31,0.94,2020-06-13
Kuwait,1.36,0.93,2020-04-16,0.96,2020-06-13
Latvia,1.17,0.45,2020-03-30,0.62,2020-06-13
Lithuania,1.69,0.81,2020-03-12,0.97,2020-06-13
Luxembourg,1.75,0.67,2020-03-18,0.84,2020-06-13
Malaysia,1.90,0.49,2020-03-06,0.66,2020-06-13
Malta,1.41,0.60,2020-03-20,0.75,2020-06-13
Mexico,1.94,1.14,2020-04-01,1.11,2020-06-13
Moldova,1.33,1.04,2020-03-18,1.11,2020-06-13
Morocco,1.73,0.65,2020-03-14,0.83,2020-06-13
Netherlands,2.42,0.85,2020-03-11,0.96,2020-06-13
Nigeria,1.24,1.01,2020-04-13,1.09,2020-06-13
Norway,1.72,0.63,2020-03-17,0.81,2020-06-13
Pakistan,1.46,1.14,2020-04-09,1.15,2020-06-13
Panama,1.26,0.96,2020-03-19,1.07,2020-06-13
Peru,1.74,1.06,2020-04-05,1.08,2020-06-13
Philippines,1.57,0.91,2020-03-15,1.04,2020-06-13
Poland,1.58,0.95,2020-03-20,1.06,2020-06-13
Portugal,2.11,0.83,2020-03-11,0.96,2020-06-13
Romania,1.70,0.83,2020-03-15,0.98,2020-06-13
Russia,1.47,1.00,2020-04-20,1.05,2020-06-13
Saudi Arabia,1.76,1.10,2020-03-19,1.13,2020-06-13
Serbia,1.33,0.71,2020-03-24,0.88,2020-06-13
Slovakia,2.32,0.48,2020-03-28,0.65,2020-06-13
Slovenia,1.67,0.67,2020-03-20,0.85,2020-06-13
South Africa,1.81,1.19,2020-03-26,1.18,2020-06-13
South Korea,1.83,0.84,2020-02-22,0.93,2020-06-13
Spain,3.16,0.81,2020-03-06,0.90,2020-06-13
Sweden,1.89,0.90,2020-03-20,0.93,2020-06-13
Switzerland,2.07,0.75,2020-03-13,0.90,2020-06-13
Turkey,1.83,0.78,2020-03-22,0.94,2020-06-13
Ukraine,1.53,1.01,2020-03-24,1.09,2020-06-13
United Arab Emirates,1.24,0.82,2020-04-06,0.98,2020-06-13
United Kingdom,2.48,0.93,2020-03-15,0.90,2020-06-13
United States,2.27,0.91,2020-03-18,1.02,2020-06-13
