country,initial_r_0,inflection_date,post_mitigation_r,reopen_date,reopen_r,cur_date,current_r
Luxembourg,1.52,2020-03-18,0.55,2020-05-25,1.40,2020-08-06,0.99
Malaysia,2.29,2020-03-07,0.44,2020-05-15,0.83,2020-08-06,0.83
Malta,1.62,2020-03-20,0.63,2020-05-25,0.90,2020-08-06,0.89
Mexico,2.39,2020-04-01,1.05,2020-06-01,1.09,2020-08-06,0.98
Moldova,1.87,2020-03-19,1.03,2020-05-15,1.14,2020-08-06,0.95
Morocco,2.17,2020-03-12,0.74,2020-06-01,1.44,2020-08-06,1.04
Netherlands,2.69,2020-03-08,0.79,2020-05-25,1.12,2020-08-06,1.00
Nigeria,1.64,2020-04-13,0.96,2020-05-15,0.95,2020-08-06,0.96
Norway,1.70,2020-03-17,0.53,2020-05-15,0.96,2020-08-06,0.92
Pakistan,1.60,2020-05-11,0.89,2020-05-20,0.83,2020-08-06,0.88
Panama,1.39,2020-03-19,1.00,2020-05-15,1.24,2020-08-06,0.95
Peru,2.30,2020-04-02,1.04,2020-06-01,1.10,2020-08-06,0.91
Philippines,1.16,2020-03-15,0.95,2020-06-01,1.17,2020-08-06,1.02
Poland,1.51,2020-03-18,0.93,2020-05-25,1.16,2020-08-06,1.00
Portugal,2.20,2020-03-10,0.78,2020-05-25,1.06,2020-08-06,0.95
Romania,1.77,2020-03-15,0.79,2020-05-25,1.31,2020-08-06,0.99
Russia,1.64,2020-04-18,0.94,2020-05-15,1.00,2020-08-06,0.95
Saudi Arabia,2.59,2020-03-23,1.12,2020-06-21,1.02,2020-08-06,0.95
Serbia,1.63,2020-03-24,0.74,2020-05-15,1.40,2020-08-06,0.96
Slovakia,1.59,2020-03-28,0.47,2020-05-25,1.11,2020-08-06,0.98
Slovenia,1.44,2020-03-20,0.64,2020-05-25,1.24,2020-08-06,1.01
South Africa,2.71,2020-03-30,1.10,2020-06-01,1.20,2020-08-06,0.95
South Korea,2.24,2020-02-21,0.81,2020-05-06,1.08,2020-08-06,0.99
Spain,3.51,2020-03-04,0.78,2020-05-25,1.32,2020-08-06,0.94
Sweden,1.98,2020-03-17,0.94,2021-01-01,1.00,2020-08-06,0.88
Switzerland,2.34,2020-03-08,0.69,2020-05-25,1.12,2020-08-06,0.97
Turkey,2.66,2020-03-19,0.74,2020-06-01,1.03,2020-08-06,0.96
Ukraine,1.91,2020-03-23,0.95,2020-05-15,1.17,2020-08-06,1.00
United Arab Emirates,1.74,2020-04-03,0.81,2020-06-01,1.04,2020-08-06,0.97
United Kingdom,2.88,2020-03-11,0.90,2020-06-01,1.09,2020-08-06,0.94
United States,2.28,2020-03-15,0.91,2020-05-10,1.25,2020-08-06,0.96
