country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.29,0.80,2020-03-13,1.01,2020-06-02
Argentina,1.23,1.06,2020-03-16,1.06,2020-06-02
Australia,1.11,0.71,2020-03-23,0.81,2020-06-02
Austria,1.81,0.70,2020-03-14,0.87,2020-06-02
Bangladesh,1.31,1.13,2020-03-28,1.14,2020-06-02
Belarus,1.20,0.97,2020-04-06,0.97,2020-06-02
Belgium,2.64,0.83,2020-03-18,0.98,2020-06-02
Bolivia,1.21,1.08,2020-04-05,1.09,2020-06-02
Brazil,1.41,1.05,2020-04-19,1.05,2020-06-02
Bulgaria,1.38,1.00,2020-03-11,1.08,2020-06-02
Canada,1.91,0.89,2020-03-28,1.02,2020-06-02
Chile,1.87,1.14,2020-03-21,1.15,2020-06-02
China,2.76,0.63,2020-01-20,0.72,2020-06-02
Colombia,1.91,1.13,2020-03-18,1.13,2020-06-02
Croatia,1.46,0.76,2020-03-20,0.91,2020-06-02
Cuba,1.08,0.64,2020-04-08,0.74,2020-06-02
Cyprus,1.23,0.36,2020-03-12,0.50,2020-06-02
Czechia,2.14,0.59,2020-03-14,0.75,2020-06-02
Denmark,2.10,0.75,2020-03-11,0.91,2020-06-02
Dominican Republic,2.27,0.87,2020-03-14,0.96,2020-06-02
Ecuador,1.48,0.87,2020-04-13,0.95,2020-06-02
Egypt,1.41,1.07,2020-03-20,1.10,2020-06-02
Estonia,2.28,0.38,2020-03-11,0.51,2020-06-02
Finland,1.87,0.75,2020-03-26,0.91,2020-06-02
France,1.70,0.81,2020-03-18,0.96,2020-06-02
Germany,2.18,0.82,2020-03-17,0.97,2020-06-02
Greece,1.44,0.70,2020-03-08,0.86,2020-06-02
Honduras,0.96,1.01,2020-04-06,1.05,2020-06-02
Hungary,1.82,0.88,2020-03-25,1.01,2020-06-02
Iceland,1.47,0.33,2020-03-21,0.47,2020-06-02
India,1.29,1.11,2020-04-20,1.13,2020-06-02
Indonesia,1.42,1.00,2020-03-15,1.00,2020-06-02
Iran,2.38,0.88,2020-02-25,0.99,2020-06-02
Ireland,1.61,0.72,2020-03-31,0.88,2020-06-02
Israel,2.32,0.67,2020-03-17,0.85,2020-06-02
Italy,2.70,0.92,2020-03-01,1.05,2020-06-02
Japan,1.23,0.90,2020-03-30,0.95,2020-06-02
Kuwait,1.44,1.04,2020-04-04,1.08,2020-06-02
Latvia,1.56,0.33,2020-03-12,0.46,2020-06-02
Lithuania,1.60,0.85,2020-03-12,0.99,2020-06-02
Luxembourg,1.75,0.67,2020-03-18,0.84,2020-06-02
Malaysia,1.90,0.53,2020-03-06,0.71,2020-06-02
Malta,1.53,0.65,2020-03-07,0.84,2020-06-02
Mexico,1.97,1.12,2020-04-01,1.12,2020-06-02
Moldova,1.30,1.02,2020-03-19,1.10,2020-06-02
Morocco,1.72,0.65,2020-03-14,0.76,2020-06-02
Netherlands,2.46,0.86,2020-03-11,1.00,2020-06-02
Nigeria,1.24,0.99,2020-04-15,1.08,2020-06-02
Norway,1.72,0.62,2020-03-17,0.80,2020-06-02
Pakistan,1.51,1.05,2020-04-09,1.09,2020-06-02
Panama,1.31,0.94,2020-03-19,1.06,2020-06-02
Peru,1.73,1.06,2020-04-05,1.06,2020-06-02
Philippines,1.59,0.90,2020-03-15,0.98,2020-06-02
Poland,1.69,0.91,2020-03-20,1.03,2020-06-02
Portugal,2.25,0.85,2020-03-11,0.99,2020-06-02
Romania,1.71,0.83,2020-03-15,0.97,2020-06-02
Russia,1.47,1.00,2020-04-19,1.09,2020-06-02
Saudi Arabia,1.45,1.09,2020-03-19,1.13,2020-06-02
Serbia,1.38,0.72,2020-03-24,0.90,2020-06-02
Slovakia,2.15,0.48,2020-03-28,0.63,2020-06-02
Slovenia,1.67,0.68,2020-03-20,0.85,2020-06-02
South Africa,1.79,1.14,2020-03-26,1.15,2020-06-02
South Korea,1.82,0.84,2020-02-22,0.95,2020-06-02
Spain,3.21,0.81,2020-03-06,0.96,2020-06-02
Sweden,1.87,0.93,2020-03-20,1.02,2020-06-02
Switzerland,2.11,0.75,2020-03-13,0.91,2020-06-02
Turkey,1.83,0.77,2020-03-23,0.87,2020-06-02
Ukraine,1.54,1.02,2020-03-24,1.09,2020-06-02
United Arab Emirates,1.24,0.86,2020-04-06,0.95,2020-06-02
United Kingdom,2.47,0.92,2020-03-15,0.92,2020-06-02
