country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.24,0.84,2020-03-13,1.00,2020-05-31
Argentina,1.24,1.05,2020-03-16,1.05,2020-05-31
Australia,1.10,0.72,2020-03-23,0.79,2020-05-31
Austria,1.81,0.71,2020-03-14,0.86,2020-05-31
Bangladesh,1.30,1.12,2020-03-28,1.14,2020-05-31
Belarus,1.21,0.99,2020-04-06,0.99,2020-05-31
Belgium,2.64,0.83,2020-03-18,0.97,2020-05-31
Bolivia,1.19,1.07,2020-04-05,1.09,2020-05-31
Brazil,1.41,1.06,2020-04-19,1.06,2020-05-31
Bulgaria,1.40,1.00,2020-03-11,1.07,2020-05-31
Canada,1.91,0.89,2020-03-28,1.01,2020-05-31
Chile,1.82,1.14,2020-03-21,1.14,2020-05-31
China,2.76,0.63,2020-01-20,0.73,2020-05-31
Colombia,2.00,1.10,2020-03-18,1.10,2020-05-31
Croatia,1.43,0.77,2020-03-20,0.91,2020-05-31
Cuba,1.06,0.66,2020-04-08,0.73,2020-05-31
Cyprus,1.23,0.36,2020-03-12,0.49,2020-05-31
Czechia,2.13,0.59,2020-03-14,0.74,2020-05-31
Denmark,2.11,0.75,2020-03-11,0.90,2020-05-31
Dominican Republic,2.27,0.87,2020-03-14,0.93,2020-05-31
Ecuador,1.48,0.89,2020-04-13,0.94,2020-05-31
Egypt,1.41,1.06,2020-03-20,1.08,2020-05-31
Estonia,2.28,0.38,2020-03-11,0.51,2020-05-31
Finland,1.88,0.75,2020-03-26,0.90,2020-05-31
France,1.70,0.81,2020-03-18,0.95,2020-05-31
Germany,2.18,0.82,2020-03-17,0.96,2020-05-31
Greece,1.50,0.69,2020-03-08,0.84,2020-05-31
Honduras,0.98,0.99,2020-04-06,1.03,2020-05-31
Hungary,1.82,0.88,2020-03-25,1.00,2020-05-31
Iceland,1.47,0.33,2020-03-21,0.47,2020-05-31
India,1.29,1.10,2020-04-20,1.13,2020-05-31
Indonesia,1.46,1.01,2020-03-15,1.01,2020-05-31
Iran,2.38,0.88,2020-02-25,0.99,2020-05-31
Ireland,1.61,0.72,2020-03-31,0.87,2020-05-31
Israel,2.32,0.67,2020-03-17,0.85,2020-05-31
Italy,2.70,0.92,2020-03-01,1.04,2020-05-31
Japan,1.24,0.90,2020-03-30,0.93,2020-05-31
Kuwait,1.43,1.03,2020-04-04,1.06,2020-05-31
Latvia,1.52,0.36,2020-03-12,0.49,2020-05-31
Lithuania,1.59,0.85,2020-03-12,0.98,2020-05-31
Luxembourg,1.74,0.67,2020-03-18,0.83,2020-05-31
Malaysia,1.02,0.54,2020-03-19,0.72,2020-05-31
Malta,1.55,0.65,2020-03-07,0.83,2020-05-31
Mexico,1.94,1.14,2020-04-01,1.15,2020-05-31
Moldova,1.30,1.03,2020-03-19,1.10,2020-05-31
Morocco,1.70,0.66,2020-03-14,0.73,2020-05-31
Netherlands,2.45,0.86,2020-03-11,0.99,2020-05-31
Nigeria,1.25,0.96,2020-04-14,1.07,2020-05-31
Norway,1.72,0.62,2020-03-17,0.80,2020-05-31
Pakistan,1.51,1.04,2020-04-09,1.10,2020-05-31
Panama,1.33,0.92,2020-03-19,1.04,2020-05-31
Peru,1.71,1.09,2020-04-05,1.09,2020-05-31
Philippines,1.59,0.91,2020-03-15,0.96,2020-05-31
Poland,1.70,0.91,2020-03-20,1.02,2020-05-31
Portugal,2.27,0.84,2020-03-11,0.97,2020-05-31
Romania,1.71,0.84,2020-03-15,0.97,2020-05-31
Russia,1.48,0.98,2020-04-19,1.08,2020-05-31
Saudi Arabia,1.50,1.08,2020-03-19,1.12,2020-05-31
Serbia,1.38,0.73,2020-03-24,0.90,2020-05-31
Slovakia,2.15,0.48,2020-03-28,0.63,2020-05-31
Slovenia,1.67,0.68,2020-03-20,0.83,2020-05-31
South Africa,1.77,1.14,2020-03-26,1.14,2020-05-31
South Korea,1.82,0.84,2020-02-22,0.95,2020-05-31
Spain,3.22,0.81,2020-03-06,0.95,2020-05-31
Sweden,1.86,0.94,2020-03-20,0.99,2020-05-31
Switzerland,2.11,0.75,2020-03-12,0.90,2020-05-31
Turkey,1.83,0.77,2020-03-23,0.84,2020-05-31
Ukraine,1.53,1.02,2020-03-24,1.09,2020-05-31
United Arab Emirates,1.22,0.87,2020-04-06,0.92,2020-05-31
United Kingdom,2.47,0.92,2020-03-15,0.92,2020-05-31
