country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.51,0.77,2020-03-14,1.05,2020-07-01
Argentina,1.29,1.10,2020-03-17,1.10,2020-07-01
Australia,1.44,0.75,2020-03-23,0.98,2020-07-01
Austria,1.84,0.73,2020-03-15,1.05,2020-07-01
Bangladesh,1.60,1.09,2020-03-28,1.08,2020-07-01
Belarus,1.32,1.01,2020-04-06,1.00,2020-07-01
Belgium,2.60,0.81,2020-03-18,0.92,2020-07-01
Bolivia,1.42,1.12,2020-04-05,1.10,2020-07-01
Brazil,1.49,1.04,2020-04-20,0.99,2020-07-01
Bulgaria,1.54,1.03,2020-03-11,1.09,2020-07-01
Canada,1.94,0.89,2020-03-29,0.96,2020-07-01
Chile,1.40,0.97,2020-05-17,0.91,2020-07-01
China,2.98,0.66,2020-01-20,0.77,2020-07-01
Colombia,2.12,1.14,2020-03-19,1.12,2020-07-01
Croatia,1.57,0.74,2020-03-20,1.06,2020-07-01
Cuba,1.25,0.67,2020-04-08,0.88,2020-07-01
Cyprus,1.37,0.48,2020-03-12,0.95,2020-07-01
Czechia,2.19,0.59,2020-03-14,1.03,2020-07-01
Denmark,2.17,0.75,2020-03-11,0.96,2020-07-01
Dominican Republic,2.53,0.87,2020-03-15,1.13,2020-07-01
Ecuador,1.61,0.88,2020-04-12,0.98,2020-07-01
Egypt,1.66,1.09,2020-03-20,1.09,2020-07-01
Estonia,2.28,0.43,2020-03-11,0.78,2020-07-01
Finland,1.78,0.72,2020-03-28,0.94,2020-07-01
France,1.69,0.81,2020-03-18,0.93,2020-07-01
Germany,2.22,0.80,2020-03-18,1.02,2020-07-01
Greece,1.60,0.71,2020-03-08,0.93,2020-07-01
Honduras,1.24,1.03,2020-04-06,1.11,2020-07-01
Hungary,1.88,0.85,2020-03-25,1.05,2020-07-01
Iceland,1.41,0.47,2020-03-21,0.86,2020-07-01
India,1.36,1.11,2020-04-20,1.11,2020-07-01
Indonesia,1.61,1.02,2020-03-15,1.06,2020-07-01
Iran,2.45,0.88,2020-02-25,1.01,2020-07-01
Ireland,1.69,0.73,2020-03-31,0.91,2020-07-01
Israel,2.65,0.79,2020-03-18,1.02,2020-07-01
Italy,2.54,0.91,2020-03-02,0.95,2020-07-01
Japan,1.31,0.81,2020-03-31,1.01,2020-07-01
Kuwait,1.75,0.89,2020-04-18,0.89,2020-07-01
Latvia,1.31,0.55,2020-03-30,0.92,2020-07-01
Lithuania,1.78,0.80,2020-03-12,1.02,2020-07-01
Luxembourg,1.89,0.67,2020-03-18,0.87,2020-07-01
Malaysia,2.10,0.59,2020-03-07,1.06,2020-07-01
Malta,1.67,0.70,2020-03-20,0.99,2020-07-01
Mexico,2.13,1.10,2020-04-01,1.05,2020-07-01
Moldova,1.46,1.04,2020-03-18,1.03,2020-07-01
Morocco,2.20,0.72,2020-03-14,0.94,2020-07-01
Netherlands,2.48,0.85,2020-03-11,0.97,2020-07-01
Nigeria,1.48,0.96,2020-04-13,1.05,2020-07-01
Norway,1.72,0.64,2020-03-17,0.86,2020-07-01
Pakistan,1.62,1.07,2020-04-09,1.05,2020-07-01
Panama,1.47,0.99,2020-03-19,1.10,2020-07-01
Peru,2.00,1.05,2020-04-03,1.02,2020-07-01
Philippines,1.13,0.95,2020-03-15,1.09,2020-07-01
Poland,1.58,0.97,2020-03-20,1.08,2020-07-01
Portugal,2.18,0.82,2020-03-11,1.02,2020-07-01
Romania,1.70,0.92,2020-03-15,1.11,2020-07-01
Russia,1.60,0.97,2020-04-20,1.00,2020-07-01
Saudi Arabia,2.28,1.07,2020-03-22,1.06,2020-07-01
Serbia,1.52,0.82,2020-03-24,1.06,2020-07-01
Slovakia,1.77,0.60,2020-03-28,0.96,2020-07-01
Slovenia,1.75,0.70,2020-03-20,0.92,2020-07-01
South Africa,2.22,1.11,2020-03-27,1.10,2020-07-01
South Korea,2.09,0.86,2020-02-22,0.99,2020-07-01
Spain,3.25,0.85,2020-03-06,0.95,2020-07-01
Sweden,1.97,0.94,2020-03-19,0.90,2020-07-01
Switzerland,2.14,0.76,2020-03-13,0.95,2020-07-01
Turkey,2.50,0.75,2020-03-21,1.04,2020-07-01
Ukraine,1.55,1.04,2020-03-23,1.05,2020-07-01
United Arab Emirates,1.69,0.80,2020-04-05,1.00,2020-07-01
United Kingdom,2.63,0.93,2020-03-15,0.97,2020-07-01
United States,2.29,0.92,2020-03-18,1.11,2020-07-01
