country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.18,0.84,2020-03-13,1.00,2020-05-30
Argentina,1.22,1.06,2020-03-17,1.06,2020-05-30
Australia,1.10,0.72,2020-03-23,0.78,2020-05-30
Austria,1.88,0.71,2020-03-14,0.89,2020-05-30
Bangladesh,1.29,1.12,2020-03-28,1.18,2020-05-30
Belarus,1.20,0.97,2020-04-06,0.97,2020-05-30
Belgium,2.58,0.83,2020-03-18,0.99,2020-05-30
Bolivia,1.19,1.03,2020-04-05,1.06,2020-05-30
Brazil,1.41,1.08,2020-04-19,1.08,2020-05-30
Bulgaria,1.35,1.00,2020-03-11,1.10,2020-05-30
Canada,1.87,0.90,2020-03-28,1.02,2020-05-30
Chile,1.78,1.14,2020-03-21,1.14,2020-05-30
China,2.67,0.64,2020-01-21,0.74,2020-05-30
Colombia,1.95,1.10,2020-03-18,1.10,2020-05-30
Croatia,1.43,0.81,2020-03-20,0.97,2020-05-30
Cuba,1.05,0.70,2020-04-08,0.75,2020-05-30
Cyprus,1.08,0.37,2020-03-12,0.52,2020-05-30
Czechia,2.14,0.59,2020-03-14,0.77,2020-05-30
Denmark,2.11,0.76,2020-03-11,0.93,2020-05-30
Dominican Republic,2.27,0.87,2020-03-14,0.91,2020-05-30
Ecuador,1.48,0.89,2020-04-13,0.93,2020-05-30
Egypt,1.41,1.06,2020-03-20,1.08,2020-05-30
Estonia,2.28,0.42,2020-03-11,0.58,2020-05-30
Finland,1.96,0.79,2020-03-25,0.96,2020-05-30
France,1.69,0.81,2020-03-18,0.97,2020-05-30
Germany,2.18,0.83,2020-03-17,0.99,2020-05-30
Greece,1.68,0.70,2020-03-08,0.87,2020-05-30
Honduras,0.99,0.98,2020-04-06,1.01,2020-05-30
Hungary,1.84,0.86,2020-03-25,1.01,2020-05-30
Iceland,1.50,0.34,2020-03-21,0.48,2020-05-30
India,1.29,1.10,2020-04-20,1.17,2020-05-30
Indonesia,1.46,1.01,2020-03-15,1.01,2020-05-30
Iran,2.38,0.89,2020-02-25,1.00,2020-05-30
Ireland,1.61,0.75,2020-03-31,0.92,2020-05-30
Israel,2.33,0.66,2020-03-17,0.84,2020-05-30
Italy,2.52,0.92,2020-03-01,1.05,2020-05-30
Japan,1.23,0.90,2020-03-29,0.93,2020-05-30
Kuwait,1.49,1.03,2020-04-04,1.06,2020-05-30
Latvia,1.51,0.38,2020-03-12,0.54,2020-05-30
Lithuania,1.69,0.78,2020-03-12,0.95,2020-05-30
Luxembourg,1.70,0.67,2020-03-18,0.85,2020-05-30
Malaysia,1.01,0.54,2020-03-19,0.72,2020-05-30
Malta,1.59,0.55,2020-03-07,0.77,2020-05-30
Mexico,1.91,1.16,2020-04-01,1.16,2020-05-30
Moldova,1.27,1.03,2020-03-19,1.12,2020-05-30
Morocco,1.63,0.71,2020-03-14,0.76,2020-05-30
Netherlands,2.46,0.86,2020-03-10,1.02,2020-05-30
Nigeria,1.25,0.95,2020-04-15,1.07,2020-05-30
Norway,1.75,0.64,2020-03-17,0.82,2020-05-30
Pakistan,1.50,1.04,2020-04-09,1.13,2020-05-30
Panama,1.33,0.92,2020-03-19,1.05,2020-05-30
Peru,1.69,1.09,2020-04-05,1.09,2020-05-30
Philippines,1.58,0.91,2020-03-15,0.91,2020-05-30
Poland,1.70,0.92,2020-03-20,1.05,2020-05-30
Portugal,2.30,0.83,2020-03-12,0.99,2020-05-30
Romania,1.80,0.87,2020-03-15,1.01,2020-05-30
Russia,1.49,1.00,2020-04-18,1.10,2020-05-30
Saudi Arabia,1.50,1.08,2020-03-19,1.15,2020-05-30
Serbia,1.28,0.75,2020-03-24,0.92,2020-05-30
Slovakia,2.09,0.50,2020-03-28,0.68,2020-05-30
Slovenia,1.61,0.69,2020-03-20,0.87,2020-05-30
South Africa,1.61,1.18,2020-03-26,1.19,2020-05-30
South Korea,1.85,0.83,2020-02-22,0.95,2020-05-30
Spain,3.23,0.83,2020-03-05,0.99,2020-05-30
Sweden,1.88,0.93,2020-03-20,0.97,2020-05-30
Switzerland,2.12,0.77,2020-03-12,0.94,2020-05-30
Turkey,1.79,0.78,2020-03-23,0.83,2020-05-30
Ukraine,1.49,1.03,2020-03-24,1.12,2020-05-30
United Arab Emirates,1.22,0.87,2020-04-06,0.92,2020-05-30
United Kingdom,2.46,0.93,2020-03-15,0.93,2020-05-30
