country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.51,0.77,2020-03-14,1.05,2020-06-30
Argentina,1.30,1.10,2020-03-17,1.09,2020-06-30
Australia,1.44,0.75,2020-03-23,0.98,2020-06-30
Austria,1.83,0.72,2020-03-15,0.98,2020-06-30
Bangladesh,1.59,1.09,2020-03-28,1.08,2020-06-30
Belarus,1.30,1.01,2020-04-06,1.00,2020-06-30
Belgium,2.55,0.81,2020-03-18,0.92,2020-06-30
Bolivia,1.42,1.12,2020-04-05,1.10,2020-06-30
Brazil,1.49,1.04,2020-04-20,0.99,2020-06-30
Bulgaria,1.48,1.03,2020-03-11,1.10,2020-06-30
Canada,1.92,0.89,2020-03-28,0.98,2020-06-30
Chile,1.40,0.97,2020-05-17,0.91,2020-06-30
China,2.94,0.66,2020-01-20,0.77,2020-06-30
Colombia,2.12,1.14,2020-03-19,1.12,2020-06-30
Croatia,1.51,0.73,2020-03-20,0.94,2020-06-30
Cuba,1.25,0.67,2020-04-08,0.88,2020-06-30
Cyprus,1.31,0.47,2020-03-12,0.91,2020-06-30
Czechia,2.19,0.58,2020-03-14,1.03,2020-06-30
Denmark,2.17,0.75,2020-03-11,0.96,2020-06-30
Dominican Republic,2.54,0.87,2020-03-15,1.13,2020-06-30
Ecuador,1.61,0.87,2020-04-12,0.97,2020-06-30
Egypt,1.66,1.09,2020-03-20,1.09,2020-06-30
Estonia,2.30,0.43,2020-03-11,0.79,2020-06-30
Finland,1.77,0.72,2020-03-28,0.93,2020-06-30
France,1.68,0.81,2020-03-18,0.93,2020-06-30
Germany,2.18,0.81,2020-03-18,1.03,2020-06-30
Greece,1.57,0.70,2020-03-08,0.92,2020-06-30
Honduras,1.23,1.02,2020-04-06,1.12,2020-06-30
Hungary,1.86,0.85,2020-03-25,1.05,2020-06-30
Iceland,1.40,0.46,2020-03-21,0.85,2020-06-30
India,1.36,1.11,2020-04-20,1.11,2020-06-30
Indonesia,1.62,1.01,2020-03-15,1.05,2020-06-30
Iran,2.40,0.88,2020-02-25,1.01,2020-06-30
Ireland,1.63,0.74,2020-03-31,0.91,2020-06-30
Israel,2.63,0.79,2020-03-18,1.02,2020-06-30
Italy,2.50,0.91,2020-03-02,0.96,2020-06-30
Japan,1.28,0.83,2020-04-01,1.02,2020-06-30
Kuwait,1.75,0.89,2020-04-18,0.88,2020-06-30
Latvia,1.29,0.55,2020-03-30,0.92,2020-06-30
Lithuania,1.77,0.79,2020-03-12,1.01,2020-06-30
Luxembourg,1.85,0.66,2020-03-18,0.87,2020-06-30
Malaysia,2.10,0.59,2020-03-07,1.07,2020-06-30
Malta,1.69,0.68,2020-03-20,0.97,2020-06-30
Mexico,2.13,1.10,2020-04-01,1.05,2020-06-30
Moldova,1.41,1.05,2020-03-17,1.04,2020-06-30
Morocco,2.20,0.72,2020-03-14,0.93,2020-06-30
Netherlands,2.46,0.85,2020-03-11,0.98,2020-06-30
Nigeria,1.48,0.96,2020-04-13,1.05,2020-06-30
Norway,1.70,0.63,2020-03-17,0.85,2020-06-30
Pakistan,1.62,1.08,2020-04-09,1.06,2020-06-30
Panama,1.48,0.98,2020-03-19,1.10,2020-06-30
Peru,2.00,1.05,2020-04-03,1.02,2020-06-30
Philippines,1.13,0.95,2020-03-15,1.09,2020-06-30
Poland,1.57,0.97,2020-03-20,1.08,2020-06-30
Portugal,2.18,0.82,2020-03-11,1.01,2020-06-30
Romania,1.76,0.90,2020-03-15,1.11,2020-06-30
Russia,1.61,0.95,2020-04-20,0.99,2020-06-30
Saudi Arabia,2.28,1.07,2020-03-22,1.06,2020-06-30
Serbia,1.55,0.80,2020-03-24,1.04,2020-06-30
Slovakia,1.77,0.59,2020-03-28,0.95,2020-06-30
Slovenia,1.73,0.68,2020-03-20,0.90,2020-06-30
South Africa,2.17,1.13,2020-03-27,1.12,2020-06-30
South Korea,2.05,0.86,2020-02-22,1.00,2020-06-30
Spain,3.24,0.84,2020-03-05,0.95,2020-06-30
Sweden,1.92,0.94,2020-03-20,0.91,2020-06-30
Switzerland,2.11,0.76,2020-03-13,0.94,2020-06-30
Turkey,2.50,0.75,2020-03-21,1.04,2020-06-30
Ukraine,1.52,1.04,2020-03-23,1.06,2020-06-30
United Arab Emirates,1.69,0.80,2020-04-05,1.00,2020-06-30
United Kingdom,2.63,0.93,2020-03-15,0.98,2020-06-30
United States,2.27,0.92,2020-03-18,1.11,2020-06-30
