country,initial_r_0,post_mitigation_r,inflection_date,current_r,cur_date
Algeria,2.51,0.77,2020-03-14,1.08,2020-07-04
Argentina,1.27,1.11,2020-03-17,1.10,2020-07-04
Australia,1.44,0.75,2020-03-23,0.99,2020-07-04
Austria,1.84,0.72,2020-03-15,1.04,2020-07-04
Bangladesh,1.63,1.07,2020-03-28,1.07,2020-07-04
Belarus,1.32,1.01,2020-04-06,1.01,2020-07-04
Belgium,2.59,0.82,2020-03-18,0.92,2020-07-04
Bolivia,1.42,1.13,2020-04-05,1.09,2020-07-04
Brazil,1.49,1.04,2020-04-20,1.00,2020-07-04
Bulgaria,1.53,1.03,2020-03-11,1.08,2020-07-04
Canada,1.94,0.89,2020-03-29,0.97,2020-07-04
Chile,1.40,0.97,2020-05-17,0.91,2020-07-04
China,2.98,0.66,2020-01-20,0.76,2020-07-04
Colombia,2.15,1.15,2020-03-20,1.11,2020-07-04
Croatia,1.47,0.78,2020-03-20,1.11,2020-07-04
Cuba,1.25,0.67,2020-04-08,0.88,2020-07-04
Cyprus,1.37,0.48,2020-03-12,0.95,2020-07-04
Czechia,2.20,0.60,2020-03-14,1.04,2020-07-04
Denmark,2.17,0.75,2020-03-11,0.96,2020-07-04
Dominican Republic,2.52,0.87,2020-03-15,1.12,2020-07-04
Ecuador,1.60,0.89,2020-04-12,0.98,2020-07-04
Egypt,1.66,1.09,2020-03-20,1.09,2020-07-04
Estonia,2.26,0.43,2020-03-11,0.78,2020-07-04
Finland,1.78,0.73,2020-03-28,0.94,2020-07-04
France,1.69,0.81,2020-03-18,0.93,2020-07-04
Germany,2.22,0.80,2020-03-18,1.01,2020-07-04
Greece,1.60,0.70,2020-03-08,0.93,2020-07-04
Honduras,1.27,1.03,2020-04-06,1.10,2020-07-04
Hungary,1.88,0.85,2020-03-25,1.04,2020-07-04
Iceland,1.41,0.47,2020-03-21,0.86,2020-07-04
India,1.36,1.11,2020-04-20,1.10,2020-07-04
Indonesia,1.61,1.02,2020-03-15,1.07,2020-07-04
Iran,2.45,0.88,2020-02-25,1.00,2020-07-04
Ireland,1.69,0.74,2020-03-31,0.91,2020-07-04
Israel,2.63,0.80,2020-03-18,1.02,2020-07-04
Italy,2.54,0.91,2020-03-02,0.95,2020-07-04
Japan,1.31,0.81,2020-03-31,1.01,2020-07-04
Kuwait,1.75,0.89,2020-04-18,0.89,2020-07-04
Latvia,1.33,0.54,2020-03-30,0.91,2020-07-04
Lithuania,1.78,0.80,2020-03-12,1.03,2020-07-04
Luxembourg,1.89,0.67,2020-03-18,0.87,2020-07-04
Malaysia,2.09,0.59,2020-03-07,1.05,2020-07-04
Malta,1.67,0.70,2020-03-20,0.99,2020-07-04
Mexico,2.17,1.09,2020-04-01,1.02,2020-07-04
Moldova,1.47,1.04,2020-03-17,1.03,2020-07-04
Morocco,2.19,0.73,2020-03-14,0.95,2020-07-04
Netherlands,2.48,0.85,2020-03-11,0.97,2020-07-04
Nigeria,1.49,0.96,2020-04-13,1.04,2020-07-04
Norway,1.73,0.64,2020-03-17,0.85,2020-07-04
Pakistan,1.66,1.05,2020-04-09,1.01,2020-07-04
Panama,1.40,1.00,2020-03-19,1.10,2020-07-04
Peru,2.00,1.05,2020-04-03,1.01,2020-07-04
Philippines,1.13,0.95,2020-03-15,1.08,2020-07-04
Poland,1.59,0.97,2020-03-20,1.08,2020-07-04
Portugal,2.18,0.83,2020-03-11,1.03,2020-07-04
Romania,1.70,0.93,2020-03-15,1.11,2020-07-04
Russia,1.61,0.96,2020-04-20,0.99,2020-07-04
Saudi Arabia,2.28,1.07,2020-03-22,1.07,2020-07-04
Serbia,1.49,0.83,2020-03-24,1.08,2020-07-04
Slovakia,1.77,0.60,2020-03-28,0.96,2020-07-04
Slovenia,1.76,0.70,2020-03-20,0.92,2020-07-04
South Africa,2.21,1.11,2020-03-27,1.09,2020-07-04
South Korea,2.09,0.86,2020-02-22,0.99,2020-07-04
Spain,3.25,0.85,2020-03-06,0.95,2020-07-04
Sweden,1.97,0.94,2020-03-19,0.90,2020-07-04
Switzerland,2.14,0.76,2020-03-13,0.95,2020-07-04
Turkey,2.50,0.75,2020-03-21,1.03,2020-07-04
Ukraine,1.56,1.04,2020-03-23,1.04,2020-07-04
United Arab Emirates,1.69,0.80,2020-04-05,1.01,2020-07-04
United Kingdom,2.64,0.93,2020-03-15,0.98,2020-07-04
United States,2.29,0.92,2020-03-18,1.10,2020-07-04
