date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper
2020-02-29,,,,
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,,,
2020-03-17,,,,
2020-03-18,,,,
2020-03-19,,,,
2020-03-20,,,,
2020-03-21,,,,
2020-03-22,,,,
2020-03-23,,,,
2020-03-24,,,,
2020-03-25,1,,,
2020-03-26,1,,,
2020-03-27,1,,,
2020-03-28,1,,,
2020-03-29,0,,,
2020-03-30,2,,,
2020-03-31,2,,,
2020-04-01,2,,,
2020-04-02,6,,,
2020-04-03,,5,3,8
2020-04-04,,6,3,9
2020-04-05,,6,2,11
2020-04-06,,7,3,13
2020-04-07,,8,3,16
2020-04-08,,9,3,18
2020-04-09,,10,3,21
2020-04-10,,10,2,22
2020-04-11,,10,1,23
2020-04-12,,10,1,24
2020-04-13,,10,1,24
2020-04-14,,9,0,23
2020-04-15,,9,0,23
2020-04-16,,8,0,21
2020-04-17,,8,0,20
2020-04-18,,7,0,18
2020-04-19,,7,0,17
2020-04-20,,6,0,15
2020-04-21,,6,1,14
2020-04-22,,5,0,12
2020-04-23,,5,1,11
2020-04-24,,5,1,10
2020-04-25,,4,0,9
2020-04-26,,4,1,8
2020-04-27,,4,1,7
2020-04-28,,3,1,6
2020-04-29,,3,1,5
2020-04-30,,3,1,5
2020-05-01,,3,1,5
2020-05-02,,3,1,5
2020-05-03,,3,1,4
2020-05-04,,2,0,3
2020-05-05,,2,0,3
2020-05-06,,2,1,3
2020-05-07,,2,1,3
2020-05-08,,2,1,3
2020-05-09,,2,1,3
2020-05-10,,2,1,3
2020-05-11,,2,1,2
2020-05-12,,2,1,2
2020-05-13,,2,1,2
2020-05-14,,2,1,2
2020-05-15,,2,1,2
2020-05-16,,2,1,2
2020-05-17,,2,1,2
2020-05-18,,2,1,2
2020-05-19,,2,1,2
2020-05-20,,2,1,2
2020-05-21,,2,1,2
2020-05-22,,2,1,2
2020-05-23,,2,1,2
2020-05-24,,2,1,2
2020-05-25,,2,1,2
2020-05-26,,2,1,2
2020-05-27,,2,1,2
2020-05-28,,2,1,2
2020-05-29,,1,0,2
2020-05-30,,1,0,1
2020-05-31,,1,0,1
2020-06-01,,1,0,1
2020-06-02,,1,0,1
2020-06-03,,1,0,1
2020-06-04,,1,0,1
2020-06-05,,1,0,1
2020-06-06,,1,0,1
2020-06-07,,1,0,1
2020-06-08,,1,0,1
2020-06-09,,1,0,1
2020-06-10,,1,0,1
2020-06-11,,1,0,1
2020-06-12,,1,0,1
2020-06-13,,1,0,1
2020-06-14,,1,0,1
2020-06-15,,1,0,1
2020-06-16,,1,0,1
2020-06-17,,1,0,1
2020-06-18,,1,0,1
2020-06-19,,1,0,1
2020-06-20,,1,0,1
2020-06-21,,1,0,1
2020-06-22,,1,0,1
2020-06-23,,1,0,1
2020-06-24,,1,0,1
2020-06-25,,1,0,1
2020-06-26,,1,0,1
2020-06-27,,1,0,1
2020-06-28,,0,0,0
2020-06-29,,0,0,0
2020-06-30,,0,0,0
