date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-02-18,,,,,,,,
2020-02-19,,,,,,,,
2020-02-20,,,,,,,,
2020-02-21,,,,,,,,
2020-02-22,,,,,,,,
2020-02-23,,,,,,,,
2020-02-24,,,,,,,,
2020-02-25,,,,,,,,
2020-02-26,,,,,,,,
2020-02-27,,,,,,,,
2020-02-28,,,,,,,,
2020-02-29,,,,,,,,
2020-03-01,,,,,,,,
2020-03-02,,,,,,,,
2020-03-03,,,,,,,,
2020-03-04,,,,,,,,
2020-03-05,,,,,,,,
2020-03-06,,,,,,,,
2020-03-07,,,,,,,,
2020-03-08,,,,,,,,
2020-03-09,,,,,,,,
2020-03-10,,,,,,,,
2020-03-11,,,,,,,,
2020-03-12,,,,,,,,
2020-03-13,,,,,,,,
2020-03-14,1,1,,,,,,
2020-03-15,0,1,,,,,,
2020-03-16,0,1,,,,,,
2020-03-17,0,1,,,,,,
2020-03-18,0,1,,,,,,
2020-03-19,0,1,,,,,,
2020-03-20,0,1,,,,,,
2020-03-21,1,2,,,,,,
2020-03-22,0,2,,,,,,
2020-03-23,0,2,,,,,,
2020-03-24,0,2,,,,,,
2020-03-25,1,3,,,,,,
2020-03-26,0,3,,,,,,
2020-03-27,1,4,,,,,,
2020-03-28,1,5,,,,,,
2020-03-29,1,6,,,,,,
2020-03-30,2,8,,,,,,
2020-03-31,1,9,,,,,,
2020-04-01,1,10,,,,,,
2020-04-02,3,13,,,,,,
2020-04-03,,,7,5,8,20,18,21
2020-04-04,,,8,6,10,28,24,31
2020-04-05,,,8,6,10,36,30,41
2020-04-06,,,9,7,12,45,37,53
2020-04-07,,,9,6,13,54,43,66
2020-04-08,,,9,6,13,63,49,79
2020-04-09,,,9,6,13,72,55,92
2020-04-10,,,8,4,14,80,59,106
2020-04-11,,,8,4,13,88,63,119
2020-04-12,,,7,3,13,95,66,132
2020-04-13,,,7,3,13,102,69,145
2020-04-14,,,6,2,12,108,71,157
2020-04-15,,,6,2,11,114,73,168
2020-04-16,,,5,1,10,119,74,178
2020-04-17,,,5,2,9,124,76,187
2020-04-18,,,4,1,8,128,77,195
2020-04-19,,,4,1,7,132,78,202
2020-04-20,,,3,0,6,135,78,208
2020-04-21,,,3,1,6,138,79,214
2020-04-22,,,3,1,5,141,80,219
2020-04-23,,,2,0,4,143,80,223
2020-04-24,,,2,0,4,145,80,227
2020-04-25,,,2,0,3,147,80,230
2020-04-26,,,2,0,3,149,80,233
2020-04-27,,,2,1,3,151,81,236
2020-04-28,,,1,0,2,152,81,238
2020-04-29,,,1,0,2,153,81,240
2020-04-30,,,1,0,2,154,81,242
2020-05-01,,,1,0,2,155,81,244
2020-05-02,,,1,0,2,156,81,246
2020-05-03,,,1,0,1,157,81,247
2020-05-04,,,1,0,1,158,81,248
2020-05-05,,,1,0,1,159,81,249
2020-05-06,,,1,0,1,160,81,250
2020-05-07,,,1,0,1,161,81,251
2020-05-08,,,1,0,1,162,81,252
2020-05-09,,,1,0,1,163,81,253
2020-05-10,,,1,0,1,164,81,254
2020-05-11,,,1,0,1,165,81,255
2020-05-12,,,1,0,1,166,81,256
2020-05-13,,,1,0,1,167,81,257
2020-05-14,,,1,0,1,168,81,258
2020-05-15,,,1,0,1,169,81,259
2020-05-16,,,1,0,1,170,81,260
2020-05-17,,,1,0,1,171,81,261
2020-05-18,,,1,0,1,172,81,262
2020-05-19,,,1,0,1,173,81,263
2020-05-20,,,1,0,1,174,81,264
2020-05-21,,,1,0,1,175,81,265
2020-05-22,,,1,0,1,176,81,266
2020-05-23,,,1,0,1,177,81,267
2020-05-24,,,0,0,1,177,81,268
2020-05-25,,,0,0,0,177,81,268
2020-05-26,,,0,0,0,177,81,268
2020-05-27,,,0,0,0,177,81,268
2020-05-28,,,0,0,0,177,81,268
2020-05-29,,,0,0,0,177,81,268
2020-05-30,,,0,0,0,177,81,268
2020-05-31,,,0,0,0,177,81,268
2020-06-01,,,0,0,0,177,81,268
2020-06-02,,,0,0,0,177,81,268
2020-06-03,,,0,0,0,177,81,268
2020-06-04,,,0,0,0,177,81,268
2020-06-05,,,0,0,0,177,81,268
2020-06-06,,,0,0,0,177,81,268
2020-06-07,,,0,0,0,177,81,268
2020-06-08,,,0,0,0,177,81,268
2020-06-09,,,0,0,0,177,81,268
2020-06-10,,,0,0,0,177,81,268
2020-06-11,,,0,0,0,177,81,268
2020-06-12,,,0,0,0,177,81,268
2020-06-13,,,0,0,0,177,81,268
2020-06-14,,,0,0,0,177,81,268
2020-06-15,,,0,0,0,177,81,268
2020-06-16,,,0,0,0,177,81,268
2020-06-17,,,0,0,0,177,81,268
2020-06-18,,,0,0,0,177,81,268
2020-06-19,,,0,0,0,177,81,268
2020-06-20,,,0,0,0,177,81,268
2020-06-21,,,0,0,0,177,81,268
2020-06-22,,,0,0,0,177,81,268
2020-06-23,,,0,0,0,177,81,268
2020-06-24,,,0,0,0,177,81,268
2020-06-25,,,0,0,0,177,81,268
2020-06-26,,,0,0,0,177,81,268
2020-06-27,,,0,0,0,177,81,268
2020-06-28,,,0,0,0,177,81,268
2020-06-29,,,0,0,0,177,81,268
2020-06-30,,,0,0,0,177,81,268
