date,actual_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper
2020-03-01,,,,
2020-03-02,,,,
2020-03-03,,,,
2020-03-04,,,,
2020-03-05,,,,
2020-03-06,,,,
2020-03-07,,,,
2020-03-08,,,,
2020-03-09,,,,
2020-03-10,,,,
2020-03-11,,,,
2020-03-12,,,,
2020-03-13,,,,
2020-03-14,,,,
2020-03-15,,,,
2020-03-16,,,,
2020-03-17,,,,
2020-03-18,,,,
2020-03-19,,,,
2020-03-20,,,,
2020-03-21,,,,
2020-03-22,,,,
2020-03-23,,,,
2020-03-24,,,,
2020-03-25,,,,
2020-03-26,1,,,
2020-03-27,2,,,
2020-03-28,0,,,
2020-03-29,1,,,
2020-03-30,2,,,
2020-03-31,7,,,
2020-04-01,13,,,
2020-04-02,6,,,
2020-04-03,,11,10,12
2020-04-04,,13,12,14
2020-04-05,,15,13,17
2020-04-06,,17,14,21
2020-04-07,,20,15,27
2020-04-08,,23,16,34
2020-04-09,,25,15,40
2020-04-10,,27,14,47
2020-04-11,,28,13,52
2020-04-12,,28,11,56
2020-04-13,,28,9,58
2020-04-14,,28,8,60
2020-04-15,,26,6,58
2020-04-16,,25,6,56
2020-04-17,,23,5,52
2020-04-18,,21,4,48
2020-04-19,,20,4,45
2020-04-20,,18,4,40
2020-04-21,,17,4,37
2020-04-22,,15,4,33
2020-04-23,,14,4,29
2020-04-24,,13,4,27
2020-04-25,,12,4,24
2020-04-26,,11,4,21
2020-04-27,,10,4,19
2020-04-28,,9,4,17
2020-04-29,,9,4,16
2020-04-30,,8,4,14
2020-05-01,,8,4,13
2020-05-02,,7,4,11
2020-05-03,,7,4,10
2020-05-04,,6,4,9
2020-05-05,,6,4,8
2020-05-06,,6,4,8
2020-05-07,,6,4,8
2020-05-08,,5,3,6
2020-05-09,,5,3,6
2020-05-10,,5,4,6
2020-05-11,,5,4,6
2020-05-12,,5,4,6
2020-05-13,,4,3,5
2020-05-14,,4,3,4
2020-05-15,,4,3,4
2020-05-16,,4,3,5
2020-05-17,,4,3,5
2020-05-18,,4,3,5
2020-05-19,,4,3,5
2020-05-20,,3,2,3
2020-05-21,,3,2,3
2020-05-22,,3,2,3
2020-05-23,,3,2,3
2020-05-24,,3,2,3
2020-05-25,,3,2,3
2020-05-26,,3,2,3
2020-05-27,,3,2,3
2020-05-28,,3,2,3
2020-05-29,,3,2,3
2020-05-30,,3,2,3
2020-05-31,,2,1,2
2020-06-01,,2,1,2
2020-06-02,,2,1,2
2020-06-03,,2,1,2
2020-06-04,,2,1,2
2020-06-05,,2,1,2
2020-06-06,,2,1,2
2020-06-07,,2,1,2
2020-06-08,,2,1,2
2020-06-09,,2,1,2
2020-06-10,,2,1,2
2020-06-11,,2,1,2
2020-06-12,,2,1,2
2020-06-13,,2,1,2
2020-06-14,,2,1,2
2020-06-15,,2,1,2
2020-06-16,,2,1,2
2020-06-17,,2,1,2
2020-06-18,,2,1,2
2020-06-19,,1,0,1
2020-06-20,,1,0,1
2020-06-21,,1,0,1
2020-06-22,,1,0,1
2020-06-23,,1,0,1
2020-06-24,,1,0,1
2020-06-25,,1,0,1
2020-06-26,,1,0,1
2020-06-27,,1,0,1
2020-06-28,,1,0,1
2020-06-29,,1,0,1
2020-06-30,,1,0,1
