date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-05,0,0,,,,,,,97,50,150,97,50,150,97,50,150,2.26346945549,US,,
2020-02-06,0,0,,,,,,,97,50,150,195,100,300,195,100,300,2.26191867976,US,,
2020-02-07,0,0,,,,,,,97,50,150,292,150,450,292,150,450,2.26166836954,US,,
2020-02-08,0,0,,,,,,,97,50,150,389,200,600,389,200,600,2.26137777287,US,,
2020-02-09,0,0,,,,,,,233,100,400,622,300,1000,622,300,1000,2.26104044431,US,,
2020-02-10,0,0,,,,,,,233,100,400,856,400,1400,856,400,1400,2.26064891973,US,,
2020-02-11,0,0,,,,,,,233,100,400,1089,500,1800,1089,500,1800,2.26019455934,US,,
2020-02-12,0,0,,,,,,,233,100,400,1322,600,2200,1322,600,2200,2.25966736773,US,,
2020-02-13,0,0,,,,,,,361,150,650,1684,750,2850,1684,750,2850,2.25905578785,US,,
2020-02-14,0,0,,,,,,,505,229,860,2189,979,3710,2189,979,3710,2.25834646576,US,,
2020-02-15,0,0,,,,,,,698,329,1159,2887,1309,4869,2887,1309,4869,2.25752398237,US,,
2020-02-16,0,0,,,,,,,724,345,1197,3610,1654,6065,3610,1654,6065,2.25657054816,US,,
2020-02-17,0,0,,,,,,,853,407,1374,4463,2061,7439,4463,2061,7439,2.25546565658,US,,
2020-02-18,0,0,,,,,,,1149,546,1857,5612,2608,9296,5612,2608,9296,2.25418569108,US,,
2020-02-19,0,0,,,,,,,2415,1186,3545,8028,3795,12841,8028,3795,12841,2.25270348025,US,,
2020-02-20,0,0,,,,,,,2511,1233,3674,10444,4980,16364,10541,5030,16514,2.25098779468,US,,
2020-02-21,0,0,,,,,,,2916,1400,4251,13263,6330,20464,13458,6430,20764,2.24900277759,US,,
2020-02-22,0,0,,,,,,,3756,1851,5458,16920,8133,25771,17212,8283,26221,2.24670729923,US,,
2020-02-23,0,0,,,,,,,3908,1938,5677,20731,10022,31296,21120,10222,31896,2.24405422148,US,,
2020-02-24,0,0,,,,,,,5989,2893,8645,26485,12817,39541,27107,13117,40541,2.24098955339,US,,
2020-02-25,0,0,,,,,,,6983,3497,9955,33241,16216,49094,34097,16616,50494,2.23745146954,US,,
2020-02-26,0,0,,,,,,,7739,3880,11023,40745,20001,59714,41834,20501,61514,2.23336914867,US,,
2020-02-27,0,0,,,,,,,8209,4146,11710,48723,24049,71021,50044,24649,73221,2.22866136874,US,,
2020-02-28,0,0,,,,,,,11926,5958,17123,60285,29861,87491,61969,30611,90341,2.22323476138,US,,
2020-02-29,1,1,,,,,,,12672,6369,18234,72458,36008,104862,74647,36988,108572,2.21698158176,US,,
2020-03-01,0,1,,,,,,,14781,7400,21386,86544,43087,125083,89431,44396,129951,2.20977678301,US,,
2020-03-02,5,6,,,,,,,17603,8923,25788,103421,51671,149664,107032,53325,155729,2.20147409695,US,,
2020-03-03,1,7,,,,,,,20507,10384,30546,123081,61656,178828,127543,63718,186267,2.19190071653,US,,
2020-03-04,4,11,,,,,,,27888,13968,42188,149817,75084,219152,155430,77694,228448,2.18085006854,US,,
2020-03-05,1,12,,,,,,,33509,17024,51083,180909,90933,266684,188937,94730,279523,2.1680721014,US,,
2020-03-06,2,14,,,,,,,39103,19971,60267,217502,109688,323256,228044,114719,339769,2.15326059144,US,,
2020-03-07,3,17,,,,,,,45990,23696,71531,260573,132004,390522,274028,138434,411285,2.13603737577,US,,
2020-03-08,4,21,,,,,,,54899,28496,85711,311717,158665,470764,328929,166950,496983,2.11593445237,US,,
2020-03-09,1,22,,,,,,,66175,34880,102669,373987,191623,567737,395106,201848,599632,2.09237694814,US,,
2020-03-10,6,28,,,,,,,78805,42266,120366,446801,231012,679440,473910,244131,719979,2.06467337479,US,,
2020-03-11,8,36,,,,,,,91383,50409,136790,531198,277941,806258,565293,294560,856747,2.03202417166,US,,
2020-03-12,4,40,,,,,,,104905,58779,155669,628366,332857,950883,670201,353360,1012395,1.99356375037,US,,
2020-03-13,7,47,,,,,,,119422,68047,174833,739580,396777,1113990,789628,421429,1187207,1.94845163928,US,,
2020-03-14,7,54,,,,,,,134179,79819,192061,861836,470655,1288905,923809,501274,1379243,1.89602033106,US,,
2020-03-15,9,63,,,,,,,148475,90392,215436,997637,554699,1486088,1072283,591691,1594655,1.83596896027,US,,
2020-03-16,22,85,,,,,,,161477,101010,232261,1144329,648325,1696943,1233763,692729,1826889,1.76856744854,US,,
2020-03-17,23,108,,,,,,,173274,109692,246064,1300003,749112,1917209,1407037,802450,2072928,1.694815549,US,,
2020-03-18,10,118,,,,,,,183878,118709,260062,1463375,857453,2146704,1590918,921182,2332963,1.61649472902,US,,
2020-03-19,82,200,,,,,,,193332,125513,274633,1628818,969014,2379133,1784251,1046725,2607570,1.53606283024,US,,
2020-03-20,44,244,,,,,,,201599,132295,284362,1796907,1084295,2612403,1985844,1179045,2891907,1.45637557445,US,,
2020-03-21,63,307,,,,,,,208621,138396,292374,1966420,1202727,2844497,2194467,1317465,3184251,1.38027599498,US,,
