date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,country,region,subregion
2020-02-05,0,0,,,,,,,97,50,150,97,50,150,97,50,150,2.26600474579,US,,
2020-02-06,0,0,,,,,,,97,50,150,194,100,300,194,100,300,2.26441928914,US,,
2020-02-07,0,0,,,,,,,97,50,150,292,150,450,292,150,450,2.2641633845,US,,
2020-02-08,0,0,,,,,,,97,50,150,389,200,600,389,200,600,2.26386629452,US,,
2020-02-09,0,0,,,,,,,233,100,400,622,300,1000,622,300,1000,2.26352143061,US,,
2020-02-10,0,0,,,,,,,233,100,400,856,400,1400,856,400,1400,2.26312116318,US,,
2020-02-11,0,0,,,,,,,233,100,400,1090,500,1800,1090,500,1800,2.26265666132,US,,
2020-02-12,0,0,,,,,,,233,100,400,1324,600,2200,1324,600,2200,2.26211770913,US,,
2020-02-13,0,0,,,,,,,359,150,650,1683,750,2850,1683,750,2850,2.26149249546,US,,
2020-02-14,0,0,,,,,,,503,229,860,2187,979,3710,2187,979,3710,2.26076737405,US,,
2020-02-15,0,0,,,,,,,697,329,1159,2884,1309,4869,2884,1309,4869,2.25992659003,US,,
2020-02-16,0,0,,,,,,,722,345,1197,3607,1654,6065,3607,1654,6065,2.25895196908,US,,
2020-02-17,0,0,,,,,,,850,407,1374,4457,2061,7439,4457,2061,7439,2.25782256476,US,,
2020-02-18,0,0,,,,,,,1148,546,1857,5606,2608,9296,5606,2608,9296,2.25651425917,US,,
2020-02-19,0,0,,,,,,,2415,1186,3545,8022,3795,12841,8022,3795,12841,2.25499931169,US,,
2020-02-20,0,0,,,,,,,2511,1233,3674,10437,4980,16364,10534,5030,16514,2.2532458496,US,,
2020-02-21,0,0,,,,,,,2910,1400,4251,13250,6330,20464,13445,6430,20764,2.25121729305,US,,
2020-02-22,0,0,,,,,,,3739,1851,5458,16891,8133,25771,17183,8283,26221,2.24887170529,US,,
2020-02-23,0,0,,,,,,,3891,1938,5677,20684,10022,31296,21073,10222,31896,2.24616105536,US,,
2020-02-24,0,0,,,,,,,5968,2893,8648,26420,12817,39544,27042,13117,40544,2.24303037546,US,,
2020-02-25,0,0,,,,,,,6963,3497,9958,33151,16216,49100,34008,16616,50500,2.23941678691,US,,
2020-02-26,0,0,,,,,,,7715,3880,11028,40631,20001,59724,41721,20501,61524,2.23524835482,US,,
2020-02-27,0,0,,,,,,,8187,4146,11717,48582,24049,71038,49906,24649,73238,2.23044271125,US,,
2020-02-28,0,0,,,,,,,11917,5958,17137,60138,29861,87523,61822,30611,90373,2.224905355,US,,
2020-02-29,1,1,,,,,,,12662,6354,18258,72296,35994,104919,74483,36974,108629,2.21852749044,US,,
2020-03-01,0,1,,,,,,,14761,7370,21374,86357,43042,125126,89241,44351,129994,2.21118320315,US,,
2020-03-02,5,6,,,,,,,17554,8857,25693,103185,51561,149613,106791,53215,155678,2.2027256848,US,,
2020-03-03,1,7,,,,,,,20476,10315,30455,122808,61481,178688,127264,63543,186126,2.19298211579,US,,
2020-03-04,4,11,,,,,,,27870,13901,42114,149525,74841,218938,155131,77451,228233,2.18174670861,US,,
2020-03-05,1,12,,,,,,,33503,16937,51014,180617,90601,266394,188638,94398,279233,2.1687713508,US,,
2020-03-06,2,14,,,,,,,39102,19856,60150,217206,109242,322856,227739,114273,339368,2.15375335916,US,,
2020-03-07,3,17,,,,,,,46003,23541,71332,260295,131400,389919,273738,137830,410681,2.13632024603,US,,
2020-03-08,4,21,,,,,,,54953,28344,85369,311508,157911,469816,328691,166195,496036,2.11601239639,US,,
2020-03-09,1,22,,,,,,,66300,34741,102283,373920,190729,566407,394995,200954,598302,2.09226655079,US,,
2020-03-10,6,28,,,,,,,79004,42222,119985,446949,230077,677724,473995,243195,718264,2.0644063049,US,,
2020-03-11,8,36,,,,,,,91657,50103,136551,531648,276702,804297,565651,293321,854795,2.03165027853,US,,
2020-03-12,4,40,,,,,,,105254,59507,155841,629185,332342,949099,670903,352846,1010620,1.99315269921,US,,
2020-03-13,7,47,,,,,,,119850,68030,179079,740846,396251,1116439,790751,420903,1189672,1.94809153608,US,,
2020-03-14,7,54,,,,,,,134669,79470,202801,863605,469782,1302085,925423,500402,1392454,1.89581164823,US,,
2020-03-15,9,63,,,,,,,149002,90959,220091,999944,554407,1503900,1074428,591386,1612523,1.83601270815,US,,
2020-03-16,22,85,,,,,,,162002,100352,233374,1147192,647402,1715879,1236430,691761,1845872,1.7689482615,US,,
2020-03-17,23,108,,,,,,,173786,109881,247028,1303424,748441,1937202,1410213,801669,2092873,1.69558292635,US,,
2020-03-18,10,118,,,,,,,184360,118936,262695,1467309,857075,2169420,1594577,920625,2355539,1.61764803523,US,,
2020-03-19,82,200,,,,,,,193784,127385,273107,1633225,970576,2400399,1788359,1048044,2628620,1.53754620692,US,,
2020-03-20,44,244,,,,,,,202028,134077,285291,1801753,1087727,2634664,1990390,1182141,2913884,1.45808636607,US,,
2020-03-21,63,307,,,,,,,209045,138960,293991,1971699,1206841,2868491,2199438,1321133,3207842,1.38208498304,US,,
2020-03-22,119,426,,,,,,,214917,144067,300947,2140610,1327375,3098105,2414349,1465227,3508767,1.31193287146,US,,
2020-03-23,125,551,,,,,,,219806,150079,304665,2305463,1449123,3317390,2634154,1615335,3813405,1.24926174182,US,,
2020-03-24,153,704,,,,,,,223799,154544,311513,2462954,1568938,3526606,2857953,1769909,4124887,1.19481385195,US,,
2020-03-25,237,941,,,,,,,226947,157613,312886,2610906,1684329,3719501,3084897,1927546,4437746,1.14852914149,US,,
2020-03-26,267,1208,,,,,,,229272,159841,314635,2748515,1794080,3897577,3314168,2087425,4752352,1.10977528857,US,,
2020-03-27,370,1578,,,,,,,230792,161705,315979,2874057,1896284,4057708,3544955,2249158,5068304,1.07761294885,US,,
2020-03-28,445,2023,,,,,,,231578,163608,314671,2985788,1991871,4193301,3776543,2412795,5382946,1.05101498832,US,,
2020-03-29,436,2459,,,,,,,231703,165363,313448,3082821,2077762,4303940,4008245,2578182,5696372,1.02900795349,US,,
2020-03-30,516,2975,,,,,,,231197,165950,311022,3165016,2152752,4394870,4239444,2744159,6007364,1.01074188484,US,,
2020-03-31,895,3870,,,,,,,230114,165925,307662,3233127,2218323,4469151,4469559,2910115,6314996,0.995510413324,US,,
2020-04-01,883,4753,,,,,,,228509,165479,304454,3287857,2273929,4526578,4698071,3075622,6619425,0.982743183578,US,,
2020-04-02,1169,5922,,,,,,,226463,164944,300627,3329955,2319936,4564514,4924534,3240594,6920021,0.97198643073,US,,
2020-04-03,1162,7084,,,,,,,224030,164553,296742,3360201,2357107,4588136,5148556,3405174,7216733,0.962880940723,US,,
2020-04-04,1320,8404,,,,,,,221282,163718,291330,3379446,2386750,4594180,5369839,3568927,7508037,0.955141833432,US,,
2020-04-05,1212,9616,,,,,,,218274,162673,287114,3388675,2410464,4587302,5588114,3731621,7795126,0.948541762111,US,,
2020-04-06,1162,10778,,,,,,,215073,161529,281995,3388835,2427923,4568347,5803180,3893181,8077088,0.942897681831,US,,
2020-04-07,1941,12719,,,,,,,211709,159477,276111,3380742,2437321,4539793,6014893,4052682,8353167,0.938060736889,US,,
2020-04-08,1973,14692,,,,,,,208236,157630,270396,3365177,2440405,4498678,6223131,4210342,8623539,0.93390865009,US,,
2020-04-09,1783,16475,,,,,,,204686,155142,264673,3342915,2437931,4450464,6427816,4365507,8888185,0.930340025665,US,,
2020-04-10,2104,18579,,,,,,,201086,152387,259250,3314735,2430471,4395081,6628902,4517922,9147404,0.927270076519,US,,
2020-04-11,1875,20454,,,,,,,197462,150425,253425,3281401,2419183,4332525,6826360,4668369,9400804,0.923146637815,US,,
2020-04-12,1560,22014,,,,,,,193825,147206,247933,3243645,2402785,4265791,7020187,4815602,9648709,0.919520427806,US,,
2020-04-13,1505,23519,,,,,,,190199,144602,242292,3202142,2382020,4194627,7210388,4960231,9890972,0.916800687953,US,,
2020-04-14,2321,25840,,,,,,,186600,141966,236950,3157545,2358042,4120560,7396988,5102231,10127896,0.915262327508,US,,
2020-04-15,2485,28325,,,,,,,183032,139150,232344,3110465,2331256,4045242,7580024,5241403,10360214,0.91428448479,US,,
2020-04-16,4591,32916,,,,,,,179505,136144,227928,3061457,2301923,3968710,7759527,5377568,10588103,0.913442776625,US,,
2020-04-17,3857,36773,,,,,,,176027,133271,223612,3011022,2270253,3891702,7935553,5510871,10811694,0.912718777076,US,,
