date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,predicted_total_infected_mean,predicted_total_infected_lower,predicted_total_infected_upper,r_values_mean,r_values_lower,r_values_upper,country,region,subregion
2020-02-05,0,0,,,,,,,125,65,178,125,65,178,125,65,178,2.26086003884,2.1,2.4,US,,
2020-02-06,0,0,,,,,,,125,65,178,250,130,356,250,130,356,2.26084991342,2.09998960644,2.39999969293,US,,
2020-02-07,0,0,,,,,,,125,65,178,376,194,534,375,195,534,2.26084651494,2.09998615519,2.39999953007,US,,
2020-02-08,0,0,,,,,,,125,65,178,501,260,712,500,260,712,2.26084196273,2.09998155664,2.39999927062,US,,
2020-02-09,0,0,,,,,,,287,163,404,788,438,1103,787,423,1116,2.26083585995,2.09997542896,2.39999889788,US,,
2020-02-10,0,0,,,,,,,287,163,404,1076,606,1502,1074,586,1520,2.26082767114,2.09996726315,2.39999831773,US,,
2020-02-11,0,0,,,,,,,287,163,404,1363,772,1904,1361,749,1924,2.26081667301,2.09995638058,2.3999974298,US,,
2020-02-12,0,0,,,,,,,287,163,404,1650,937,2306,1648,912,2328,2.26080188739,2.09994193377,2.39999610027,US,,
2020-02-13,0,0,,,,,,,475,280,654,2126,1241,2942,2123,1192,2982,2.26078198971,2.09992272637,2.39999413786,US,,
2020-02-14,0,0,,,,,,,683,412,941,2809,1660,3878,2806,1604,3923,2.26072586603,2.09986143041,2.39996707929,US,,
2020-02-15,0,0,,,,,,,1224,753,1634,4032,2468,5474,4030,2357,5557,2.26068604981,2.09981874179,2.3999597363,US,,
2020-02-16,0,0,,,,,,,2418,1478,3105,6450,4075,8516,6448,3835,8662,2.26062529248,2.09975741974,2.39994304678,US,,
2020-02-17,0,0,,,,,,,3903,2532,4932,10353,6743,13363,10351,6367,13594,2.2605474018,2.09967944116,2.39992317197,US,,
2020-02-18,0,0,,,,,,,4319,2848,5468,14672,9633,18804,14670,9215,19062,2.26044528738,2.09957831242,2.39989760023,US,,
2020-02-19,0,0,,,,,,,5078,3412,6419,19750,13109,25181,19748,12627,25481,2.26030961536,2.09944569495,2.39986330285,US,,
2020-02-20,0,0,,,,,,,5217,3519,6611,24842,16575,31605,24965,16146,32092,2.26012692711,2.09926983059,2.39981513645,US,,
2020-02-21,0,0,,,,,,,5747,3936,7273,30464,20469,38680,30712,20082,39365,2.25987932007,2.09903587245,2.39974573649,US,,
2020-02-22,0,0,,,,,,,6823,4743,8665,37162,25192,47126,37535,24825,48030,2.25954627013,2.09872623922,2.39964828699,US,,
2020-02-23,0,0,,,,,,,8165,5758,10344,45201,30979,57216,45700,30583,58374,2.25909830833,2.09832407203,2.399509775,US,,
2020-02-24,0,0,,,,,,,10373,7295,13224,55287,38191,69979,56073,37878,71598,2.25849336103,2.09780661782,2.39931679856,US,,
2020-02-25,0,0,,,,,,,16251,10886,20698,71251,49091,90157,72324,48764,92296,2.25767368468,2.09715423155,2.39904127907,US,,
2020-02-26,0,0,,,,,,,19637,13375,25043,90600,62348,114759,91961,62139,117339,2.25655989521,2.09630297796,2.3986147244,US,,
2020-02-27,0,0,,,,,,,21419,14471,27516,111732,76670,141857,113380,76610,144855,2.255044661,2.09521111305,2.39801759868,US,,
2020-02-28,0,0,,,,,,,26055,17441,33822,137312,93827,175013,139435,94051,178677,2.25298063356,2.09363645415,2.39714762685,US,,
2020-02-29,1,1,,,,,,,31863,20776,41991,168492,114199,216019,171298,114827,220668,2.250165002,2.09161482585,2.39587199518,US,,
2020-03-01,0,1,,,,,,,41383,26408,55156,208651,139915,269430,212681,141235,275824,2.24631994416,2.08871314907,2.39399695423,US,,
2020-03-02,5,6,,,,,,,51429,32425,69192,257663,170972,335380,264110,173660,345016,2.2410670141,2.08469174207,2.39123502603,US,,
2020-03-03,1,7,,,,,,,63839,40125,86632,317599,208658,416938,327949,213785,431648,2.23389481261,2.079135908,2.38716323939,US,,
2020-03-04,4,11,,,,,,,78354,48592,107315,391634,254499,518618,406303,262377,538963,2.22411883223,2.07170641007,2.38116193307,US,,
2020-03-05,1,12,,,,,,,98014,60259,134999,484569,311447,647017,504317,322636,673962,2.21083637508,2.06201662054,2.37240943284,US,,
2020-03-06,2,14,,,,,,,120155,73119,166310,599507,381158,806529,624472,395755,840272,2.19288429239,2.04645647618,2.35973944822,US,,
