date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper,predicted_new_infected_mean,predicted_new_infected_lower,predicted_new_infected_upper,predicted_current_infected_mean,predicted_current_infected_lower,predicted_current_infected_upper,country,region
2020-02-17,,,,,,,,,100,100,100,100,100,100,Austria,ALL
2020-02-18,,,,,,,,,100,100,100,200,200,200,Austria,ALL
2020-02-19,,,,,,,,,100,100,100,300,300,300,Austria,ALL
2020-02-20,,,,,,,,,100,100,100,400,400,400,Austria,ALL
2020-02-21,,,,,,,,,100,100,100,500,500,500,Austria,ALL
2020-02-22,,,,,,,,,100,100,100,600,600,600,Austria,ALL
2020-02-23,,,,,,,,,100,100,100,700,700,700,Austria,ALL
2020-02-24,,,,,,,,,100,100,100,800,800,800,Austria,ALL
2020-02-25,,,,,,,,,100,100,100,900,900,900,Austria,ALL
2020-02-26,,,,,,,,,308,279,348,1208,1179,1248,Austria,ALL
2020-02-27,,,,,,,,,307,278,345,1515,1457,1593,Austria,ALL
2020-02-28,,,,,,,,,327,294,371,1842,1751,1964,Austria,ALL
2020-02-29,,,,,,,,,368,325,426,2210,2076,2391,Austria,ALL
2020-03-01,,,,,,,,,454,389,540,2665,2465,2930,Austria,ALL
2020-03-02,,,,,,,,,587,489,718,3252,2954,3648,Austria,ALL
2020-03-03,,,,,,,,,692,568,865,3844,3422,4413,Austria,ALL
2020-03-04,,,,,,,,,787,638,1005,4531,3960,5318,Austria,ALL
2020-03-05,,,,,,,,,902,721,1180,5333,4581,6398,Austria,ALL
2020-03-06,,,,,,,,,1040,821,1385,6273,5302,7683,Austria,ALL
2020-03-07,,,,,,,,,1209,946,1615,7382,6148,9199,Austria,ALL
2020-03-08,,,,,,,,,1378,1077,1836,8661,7125,10935,Austria,ALL
2020-03-09,,,,,,,,,1540,1210,2021,10101,8236,12856,Austria,ALL
2020-03-10,,,,,,,,,1700,1351,2183,11701,9487,14939,Austria,ALL
2020-03-11,,,,,,,,,1858,1502,2320,13459,10889,17159,Austria,ALL
2020-03-12,1,1,,,,,,,2009,1654,2430,15160,12264,19241,Austria,ALL
2020-03-13,0,1,,,,,,,2140,1804,2543,16994,13790,21440,Austria,ALL
2020-03-14,0,1,,,,,,,2243,1937,2632,18909,15433,23700,Austria,ALL
2020-03-15,0,1,,,,,,,2315,2002,2736,20855,17110,26010,Austria,ALL
2020-03-16,2,3,,,,,,,2358,2009,2799,22759,18730,28269,Austria,ALL
2020-03-17,0,3,,,,,,,2374,1988,2807,24546,20229,30358,Austria,ALL
2020-03-18,1,4,,,,,,,2366,1970,2840,26219,21630,32332,Austria,ALL
2020-03-19,2,6,,,,,,,2336,1901,2848,27769,22893,34175,Austria,ALL
2020-03-20,0,6,,,,,,,2291,1811,2850,29158,23984,35845,Austria,ALL
2020-03-21,2,8,,,,,,,2235,1718,2833,30353,24881,37293,Austria,ALL
2020-03-22,8,16,,,,,,,2173,1611,2821,31316,25546,38498,Austria,ALL
2020-03-23,5,21,,,,,,,2106,1534,2813,32043,26002,39476,Austria,ALL
2020-03-24,7,28,,,,,,,2037,1432,2776,32540,26224,40230,Austria,ALL
2020-03-25,2,30,,,,,,,1966,1328,2744,32806,26201,40792,Austria,ALL
2020-03-26,19,49,,,,,,,1896,1231,2704,32844,25930,41176,Austria,ALL
2020-03-27,9,58,,,,,,,1827,1145,2663,32662,25420,41409,Austria,ALL
2020-03-28,10,68,,,,,,,1760,1066,2619,32281,24683,41484,Austria,ALL
2020-03-29,18,86,,,,,,,1694,992,2578,31733,23738,41430,Austria,ALL
2020-03-30,22,108,,,,,,,1631,917,2524,31050,22652,41219,Austria,ALL
2020-03-31,20,128,,,,,,,1571,850,2477,30263,21493,40897,Austria,ALL
2020-04-01,18,146,,,,,,,1513,788,2444,29402,20293,40534,Austria,ALL
2020-04-02,12,158,,,,,,,1458,735,2413,28494,19059,40107,Austria,ALL
2020-04-03,10,168,,,,,,,1405,688,2381,27563,17846,39641,Austria,ALL
2020-04-04,18,186,,,,,,,1355,638,2349,26627,16673,39140,Austria,ALL
2020-04-05,18,204,,,,,,,1308,594,2317,25700,15549,38623,Austria,ALL
2020-04-06,16,220,,,,,,,1262,554,2284,24789,14493,38086,Austria,ALL
2020-04-07,23,243,,,,,,,1219,516,2252,23902,13475,37525,Austria,ALL
2020-04-08,30,273,,,,,,,1178,482,2219,23044,12525,36968,Austria,ALL
2020-04-09,22,295,,,,,,,1139,451,2187,22217,11648,36411,Austria,ALL
2020-04-10,24,319,,,,,,,1102,423,2155,21423,10840,35861,Austria,ALL
2020-04-11,18,337,,,,,,,1067,397,2124,20662,10092,35322,Austria,ALL
