date,actual_deaths,total_deaths,predicted_deaths_mean,predicted_deaths_lower,predicted_deaths_upper,predicted_total_deaths_mean,predicted_total_deaths_lower,predicted_total_deaths_upper
2020-02-24,,,,,,,,
2020-02-25,,,,,,,,
2020-02-26,,,,,,,,
2020-02-27,,,,,,,,
2020-02-28,,,,,,,,
2020-02-29,,,,,,,,
2020-03-01,,,,,,,,
2020-03-02,,,,,,,,
2020-03-03,,,,,,,,
2020-03-04,,,,,,,,
2020-03-05,,,,,,,,
2020-03-06,,,,,,,,
2020-03-07,,,,,,,,
2020-03-08,,,,,,,,
2020-03-09,,,,,,,,
2020-03-10,,,,,,,,
2020-03-11,,,,,,,,
2020-03-12,,,,,,,,
2020-03-13,,,,,,,,
2020-03-14,,,,,,,,
2020-03-15,,,,,,,,
2020-03-16,,,,,,,,
2020-03-17,,,,,,,,
2020-03-18,,,,,,,,
2020-03-19,1,1,,,,,,
2020-03-20,0,1,,,,,,
2020-03-21,0,1,,,,,,
2020-03-22,0,1,,,,,,
2020-03-23,0,1,,,,,,
2020-03-24,0,1,,,,,,
2020-03-25,0,1,,,,,,
2020-03-26,2,3,,,,,,
2020-03-27,0,3,,,,,,
2020-03-28,2,5,,,,,,
2020-03-29,1,6,,,,,,
2020-03-30,0,6,,,,,,
2020-03-31,0,6,,,,,,
2020-04-01,0,6,,,,,,
2020-04-02,1,7,,,,,,
2020-04-03,1,8,,,,,,
2020-04-04,4,12,,,,,,
2020-04-05,3,15,,,,,,
2020-04-06,1,16,,,,,,
2020-04-07,2,18,,,,,,
2020-04-08,1,19,,,,,,
2020-04-09,1,20,,,,,,
2020-04-10,1,21,,,,,,
2020-04-11,,,12,8,15,33,29,36
2020-04-12,,,13,9,16,47,38,52
2020-04-13,,,14,8,18,61,47,70
2020-04-14,,,15,8,20,77,55,90
2020-04-15,,,16,8,22,93,63,112
2020-04-16,,,17,8,24,110,71,136
2020-04-17,,,18,8,27,127,79,163
2020-04-18,,,18,7,29,146,86,192
2020-04-19,,,19,7,31,164,93,223
2020-04-20,,,19,6,34,183,99,257
2020-04-21,,,19,6,36,203,105,293
2020-04-22,,,19,6,38,222,111,331
2020-04-23,,,19,5,39,241,116,370
2020-04-24,,,19,5,40,260,121,409
2020-04-25,,,19,5,40,279,126,449
2020-04-26,,,18,4,40,297,130,489
2020-04-27,,,18,4,40,315,134,529
2020-04-28,,,17,4,39,332,138,568
2020-04-29,,,17,4,38,349,142,606
2020-04-30,,,16,3,38,364,146,644
2020-05-01,,,15,3,37,380,149,680
2020-05-02,,,14,3,35,394,152,715
2020-05-03,,,14,3,34,408,155,749
2020-05-04,,,13,3,33,421,158,782
2020-05-05,,,13,3,32,434,161,814
2020-05-06,,,12,2,31,446,163,845
2020-05-07,,,11,2,30,457,165,875
2020-05-08,,,11,2,29,468,167,904
2020-05-09,,,10,2,28,478,169,932
2020-05-10,,,10,2,28,488,171,960
2020-05-11,,,9,2,26,497,173,986
2020-05-12,,,9,2,26,506,175,1012
2020-05-13,,,9,2,25,515,177,1036
2020-05-14,,,8,2,24,523,179,1060
2020-05-15,,,8,2,23,531,181,1083
2020-05-16,,,7,1,22,538,183,1105
2020-05-17,,,7,1,21,545,184,1126
2020-05-18,,,7,1,21,552,185,1147
