date,state,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-03-17,AK,3,0,337,,0.428571,0,48.1429,0.00890208,0.00890208,13,8.66667,19.5,1.15952,71.975,47.9833,107.963,725.629,483.753,1088.44,0.000991913,0.000661275,0.00148787,754.034,502.689,1131.05,0.00103074,0.000687161,0.00154611
2020-03-18,AK,8,0,412,,1.14286,0,58.8571,0.0194175,0.0194175,12.5,8.33333,18.75,1.03577,67.8524,45.2349,101.779,778.053,518.702,1167.08,0.00106357,0.00070905,0.00159536,821.886,547.924,1232.83,0.00112349,0.000748996,0.00168524
2020-03-19,AK,11,0,438,,1.57143,0,62.5714,0.0251142,0.0251142,12,8,18,0.933104,62.6819,41.7879,94.0228,823.678,549.118,1235.52,0.00112594,0.000750628,0.00168891,884.568,589.712,1326.85,0.00120918,0.000806119,0.00181377
2020-03-20,AK,14,0,698,,2,0,99.7143,0.0200573,0.0200573,11.5,7.66667,17.25,0.86719,58.5936,39.0624,87.8904,861.807,574.538,1292.71,0.00117806,0.000785376,0.0017671,943.162,628.775,1414.74,0.00128927,0.000859516,0.00193391
2020-03-21,AK,15,0,772,,2.14286,0,110.286,0.0194301,0.0194301,11,7.33333,16.5,0.83805,55.9499,37.2999,83.9248,892.461,594.974,1338.69,0.00121997,0.000813312,0.00182995,999.112,666.074,1498.67,0.00136576,0.000910504,0.00204863
2020-03-22,AK,25,0,968,,3.57143,0,138.286,0.0258264,0.0258264,10.5,7,15.75,0.83764,54.0638,36.0425,81.0957,914.464,609.642,1371.7,0.00125004,0.000833363,0.00187507,1053.18,702.117,1579.76,0.00143966,0.000959773,0.00215949
2020-03-23,AK,38,0,968,,5.42857,0,138.286,0.0392562,0.0392562,10,6.66667,15,0.866308,54.087,36.058,81.1306,931,620.666,1396.5,0.00127265,0.000848432,0.00190897,1107.26,738.175,1660.89,0.00151359,0.00100906,0.00227039
2020-03-24,AK,42,0,1022,,5.57143,0,97.8571,0.0569343,0.0569343,9.5,6.33333,14.25,0.925339,56.1567,37.4378,84.235,943.279,628.852,1414.92,0.00128943,0.000859622,0.00193415,1163.42,775.613,1745.13,0.00159036,0.00106024,0.00238554
2020-03-25,AK,49,1,1691,,5.85714,0.142857,182.714,0.0320563,0.0320563,9,6,13.5,0.988459,58.0451,38.6967,87.0676,950.936,633.957,1426.4,0.0012999,0.000866601,0.00194985,1221.46,814.309,1832.2,0.0016697,0.00111314,0.00250456
2020-03-26,AK,63,1,1860,,7.42857,0.142857,203.143,0.0365682,0.0365682,8.5,5.66667,12.75,1.04184,60.4389,40.2926,90.6583,952.722,635.148,1429.08,0.00130234,0.000868228,0.00195351,1281.9,854.602,1922.85,0.00175232,0.00116822,0.00262848
2020-03-27,AK,74,1,2388,,8.57143,0.142857,241.429,0.035503,0.035503,8,5.33333,12,1.07781,65.1127,43.4085,97.669,952.396,634.93,1428.59,0.0013019,0.000867931,0.00195284,1347.02,898.011,2020.52,0.00184133,0.00122755,0.002762
2020-03-28,AK,91,2,2921,,10.8571,0.285714,307,0.0353653,0.0353653,7.5,5,11.25,1.08358,64.8935,43.2624,97.3403,948.993,632.662,1423.49,0.00129725,0.00086483,0.00194587,1411.91,941.273,2117.86,0.00193004,0.00128669,0.00289506
2020-03-29,AK,110,2,3334,,12.1429,0.285714,338,0.0359256,0.0359256,7,4.66667,10.5,1.05673,63.1673,42.1115,94.7509,940.895,627.264,1411.34,0.00128618,0.00085745,0.00192926,1475.08,983.384,2212.61,0.00201639,0.00134426,0.00302458
2020-03-30,AK,118,3,3654,,11.4286,0.428571,383.714,0.0297841,0.0297841,6.5,4.33333,9.75,1.00564,60.8845,40.5897,91.3268,927.719,618.479,1391.58,0.00126816,0.000845442,0.00190225,1535.96,1023.97,2303.94,0.00209961,0.00139974,0.00314942
2020-03-31,AK,128,3,3713,,12.2857,0.428571,384.429,0.0319584,0.0319584,6,4,9,0.922153,56.5868,37.7246,84.8802,910.489,606.993,1365.73,0.00124461,0.000829741,0.00186692,1592.55,1061.7,2388.82,0.00217697,0.00145131,0.00326545
2020-04-01,AK,141,3,4603,,13.1429,0.285714,416,0.0315934,0.0315934,5.5,3.66667,8.25,0.832393,52.266,34.844,78.399,890.78,593.853,1336.17,0.00121767,0.00081178,0.0018265,1644.81,1096.54,2467.22,0.00224841,0.00149894,0.00337262
2020-04-02,AK,149,3,5022,,12.2857,0.285714,451.714,0.027198,0.027198,5,3.33333,7.5,0.750041,46.8915,31.261,70.3373,869.819,579.879,1304.73,0.00118902,0.000792678,0.00178352,1691.71,1127.8,2537.56,0.00231251,0.00154167,0.00346877
2020-04-03,AK,160,3,6016,,12.2857,0.285714,518.286,0.0237045,0.0237045,4.53228,3.02152,6.79842,0.67412,39.1612,26.1075,58.7418,846.299,564.199,1269.45,0.00115686,0.000771243,0.0017353,1730.87,1153.91,2596.3,0.00236604,0.00157736,0.00354906
2020-04-04,AK,171,5,6040,,11.4286,0.428571,445.571,0.0256492,0.0256492,4.5999,3.0666,6.89985,0.611525,34.7941,23.1961,52.1911,822.499,548.333,1233.75,0.00112433,0.000749554,0.0016865,1765.66,1177.11,2648.49,0.00241361,0.00160907,0.00362041
2020-04-05,AK,185,6,6284,,10.7143,0.571429,421.429,0.0254237,0.0254237,4.55526,3.03684,6.83289,0.568779,31.0305,20.687,46.5458,797.58,531.72,1196.37,0.00109027,0.000726845,0.0016354,1796.69,1197.79,2695.04,0.00245602,0.00163735,0.00368403
2020-04-06,AK,191,6,6883,,10.4286,0.428571,461.286,0.0226076,0.0226076,4.37909,2.91939,6.56863,0.53518,27.0465,18.031,40.5697,770.562,513.708,1155.84,0.00105334,0.000702224,0.00158,1823.74,1215.83,2735.61,0.00249299,0.001662,0.00373949
2020-04-07,AK,213,6,6913,,12.1429,0.428571,457.143,0.0265625,0.0265625,4.54656,3.03104,6.81985,0.514997,23.3566,15.5711,35.0349,739.832,493.221,1109.75,0.00101133,0.000674219,0.00151699,1847.09,1231.4,2770.64,0.00252492,0.00168328,0.00378738
2020-04-08,AK,226,7,7068,,12.1429,0.571429,352.143,0.0344828,0.0344828,4.86567,3.24378,7.2985,0.500905,19.7168,13.1446,29.5752,703.392,468.928,1055.09,0.000961516,0.00064101,0.00144227,1866.81,1244.54,2800.22,0.00255187,0.00170125,0.00382781
2020-04-09,AK,235,7,7223,,12.2857,0.571429,314.429,0.0390731,0.0390731,5.01325,3.34217,7.51988,0.489371,16.9586,11.3057,25.4379,662.306,441.537,993.458,0.000905352,0.000603568,0.00135803,1883.77,1255.85,2825.65,0.00257506,0.0017167,0.00386258
2020-04-10,AK,246,7,7432,,12.2857,0.571429,202.286,0.0607345,0.0607345,5.7115,3.80767,8.56725,0.483203,14.8537,9.9025,22.2806,616.72,411.147,925.081,0.000843038,0.000562025,0.00126456,1898.62,1265.75,2847.94,0.00259536,0.00173024,0.00389304
2020-04-11,AK,257,8,7732,,12.2857,0.428571,241.714,0.0508274,0.0508274,5.3549,3.56993,8.03235,0.485143,12.7884,8.52561,19.1826,564.396,376.264,846.594,0.000771513,0.000514342,0.00115727,1911.41,1274.27,2867.12,0.00261284,0.0017419,0.00391926
2020-04-12,AK,272,8,8038,,12.4286,0.285714,250.571,0.0496009,0.0496009,5.27519,3.51679,7.91278,0.497165,10.9222,7.2815,16.3834,510.425,340.283,765.637,0.000697735,0.000465157,0.0010466,1922.33,1281.56,2883.5,0.00262777,0.00175185,0.00394166
2020-04-13,AK,277,8,7830,,12.2857,0.285714,135.286,0.0908131,0.0908131,6.38012,4.25341,9.57018,0.528707,9.35172,6.23448,14.0276,456.609,304.406,684.914,0.000624171,0.000416114,0.000936257,1931.69,1287.79,2897.53,0.00264056,0.00176037,0.00396083
2020-04-14,AK,285,9,8348,,10.2857,0.428571,205,0.0501742,0.0501742,5.21833,3.47889,7.8275,0.579575,8.67732,5.78488,13.016,404.402,269.601,606.603,0.000552806,0.000368537,0.000829208,1940.36,1293.58,2910.54,0.00265242,0.00176828,0.00397863
2020-04-15,AK,293,9,8664,,9.57143,0.285714,228,0.0419799,0.0419799,4.91037,3.27358,7.36556,0.649219,8.7286,5.81907,13.0929,356.544,237.696,534.816,0.000487385,0.000324923,0.000731077,1949.09,1299.39,2923.64,0.00266435,0.00177623,0.00399652
2020-04-16,AK,300,9,8735,,9.28571,0.285714,216,0.0429894,0.0429894,4.91206,3.27471,7.36809,0.727847,9.05663,6.03775,13.5849,313.335,208.89,470.002,0.000428319,0.000285546,0.000642478,1958.15,1305.43,2937.22,0.00267673,0.00178449,0.0040151
2020-04-17,AK,309,9,9450,,9,0.285714,288.286,0.031219,0.031219,4.45401,2.96934,6.68102,0.805975,9.11748,6.07832,13.6762,275.56,183.707,413.341,0.000376683,0.000251122,0.000565024,1967.27,1311.51,2950.9,0.00268919,0.0017928,0.00403379
2020-04-18,AK,314,9,9655,39,8.14286,0.142857,274.714,0.0296412,0.0296412,4.36492,2.90995,6.54738,0.862729,8.98077,5.98718,13.4712,245.38,163.587,368.07,0.000335427,0.000223618,0.000503141,1976.25,1317.5,2964.37,0.00270147,0.00180098,0.0040522
2020-04-19,AK,319,9,9895,37,6.71429,0.142857,265.286,0.0253096,0.0253096,4.16155,2.77437,6.24232,0.895101,8.83376,5.88917,13.2506,219.42,146.28,329.13,0.00029994,0.00019996,0.00044991,1985.08,1323.39,2977.62,0.00271355,0.00180903,0.00407032
2020-04-20,AK,321,9,10124,46,6.28571,0.142857,327.714,0.0191805,0.0191805,3.86147,2.57432,5.79221,0.896048,8.91361,5.94241,13.3704,197.303,131.535,295.954,0.000269707,0.000179805,0.00040456,1993.99,1329.33,2990.99,0.00272573,0.00181715,0.00408859
2020-04-21,AK,329,9,11119,42,6.28571,0,395.857,0.0158787,0.0158787,3.67568,2.45045,5.51352,0.866437,8.23209,5.48806,12.3481,178.488,118.992,267.733,0.000243988,0.000162659,0.000365982,2002.23,1334.82,3003.34,0.00273698,0.00182466,0.00410547
2020-04-22,AK,335,9,12159,39,6,0,499.286,0.0120172,0.0120172,3.44241,2.29494,5.16361,0.81006,7.42384,4.94923,11.1358,162.556,108.37,243.833,0.000222209,0.000148139,0.000333313,2009.65,1339.77,3014.47,0.00274713,0.00183142,0.0041207
2020-04-23,AK,337,9,12161,42,5.28571,0,489.429,0.0107998,0.0107998,3.35315,2.23543,5.02973,0.746261,6.41963,4.27975,9.62945,149.258,99.5056,223.888,0.000204032,0.000136021,0.000306048,2016.07,1344.05,3024.1,0.00275591,0.00183727,0.00413386
2020-04-24,AK,339,9,12281,36,4.28571,0,404.429,0.010597,0.010597,3.32657,2.21771,4.98985,0.685469,5.54302,3.69535,8.31454,137.843,91.8953,206.764,0.000188427,0.000125618,0.000282641,2021.61,1347.74,3032.42,0.00276348,0.00184232,0.00414523
2020-04-25,AK,339,9,15732,32,3.57143,0,868.143,0.00411387,0.00411387,2.81811,1.87874,4.22716,0.653388,5.04241,3.3616,7.56361,128.032,85.3544,192.047,0.000175015,0.000116677,0.000262523,2026.66,1351.1,3039.98,0.00277038,0.00184692,0.00415556
2020-04-26,AK,341,9,16177,14,3.14286,0,897.429,0.00350207,0.00350207,2.7472,1.83147,4.1208,0.65386,4.70406,3.13604,7.0561,119.947,79.9648,179.921,0.000163964,0.000109309,0.000245946,2031.36,1354.24,3047.04,0.00277681,0.0018512,0.00416521
2020-04-27,AK,345,9,16256,10,3.42857,0,876,0.00391389,0.00391389,2.78201,1.85468,4.17302,0.692159,4.42205,2.94803,6.63308,113.447,75.6313,170.17,0.000155079,0.000103386,0.000232618,2035.78,1357.19,3053.67,0.00278285,0.00185523,0.00417428
2020-04-28,AK,351,9,17089,16,3.14286,0,852.857,0.00368509,0.00368509,2.7513,1.8342,4.12695,0.768095,4.39351,2.92901,6.59026,108.489,72.3259,162.733,0.000148301,9.88673e-05,0.000222451,2040.17,1360.12,3060.26,0.00278886,0.00185924,0.00418329
2020-04-29,AK,355,9,19119,14,2.85714,0,994.286,0.00287356,0.00287356,2.65693,1.77129,3.9854,0.874274,4.53171,3.02114,6.79757,104.343,69.5621,156.515,0.000142634,9.50893e-05,0.000213951,2044.71,1363.14,3067.06,0.00279505,0.00186337,0.00419258
2020-04-30,AK,355,9,19119,19,2.57143,0,994,0.00258695,0.00258695,2.61726,1.74484,3.92589,0.995453,4.95621,3.30414,7.43432,100.571,67.0472,150.856,0.000137477,9.16515e-05,0.000206216,2049.66,1366.44,3074.49,0.00280183,0.00186788,0.00420274
2020-05-01,AK,364,9,20325,25,3.57143,0,1149.14,0.00310791,0.00310791,2.67006,1.78004,4.00508,1.10662,5.45219,3.63479,8.17828,96.9663,64.6442,145.45,0.00013255,8.83667e-05,0.000198825,2055.11,1370.08,3082.67,0.00280928,0.00187285,0.00421392
2020-05-02,AK,365,9,21399,10,3.71429,0,809.571,0.00458797,0.00458797,2.80636,1.87091,4.20955,1.19229,5.78824,3.85882,8.68236,93.6371,62.4247,140.456,0.000127999,8.53327e-05,0.000191999,2060.9,1373.94,3091.35,0.00281719,0.00187813,0.00422579
2020-05-03,AK,368,9,21578,12,3.85714,0,771.571,0.00499907,0.00499907,2.83378,1.88918,4.25066,1.24147,6.23741,4.15827,9.35611,90.8937,60.5958,136.341,0.000124249,8.28327e-05,0.000186374,2067.14,1378.09,3100.71,0.00282572,0.00188381,0.00423858
2020-05-04,AK,370,9,21723,12,3.57143,0,781,0.00457289,0.00457289,2.78999,1.85999,4.18499,1.24743,6.22584,4.15056,9.33877,88.2858,58.8572,132.429,0.000120684,8.0456e-05,0.000181026,2073.37,1382.24,3110.05,0.00283423,0.00188949,0.00425134
2020-05-05,AK,371,9,22692,13,2.85714,0,800.429,0.00356952,0.00356952,2.6915,1.79433,4.03725,1.20469,6.36416,4.24278,9.54624,85.7364,57.1576,128.605,0.000117199,7.81327e-05,0.000175799,2079.73,1386.49,3119.6,0.00284293,0.00189529,0.00426439
2020-05-06,AK,372,10,23655,8,2.42857,0.142857,648,0.0037478,0.0037478,2.70206,1.80137,4.05308,1.13261,6.33423,4.22282,9.50135,83.8385,55.8923,125.758,0.000114605,7.64032e-05,0.000171907,2086.06,1390.71,3129.1,0.00285159,0.00190106,0.00427738
2020-05-07,AK,374,10,24341,12,2.71429,0.142857,746,0.00363845,0.00363845,2.68545,1.7903,4.02817,1.02928,5.931,3.954,8.8965,82.3457,54.8971,123.519,0.000112564,7.50427e-05,0.000168846,2092,1394.66,3137.99,0.0028597,0.00190646,0.00428954
2020-05-08,AK,377,10,25473,16,1.85714,0.142857,735.429,0.00252525,0.00252525,2.5659,1.7106,3.84885,0.942561,5.36328,3.57552,8.04493,81.2893,54.1929,121.934,0.00011112,7.408e-05,0.00016668,2097.36,1398.24,3146.04,0.00286703,0.00191135,0.00430054
2020-05-09,AK,378,10,26449,8,1.85714,0.142857,721.429,0.00257426,0.00257426,2.56626,1.71084,3.84939,0.889533,5.0078,3.33853,7.5117,80.7541,53.8361,121.131,0.000110388,7.35923e-05,0.000165583,2102.37,1401.58,3153.55,0.00287387,0.00191591,0.00431081
2020-05-10,AK,379,10,27364,8,1.57143,0.142857,826.571,0.00190114,0.00190114,2.48232,1.65488,3.72349,0.880549,4.43197,2.95465,6.64796,80.1437,53.4291,120.216,0.000109554,7.3036e-05,0.000164331,2106.8,1404.53,3160.2,0.00287993,0.00191995,0.0043199
2020-05-11,AK,381,10,28680,7,1.57143,0.142857,993.857,0.00158114,0.00158114,2.436,1.624,3.65401,0.970661,4.85705,3.23803,7.28557,80.2967,53.5311,120.445,0.000109763,7.31754e-05,0.000164645,2111.66,1407.77,3167.48,0.00288657,0.00192438,0.00432985
2020-05-12,AK,383,10,29961,10,1.71429,0.142857,1038.43,0.00165085,0.00165085,2.44164,1.62776,3.66246,1.20535,5.41433,3.60955,8.12149,81.2889,54.1926,121.933,0.00011112,7.40797e-05,0.000166679,2117.07,1411.38,3175.61,0.00289397,0.00192931,0.00434096
2020-05-13,AK,384,10,30649,12,1.71429,0,999.143,0.00171576,0.00171576,2.44635,1.6309,3.66953,1.52727,5.89365,3.9291,8.84047,82.7891,55.1927,124.184,0.00011317,7.54468e-05,0.000169755,2122.96,1415.31,3184.45,0.00290203,0.00193469,0.00435304
2020-05-14,AK,389,10,31762,12,2.14286,0,1060.14,0.00202129,0.00202129,2.48033,1.65355,3.72049,1.9496,8.29016,5.52677,12.4352,86.5475,57.6983,129.821,0.000118308,7.88719e-05,0.000177462,2131.25,1420.84,3196.88,0.00291336,0.00194224,0.00437004
2020-05-15,AK,390,10,32418,8,1.85714,0,992.143,0.00187185,0.00187185,2.45831,1.63888,3.68747,2.41149,11.0919,7.3946,16.6379,92.6832,61.7888,139.025,0.000126695,8.44634e-05,0.000190043,2142.35,1428.23,3213.52,0.00292852,0.00195235,0.00439278
2020-05-16,AK,394,10,33281,10,2.28571,0,976,0.00234192,0.00234192,2.50833,1.67222,3.7625,2.76389,14.8517,9.90116,22.2776,102.083,68.0552,153.124,0.000139544,9.30294e-05,0.000209316,2157.2,1438.13,3235.8,0.00294882,0.00196588,0.00442324
2020-05-17,AK,398,10,34651,13,2.71429,0,1041,0.00260738,0.00260738,2.5319,1.68793,3.79785,3.03034,19.777,13.1847,29.6655,116.072,77.381,174.107,0.000158666,0.000105778,0.000237999,2176.97,1451.32,3265.46,0.00297586,0.00198391,0.00446379
2020-05-18,AK,401,10,35611,9,2.85714,0,990.143,0.00288559,0.00288559,2.55493,1.70329,3.8324,3.1273,23.7757,15.8505,35.6635,133.61,89.0732,200.415,0.000182641,0.00012176,0.000273961,2200.75,1467.17,3301.13,0.00300836,0.00200557,0.00451254
2020-05-19,AK,401,10,36380,16,2.57143,0,917,0.00280418,0.00280418,2.54257,1.69504,3.81385,3.03657,28.0184,18.6789,42.0276,155.402,103.602,233.104,0.00021243,0.00014162,0.000318646,2228.77,1485.85,3343.15,0.00304666,0.00203111,0.00456999
2020-05-20,AK,404,10,37045,16,2.85714,0,913.714,0.00312695,0.00312695,2.56828,1.71219,3.85243,2.82574,32.8764,21.9176,49.3147,181.915,121.276,272.872,0.000248672,0.000165781,0.000373008,2261.65,1507.76,3392.47,0.0030916,0.00206107,0.0046374
2020-05-21,AK,404,10,39545,19,2.14286,0,1111.86,0.00192728,0.00192728,2.44255,1.62837,3.66382,2.4948,34.6671,23.1114,52.0006,210.248,140.165,315.371,0.000287402,0.000191601,0.000431103,2296.31,1530.87,3444.47,0.00313899,0.00209266,0.00470848
2020-05-22,AK,406,10,41446,15,2.28571,0,1289.71,0.00177226,0.00177226,2.42098,1.61399,3.63147,2.08882,36.9346,24.6231,55.4019,241.251,160.834,361.877,0.000329783,0.000219855,0.000494675,2333.25,1555.5,3499.87,0.00318948,0.00212632,0.00478422
2020-05-23,AK,410,10,42351,10,2.28571,0,1295.71,0.00176406,0.00176406,2.41667,1.61112,3.62501,1.76419,37.6126,25.0751,56.4189,273.5,182.334,410.251,0.000373867,0.000249245,0.0005608,2370.86,1580.57,3556.29,0.00324089,0.0021606,0.00486134
2020-05-24,AK,410,10,43507,10,1.71429,0,1265.14,0.00135501,0.00135501,2.36231,1.57487,3.54346,1.49302,37.4372,24.9581,56.1557,305.93,203.953,458.895,0.000418197,0.000278798,0.000627295,2408.3,1605.53,3612.44,0.00329207,0.00219471,0.0049381
2020-05-25,AK,411,10,44472,10,1.42857,0,1265.86,0.00112854,0.00112854,2.32806,1.55204,3.4921,1.31779,38.0735,25.3823,57.1102,339.571,226.381,509.357,0.000464184,0.000309456,0.000696276,2446.37,1630.91,3669.56,0.00334411,0.00222941,0.00501617
2020-05-26,AK,413,10,44964,12,1.71429,0,1226.29,0.00139795,0.00139795,2.3623,1.57487,3.54345,1.21172,38.3888,25.5925,57.5831,373.103,248.735,559.655,0.000510021,0.000340014,0.000765031,2484.76,1656.51,3727.14,0.00339659,0.00226439,0.00509489
2020-05-27,AK,414,10,46363,14,1.42857,0,1331.14,0.00107319,0.00107319,2.315,1.54333,3.47249,1.14762,39.3637,26.2425,59.0456,407.052,271.368,610.579,0.000556428,0.000370952,0.000834643,2524.12,1682.75,3786.18,0.0034504,0.00230027,0.0051756
2020-05-28,AK,427,10,47970,10,3.28571,0,1203.57,0.00272997,0.00272997,2.49856,1.66571,3.74784,1.1201,41.6599,27.7733,62.4898,442.819,295.212,664.228,0.00060532,0.000403547,0.00090798,2565.78,1710.52,3848.67,0.00350735,0.00233823,0.00526102
2020-05-29,AK,432,10,49439,14,3.71429,0,1141.86,0.00325285,0.00325285,2.54009,1.69339,3.81014,1.11254,42.1202,28.0801,63.1802,476.649,317.766,714.973,0.000651564,0.000434376,0.000977347,2607.9,1738.6,3911.85,0.00356492,0.00237662,0.00534739
2020-05-30,AK,435,10,51695,14,3.57143,0,1334.86,0.00267551,0.00267551,2.48614,1.65743,3.72921,1.10211,43.1489,28.7659,64.7233,508.706,339.137,763.058,0.000695385,0.00046359,0.00104308,2651.05,1767.37,3976.58,0.00362391,0.00241594,0.00543586
2020-05-31,AK,463,10,51695,14,7.57143,0,1169.71,0.00647289,0.00647289,2.75051,1.83367,4.12576,1.0891,43.8977,29.2651,65.8465,537.752,358.501,806.627,0.00073509,0.00049006,0.00110264,2694.95,1796.63,4042.42,0.00368391,0.00245594,0.00552587
2020-06-01,AK,470,10,54190,10,8.42857,0,1388.29,0.00607121,0.00607121,2.72146,1.81431,4.08219,1.06063,43.5022,29.0015,65.2533,561.477,374.318,842.215,0.000767522,0.000511681,0.00115128,2738.45,1825.63,4107.68,0.00374338,0.00249559,0.00561507
2020-06-02,AK,490,10,56203,10,11,0,1605.57,0.00685114,0.00685114,2.76077,1.84051,4.14115,1.02516,43.0917,28.7278,64.6375,580.793,387.195,871.189,0.000793926,0.000529284,0.00119089,2781.54,1854.36,4172.31,0.00380229,0.00253486,0.00570343
2020-06-03,AK,508,10,58182,11,13.4286,0,1688.43,0.0079533,0.0079533,2.8137,1.8758,4.22055,0.987718,41.0549,27.37,61.5824,593.829,395.886,890.744,0.000811747,0.000541165,0.00121762,2822.6,1881.73,4233.9,0.00385841,0.00257227,0.00578761
2020-06-04,AK,518,10,60097,13,13,0,1732.43,0.00750392,0.00750392,2.78465,1.85643,4.17697,0.946915,39.1933,26.1289,58.79,600.146,400.097,900.219,0.000820382,0.000546921,0.00123057,2861.79,1907.86,4292.69,0.00391198,0.00260799,0.00586797
2020-06-05,AK,529,10,60990,8,13.8571,0,1650.14,0.00839754,0.00839754,2.82408,1.88272,4.23613,0.918814,38.4878,25.6586,57.7318,603.967,402.645,905.95,0.000825605,0.000550403,0.00123841,2900.28,1933.52,4350.42,0.00396459,0.00264306,0.00594689
2020-06-06,AK,541,10,63901,7,15.1429,0,1743.71,0.00868425,0.00868425,2.83205,1.88803,4.24807,0.908297,37.9,25.2667,56.8501,604.932,403.288,907.399,0.000826924,0.000551283,0.00124039,2938.18,1958.79,4407.27,0.0040164,0.0026776,0.0060246
2020-06-07,AK,549,10,64904,7,12.2857,0,1887,0.00651071,0.00651071,2.71533,1.81022,4.07299,0.911213,36.9673,24.6449,55.451,604.287,402.858,906.431,0.000826042,0.000550695,0.00123906,2975.15,1983.43,4462.72,0.00406694,0.00271129,0.0061004
