date,state,total_cases,total_deaths,total_tests,current_hospitalized,daily_positive_7day_ma,daily_deaths_7day_ma,daily_tests_7day_ma,positivity_rate_orig_7day_ma,positivity_rate_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,rt_mean,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-03-17,AK,3,0,337,,0.428571,0,48.1429,0.00890208,0.00890208,13,8.66667,19.5,1.159,71.9605,47.9736,107.941,725.615,483.743,1088.42,0.000991893,0.000661262,0.00148784,754.019,502.68,1131.03,0.00103072,0.000687148,0.00154608
2020-03-18,AK,8,0,412,,1.14286,0,58.8571,0.0194175,0.0194175,12.5,8.33333,18.75,1.03489,67.8105,45.207,101.716,777.996,518.664,1166.99,0.0010635,0.000708998,0.00159525,821.83,547.887,1232.74,0.00112342,0.000748944,0.00168512
2020-03-19,AK,11,0,438,,1.57143,0,62.5714,0.0251142,0.0251142,12,8,18,0.931679,62.6027,41.7351,93.904,823.542,549.028,1235.31,0.00112576,0.000750505,0.00168864,884.432,589.622,1326.65,0.00120899,0.000805995,0.00181349
2020-03-20,AK,14,0,698,,2,0,99.7143,0.0200573,0.0200573,11.5,7.66667,17.25,0.865009,58.4701,38.9801,87.7051,861.548,574.365,1292.32,0.00117771,0.00078514,0.00176656,942.903,628.602,1414.35,0.00128892,0.00085928,0.00193338
2020-03-21,AK,15,0,772,,2.14286,0,110.286,0.0194301,0.0194301,11,7.33333,16.5,0.834851,55.7584,37.1723,83.6376,892.01,594.673,1338.02,0.00121935,0.000812901,0.00182903,998.661,665.774,1497.99,0.00136514,0.000910093,0.00204771
2020-03-22,AK,25,0,968,,3.57143,0,138.286,0.0258264,0.0258264,10.5,7,15.75,0.833222,53.7819,35.8546,80.6729,913.731,609.154,1370.6,0.00124904,0.000832695,0.00187356,1052.44,701.629,1578.66,0.00143866,0.000959105,0.00215799
2020-03-23,AK,38,0,968,,5.42857,0,138.286,0.0392562,0.0392562,10,6.66667,15,0.860564,53.6947,35.7965,80.542,929.875,619.916,1394.81,0.00127111,0.000847407,0.00190667,1106.14,737.425,1659.21,0.00151206,0.00100804,0.00226809
2020-03-24,AK,42,0,1022,,5.57143,0,97.8571,0.0569343,0.0569343,9.5,6.33333,14.25,0.918132,55.6256,37.0838,83.4385,941.623,627.748,1412.43,0.00128717,0.000858113,0.00193075,1161.76,774.509,1742.64,0.0015881,0.00105873,0.00238214
2020-03-25,AK,49,1,1691,,5.85714,0.142857,182.714,0.0320563,0.0320563,9,6,13.5,0.980028,57.3878,38.2585,86.0817,948.623,632.415,1422.93,0.00129674,0.000864492,0.00194511,1219.15,812.767,1828.73,0.00166654,0.00111103,0.00249981
2020-03-26,AK,63,1,1860,,7.42857,0.142857,203.143,0.0365682,0.0365682,8.5,5.66667,12.75,1.03261,59.6527,39.7685,89.479,949.622,633.082,1424.43,0.00129811,0.000865403,0.00194716,1278.8,852.536,1918.21,0.00174809,0.00116539,0.00262213
2020-03-27,AK,74,1,2388,,8.57143,0.142857,241.429,0.035503,0.035503,8,5.33333,12,1.06817,64.1326,42.7551,96.1989,948.316,632.211,1422.47,0.00129632,0.000864213,0.00194448,1342.94,895.291,2014.4,0.00183575,0.00122384,0.00275363
2020-03-28,AK,91,2,2921,,10.8571,0.285714,307,0.0353653,0.0353653,7.5,5,11.25,1.07404,63.8238,42.5492,95.7357,943.844,629.229,1415.77,0.00129021,0.000860138,0.00193531,1406.76,937.84,2110.14,0.001923,0.001282,0.0028845
2020-03-29,AK,110,2,3334,,12.1429,0.285714,338,0.0359256,0.0359256,7,4.66667,10.5,1.04782,62.0462,41.3641,93.0693,934.625,623.083,1401.94,0.0012776,0.000851736,0.00191641,1468.81,979.204,2203.21,0.00200781,0.00133854,0.00301172
2020-03-30,AK,118,3,3654,,11.4286,0.428571,383.714,0.0297841,0.0297841,6.5,4.33333,9.75,0.997667,59.7277,39.8185,89.5916,920.291,613.528,1380.44,0.00125801,0.000838674,0.00188702,1528.53,1019.02,2292.8,0.00208946,0.00139297,0.00313419
2020-03-31,AK,128,3,3713,,12.2857,0.428571,384.429,0.0319584,0.0319584,6,4,9,0.915511,55.4571,36.9714,83.1857,901.932,601.288,1352.9,0.00123291,0.000821943,0.00184937,1583.99,1055.99,2375.99,0.00216527,0.00144351,0.0032479
2020-04-01,AK,141,3,4603,,13.1429,0.285714,416,0.0315934,0.0315934,5.5,3.66667,8.25,0.827081,51.1741,34.116,76.7611,881.146,587.431,1321.72,0.0012045,0.000803,0.00180675,1635.17,1090.11,2452.75,0.00223522,0.00149015,0.00335283
2020-04-02,AK,149,3,5022,,12.2857,0.285714,451.714,0.027198,0.027198,5,3.33333,7.5,0.745889,45.8742,30.5828,68.8113,859.21,572.806,1288.81,0.00117451,0.000783009,0.00176177,1681.04,1120.69,2521.56,0.00229793,0.00153195,0.0034469
2020-04-03,AK,160,3,6016,,12.2857,0.285714,518.286,0.0237045,0.0237045,4.52398,3.01599,6.78597,0.671041,38.305,25.5366,57.4574,834.912,556.608,1252.37,0.0011413,0.000760866,0.00171195,1719.34,1146.23,2579.02,0.00235029,0.00156686,0.00352544
2020-04-04,AK,171,5,6040,,11.4286,0.428571,445.571,0.0256492,0.0256492,4.58313,3.05542,6.87469,0.609361,34.0231,22.682,51.0346,810.465,540.31,1215.7,0.00110788,0.000738587,0.00166182,1753.37,1168.91,2630.05,0.0023968,0.00159787,0.0035952
2020-04-05,AK,185,6,6284,,10.7143,0.571429,421.429,0.0254237,0.0254237,4.53092,3.02062,6.79639,0.567327,30.3394,20.2263,45.5091,785.046,523.364,1177.57,0.00107313,0.000715423,0.0016097,1783.71,1189.14,2675.56,0.00243827,0.00162552,0.00365741
2020-04-06,AK,191,6,6883,,10.4286,0.428571,461.286,0.0226076,0.0226076,4.34935,2.89957,6.52402,0.534382,26.4486,17.6324,39.6729,757.713,505.142,1136.57,0.00103577,0.000690513,0.00155366,1810.16,1206.77,2715.23,0.00247443,0.00164962,0.00371164
2020-04-07,AK,213,6,6913,,12.1429,0.428571,457.143,0.0265625,0.0265625,4.50739,3.00492,6.76108,0.514737,22.8413,15.2275,34.2619,726.859,484.573,1090.29,0.000993595,0.000662396,0.00149039,1833,1222,2749.5,0.00250565,0.00167043,0.00375848
2020-04-08,AK,226,7,7068,,12.1429,0.571429,352.143,0.0344828,0.0344828,4.81357,3.20904,7.22035,0.501119,19.2942,12.8628,28.9414,690.528,460.352,1035.79,0.000943931,0.000629287,0.0014159,1852.29,1234.86,2778.44,0.00253203,0.00168802,0.00379804
2020-04-09,AK,235,7,7223,,12.2857,0.571429,314.429,0.0390731,0.0390731,4.95029,3.30019,7.42543,0.490035,16.6084,11.0722,24.9126,649.748,433.166,974.622,0.000888186,0.000592124,0.00133228,1868.9,1245.93,2803.35,0.00255473,0.00170315,0.00383209
2020-04-10,AK,246,7,7432,,12.2857,0.571429,202.286,0.0607345,0.0607345,5.62417,3.74945,8.43626,0.484259,14.5582,9.70544,21.8372,604.654,403.103,906.981,0.000826544,0.000551029,0.00123982,1883.46,1255.64,2825.19,0.00257463,0.00171642,0.00386194
2020-04-11,AK,257,8,7732,,12.2857,0.428571,241.714,0.0508274,0.0508274,5.26738,3.51159,7.90107,0.486574,12.5448,8.36321,18.8172,553.066,368.711,829.599,0.000756025,0.000504016,0.00113404,1896,1264,2844,0.00259178,0.00172785,0.00388767
2020-04-12,AK,272,8,8038,,12.4286,0.285714,250.571,0.0496009,0.0496009,5.18161,3.45441,7.77241,0.498857,10.7238,7.14921,16.0857,499.966,333.311,749.949,0.000683439,0.000455626,0.00102516,1906.73,1271.15,2860.09,0.00260644,0.00173762,0.00390966
2020-04-13,AK,277,8,7830,,12.2857,0.285714,135.286,0.0908131,0.0908131,6.2444,4.16293,9.36659,0.530478,9.19184,6.12789,13.7878,447.112,298.074,670.668,0.000611188,0.000407459,0.000916782,1915.92,1277.28,2873.88,0.002619,0.001746,0.0039285
2020-04-14,AK,285,9,8348,,10.2857,0.428571,205,0.0501742,0.0501742,5.11106,3.40737,7.66658,0.581235,8.53874,5.69249,12.8081,395.923,263.948,593.884,0.000541214,0.00036081,0.000811822,1924.46,1282.97,2886.68,0.00263067,0.00175378,0.00394601
2020-04-15,AK,293,9,8664,,9.57143,0.285714,228,0.0419799,0.0419799,4.80671,3.20448,7.21007,0.650547,8.58463,5.72309,12.8769,349.05,232.7,523.575,0.000477141,0.000318094,0.000715712,1933.04,1288.69,2899.56,0.00264241,0.00176161,0.00396361
2020-04-16,AK,300,9,8735,,9.28571,0.285714,216,0.0429894,0.0429894,4.80188,3.20125,7.20282,0.728555,8.90053,5.93369,13.3508,306.777,204.518,460.165,0.000419354,0.00027957,0.000629032,1941.94,1294.63,2912.91,0.00265458,0.00176972,0.00398186
2020-04-17,AK,309,9,9450,,9,0.285714,288.286,0.031219,0.031219,4.35585,2.9039,6.53378,0.806044,8.95587,5.97058,13.4338,269.858,179.906,404.787,0.000368888,0.000245925,0.000553332,1950.9,1300.6,2926.35,0.00266682,0.00177788,0.00400023
2020-04-18,AK,314,9,9655,39,8.14286,0.142857,274.714,0.0296412,0.0296412,4.26534,2.84356,6.39802,0.862217,8.81952,5.87968,13.2293,240.373,160.249,360.559,0.000328583,0.000219055,0.000492874,1959.72,1306.48,2939.58,0.00267887,0.00178592,0.00401831
2020-04-19,AK,319,9,9895,37,6.71429,0.142857,265.286,0.0253096,0.0253096,4.0661,2.71074,6.09916,0.894175,8.67153,5.78102,13.0073,215.021,143.348,322.532,0.000293928,0.000195952,0.000440892,1968.39,1312.26,2952.58,0.00269073,0.00179382,0.00403609
2020-04-20,AK,321,9,10124,46,6.28571,0.142857,327.714,0.0191805,0.0191805,3.77556,2.51704,5.66334,0.894917,8.74623,5.83082,13.1194,193.428,128.952,290.142,0.00026441,0.000176274,0.000396616,1977.13,1318.09,2965.7,0.00270268,0.00180179,0.00405403
2020-04-21,AK,329,9,11119,42,6.28571,0,395.857,0.0158787,0.0158787,3.59507,2.39672,5.39261,0.865346,8.07573,5.38382,12.1136,175.055,116.704,262.583,0.000239295,0.00015953,0.000358943,1985.21,1323.47,2977.82,0.00271372,0.00180915,0.00407058
2020-04-22,AK,335,9,12159,39,6,0,499.286,0.0120172,0.0120172,3.37029,2.24686,5.05543,0.809252,7.28455,4.85636,10.9268,159.499,106.332,239.248,0.00021803,0.000145353,0.000327045,1992.5,1328.33,2988.74,0.00272368,0.00181579,0.00408552
2020-04-23,AK,337,9,12161,42,5.28571,0,489.429,0.0107998,0.0107998,3.28299,2.18866,4.92448,0.746043,6.30324,4.20216,9.45486,146.508,97.6717,219.761,0.000200271,0.000133514,0.000300407,1998.8,1332.53,2998.2,0.0027323,0.00182153,0.00409845
2020-04-24,AK,339,9,12281,36,4.28571,0,404.429,0.010597,0.010597,3.25538,2.17026,4.88308,0.685875,5.44696,3.63131,8.17044,135.346,90.2308,203.019,0.000185014,0.000123343,0.000277521,2004.25,1336.16,3006.37,0.00273974,0.0018265,0.00410961
2020-04-25,AK,339,9,15732,32,3.57143,0,868.143,0.00411387,0.00411387,2.77276,1.84851,4.15915,0.654305,4.95772,3.30515,7.43658,125.746,83.8305,188.619,0.000171891,0.000114594,0.000257836,2009.2,1339.47,3013.8,0.00274652,0.00183101,0.00411978
2020-04-26,AK,341,9,16177,14,3.14286,0,897.429,0.00350207,0.00350207,2.7045,1.803,4.05676,0.655126,4.62812,3.08542,6.94218,117.829,78.5527,176.744,0.000161069,0.000107379,0.000241603,2013.83,1342.55,3020.75,0.00275285,0.00183523,0.00412927
2020-04-27,AK,345,9,16256,10,3.42857,0,876,0.00391389,0.00391389,2.73601,1.82401,4.10402,0.693558,4.35359,2.90239,6.53038,111.459,74.3059,167.188,0.000152361,0.000101574,0.000228541,2018.18,1345.46,3027.28,0.0027588,0.0018392,0.0041382
2020-04-28,AK,351,9,17089,16,3.14286,0,852.857,0.00368509,0.00368509,2.70587,1.80391,4.05881,0.769303,4.32615,2.8841,6.48923,106.593,71.0621,159.89,0.00014571,9.71397e-05,0.000218564,2022.51,1348.34,3033.77,0.00276471,0.00184314,0.00414707
2020-04-29,AK,355,9,19119,14,2.85714,0,994.286,0.00287356,0.00287356,2.61616,1.7441,3.92423,0.874976,4.46177,2.97451,6.69265,102.516,68.3441,153.774,0.000140136,9.34243e-05,0.000210205,2026.97,1351.32,3040.46,0.00277081,0.00184721,0.00415622
2020-04-30,AK,355,9,19119,19,2.57143,0,994,0.00258695,0.00258695,2.57798,1.71865,3.86697,0.995386,4.87699,3.25133,7.31548,98.8085,65.8723,148.213,0.000135068,9.00455e-05,0.000202602,2031.85,1354.57,3047.77,0.00277748,0.00185165,0.00416622
2020-05-01,AK,364,9,20325,25,3.57143,0,1149.14,0.00310791,0.00310791,2.62639,1.75093,3.93958,1.10577,5.36101,3.57401,8.04152,95.269,63.5127,142.903,0.00013023,8.68199e-05,0.000195345,2037.21,1358.14,3055.82,0.00278481,0.00185654,0.00417721
2020-05-02,AK,365,9,21399,10,3.71429,0,809.571,0.00458797,0.00458797,2.75261,1.83507,4.12891,1.19079,5.68821,3.79214,8.53231,92.0013,61.3342,138.002,0.000125763,8.3842e-05,0.000188645,2042.9,1361.93,3064.35,0.00279258,0.00186172,0.00418887
2020-05-03,AK,368,9,21578,12,3.85714,0,771.571,0.00499907,0.00499907,2.77697,1.85131,4.16545,1.23956,6.12564,4.08376,9.18846,89.3074,59.5383,133.961,0.000122081,8.13871e-05,0.000183121,2049.02,1366.02,3073.54,0.00280095,0.0018673,0.00420143
2020-05-04,AK,370,9,21723,12,3.57143,0,781,0.00457289,0.00457289,2.73503,1.82336,4.10255,1.2454,6.114,4.076,9.171,86.7499,57.8333,130.125,0.000118585,7.90563e-05,0.000177877,2055.14,1370.09,3082.71,0.00280931,0.00187288,0.00421397
2020-05-05,AK,371,9,22692,13,2.85714,0,800.429,0.00356952,0.00356952,2.64242,1.76162,3.96364,1.2029,6.24998,4.16665,9.37496,84.2536,56.1691,126.38,0.000115172,7.67815e-05,0.000172758,2061.39,1374.26,3092.08,0.00281786,0.00187857,0.00422678
2020-05-06,AK,372,10,23655,8,2.42857,0.142857,648,0.0037478,0.0037478,2.65127,1.76751,3.9769,1.13137,6.22159,4.14773,9.33238,82.3995,54.933,123.599,0.000112638,7.50918e-05,0.000168956,2067.61,1378.41,3101.42,0.00282636,0.00188424,0.00423954
2020-05-07,AK,374,10,24341,12,2.71429,0.142857,746,0.00363845,0.00363845,2.63494,1.75663,3.95241,1.02888,5.82779,3.8852,8.74169,80.9428,53.9618,121.414,0.000110646,7.37642e-05,0.000165969,2073.44,1382.29,3110.16,0.00283433,0.00188955,0.00425149
2020-05-08,AK,377,10,25473,16,1.85714,0.142857,735.429,0.00252525,0.00252525,2.52346,1.6823,3.78519,0.942887,5.27346,3.51564,7.91019,79.913,53.2753,119.869,0.000109239,7.28258e-05,0.000163858,2078.71,1385.81,3118.07,0.00284154,0.00189436,0.0042623
2020-05-09,AK,378,10,26449,8,1.85714,0.142857,721.429,0.00257426,0.00257426,2.52306,1.68204,3.78459,0.890277,4.92708,3.28472,7.39062,79.3931,52.9287,119.09,0.000108528,7.2352e-05,0.000162792,2083.64,1389.09,3125.46,0.00284827,0.00189885,0.00427241
2020-05-10,AK,379,10,27364,8,1.57143,0.142857,826.571,0.00190114,0.00190114,2.44492,1.62995,3.66738,0.881329,4.36572,2.91048,6.54858,78.8011,52.5341,118.202,0.000107719,7.18125e-05,0.000161578,2088,1392,3132.01,0.00285424,0.00190283,0.00428136
2020-05-11,AK,381,10,28680,7,1.57143,0.142857,993.857,0.00158114,0.00158114,2.40165,1.6011,3.60248,0.970223,4.78038,3.18692,7.17057,78.9534,52.6356,118.43,0.000107927,7.19512e-05,0.00016189,2092.78,1395.19,3139.18,0.00286077,0.00190718,0.00429116
2020-05-12,AK,383,10,29961,10,1.71429,0.142857,1038.43,0.00165085,0.00165085,2.40631,1.6042,3.60946,1.20179,5.32223,3.54815,7.98335,79.922,53.2813,119.883,0.000109251,7.2834e-05,0.000163876,2098.11,1398.74,3147.16,0.00286805,0.00191203,0.00430207
2020-05-13,AK,384,10,30649,12,1.71429,0,999.143,0.00171576,0.00171576,2.41012,1.60674,3.61517,1.51947,5.78967,3.85978,8.68451,81.3855,54.257,122.078,0.000111252,7.41677e-05,0.000166877,2103.9,1402.6,3155.84,0.00287596,0.00191731,0.00431394
2020-05-14,AK,389,10,31762,12,2.14286,0,1060.14,0.00202129,0.00202129,2.44077,1.62718,3.66116,1.93653,8.11393,5.40929,12.1709,85.0377,56.6918,127.557,0.000116244,7.7496e-05,0.000174366,2112.01,1408.01,3168.02,0.00288705,0.0019247,0.00433058
2020-05-15,AK,390,10,32418,8,1.85714,0,992.143,0.00187185,0.00187185,2.42005,1.61336,3.63007,2.39743,10.8351,7.22339,16.2526,90.9958,60.6638,136.494,0.000124388,8.29257e-05,0.000186583,2122.85,1415.23,3184.27,0.00290187,0.00193458,0.0043528
2020-05-16,AK,394,10,33281,10,2.28571,0,976,0.00234192,0.00234192,2.46532,1.64355,3.69798,2.74638,14.4828,9.65519,21.7242,100.118,66.745,150.176,0.000136858,9.12384e-05,0.000205287,2137.33,1424.89,3205.99,0.00292166,0.00194778,0.0043825
2020-05-17,AK,398,10,34651,13,2.71429,0,1041,0.00260738,0.00260738,2.48631,1.65754,3.72946,3.01046,19.2555,12.837,28.8833,113.685,75.7899,170.527,0.000155404,0.000103603,0.000233106,2156.58,1437.72,3234.88,0.00294799,0.00196532,0.00442198
2020-05-18,AK,401,10,35611,9,2.85714,0,990.143,0.00288559,0.00288559,2.50677,1.67118,3.76016,3.10727,23.1276,15.4184,34.6913,130.687,87.1245,196.03,0.000178645,0.000119097,0.000267967,2179.71,1453.14,3269.57,0.0029796,0.0019864,0.0044694
2020-05-19,AK,401,10,36380,16,2.57143,0,917,0.00280418,0.00280418,2.4949,1.66327,3.74235,3.0187,27.2298,18.1532,40.8447,151.803,101.202,227.704,0.00020751,0.00013834,0.000311264,2206.94,1471.29,3310.41,0.00301682,0.00201121,0.00452523
2020-05-20,AK,404,10,37045,16,2.85714,0,913.714,0.00312695,0.00312695,2.51777,1.67851,3.77666,2.81135,31.925,21.2834,47.8875,177.478,118.318,266.216,0.000242607,0.000161738,0.00036391,2238.87,1492.58,3358.3,0.00306046,0.00204031,0.00459069
2020-05-21,AK,404,10,39545,19,2.14286,0,1111.86,0.00192728,0.00192728,2.40276,1.60184,3.60414,2.48503,33.6646,22.4431,50.497,204.921,136.614,307.381,0.00028012,0.000186747,0.000420181,2272.53,1515.02,3408.8,0.00310648,0.00207099,0.00465972
2020-05-22,AK,406,10,41446,15,2.28571,0,1289.71,0.00177226,0.00177226,2.38271,1.58847,3.57407,2.07952,35.8518,23.9012,53.7776,234.945,156.63,352.417,0.000321162,0.000214108,0.000481743,2308.38,1538.92,3462.57,0.00315549,0.00210366,0.00473323
2020-05-23,AK,410,10,42351,10,2.28571,0,1295.71,0.00176406,0.00176406,2.37838,1.58559,3.56758,1.75795,36.499,24.3326,54.7484,266.17,177.447,399.255,0.000363847,0.000242564,0.00054577,2344.88,1563.25,3517.32,0.00320538,0.00213692,0.00480807
2020-05-24,AK,410,10,43507,10,1.71429,0,1265.14,0.00135501,0.00135501,2.32867,1.55244,3.493,1.48884,36.3165,24.211,54.4747,297.56,198.373,446.339,0.000406755,0.00027117,0.000610132,2381.2,1587.47,3571.8,0.00325503,0.00217002,0.00488254
2020-05-25,AK,411,10,44472,10,1.42857,0,1265.86,0.00112854,0.00112854,2.29729,1.53153,3.44593,1.31439,36.9074,24.6049,55.361,330.101,220.067,495.152,0.000451238,0.000300826,0.000676858,2418.11,1612.07,3627.16,0.00330548,0.00220365,0.00495822
2020-05-26,AK,413,10,44964,12,1.71429,0,1226.29,0.00139795,0.00139795,2.32798,1.55198,3.49196,1.20846,37.1978,24.7985,55.7966,362.519,241.679,543.778,0.000495552,0.000330368,0.000743328,2455.3,1636.87,3682.95,0.00335633,0.00223755,0.00503449
2020-05-27,AK,414,10,46363,14,1.42857,0,1331.14,0.00107319,0.00107319,2.28487,1.52324,3.4273,1.14428,38.0973,25.3982,57.1459,395.294,263.529,592.94,0.000540354,0.000360236,0.000810532,2493.4,1662.27,3740.1,0.0034084,0.00227227,0.00511261
2020-05-28,AK,427,10,47970,10,3.28571,0,1203.57,0.00272997,0.00272997,2.45042,1.63362,3.67564,1.11652,40.2695,26.8463,60.4042,429.773,286.516,644.66,0.000587487,0.000391658,0.000881231,2533.67,1689.11,3800.5,0.00346345,0.00230897,0.00519518
2020-05-29,AK,432,10,49439,14,3.71429,0,1141.86,0.00325285,0.00325285,2.48747,1.65831,3.7312,1.10892,40.6891,27.1261,61.0337,462.349,308.232,693.523,0.000632017,0.000421344,0.000948025,2574.36,1716.24,3861.54,0.00351907,0.00234605,0.00527861
2020-05-30,AK,435,10,51695,14,3.57143,0,1334.86,0.00267551,0.00267551,2.43835,1.62557,3.65753,1.09878,41.6646,27.7764,62.497,493.178,328.785,739.767,0.00067416,0.00044944,0.00101124,2616.02,1744.02,3924.04,0.00357603,0.00238402,0.00536404
2020-05-31,AK,463,10,51695,14,7.57143,0,1169.71,0.00647289,0.00647289,2.67609,1.78406,4.01413,1.08643,42.3817,28.2544,63.5725,521.077,347.385,781.616,0.000712297,0.000474864,0.00106844,2658.41,1772.27,3987.61,0.00363396,0.00242264,0.00545094
2020-06-01,AK,470,10,54190,10,8.42857,0,1388.29,0.00607121,0.00607121,2.64932,1.76621,3.97397,1.05901,42.0175,28.0117,63.0263,543.839,362.559,815.759,0.000743412,0.000495608,0.00111512,2700.42,1800.28,4050.63,0.0036914,0.00246093,0.0055371
2020-06-02,AK,490,10,56203,10,11,0,1605.57,0.00685114,0.00685114,2.68406,1.78938,4.02609,1.02477,41.6359,27.7573,62.4538,562.347,374.898,843.521,0.000768712,0.000512475,0.00115307,2742.06,1828.04,4113.09,0.00374831,0.00249887,0.00562247
2020-06-03,AK,508,10,58182,11,13.4286,0,1688.43,0.0079533,0.0079533,2.73099,1.82066,4.09649,0.988598,39.7222,26.4815,59.5833,574.84,383.227,862.26,0.000785789,0.000523859,0.00117868,2781.78,1854.52,4172.67,0.00380261,0.00253507,0.00570392
2020-06-04,AK,518,10,60097,13,13,0,1732.43,0.00750392,0.00750392,2.70427,1.80285,4.0564,0.94911,37.9696,25.313,56.9544,580.884,387.256,871.326,0.000794051,0.000529368,0.00119108,2819.75,1879.83,4229.63,0.00385451,0.00256968,0.00578177
2020-06-05,AK,529,10,60990,8,13.8571,0,1650.14,0.00839754,0.00839754,2.73902,1.82601,4.10853,0.921978,37.3274,24.8849,55.9911,584.547,389.698,876.821,0.000799058,0.000532706,0.00119859,2857.08,1904.72,4285.62,0.00390554,0.00260369,0.00585831
2020-06-06,AK,541,10,63901,7,15.1429,0,1743.71,0.00868425,0.00868425,2.74551,1.83034,4.11827,0.912088,36.7947,24.5298,55.192,585.49,390.327,878.235,0.000800347,0.000533565,0.00120052,2893.87,1929.25,4340.81,0.00395584,0.00263722,0.00593376
2020-06-07,AK,549,10,64904,7,12.2857,0,1887,0.00651071,0.00651071,2.64039,1.76026,3.96058,0.915229,35.9294,23.953,53.8942,584.92,389.947,877.381,0.000799569,0.000533046,0.00119935,2929.8,1953.2,4394.7,0.00400495,0.00266997,0.00600743
