date,Country_Region,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-23,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-24,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-25,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-26,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-27,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-28,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-29,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-30,Iceland,0,0,0.0,0.0,0.0,0.0
2020-01-31,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-01,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-02,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-03,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-04,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-05,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-06,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-07,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-08,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-09,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-10,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-11,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-12,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-13,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-14,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-15,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-16,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-17,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-18,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-19,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-20,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-21,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-22,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-23,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-24,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-25,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-26,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-27,Iceland,0,0,0.0,0.0,0.0,0.0
2020-02-28,Iceland,1,0,0.0,1.0,0.14285714285714285,0.0
2020-02-29,Iceland,1,0,0.0,0.0,0.14285714285714285,0.0
2020-03-01,Iceland,3,0,0.0,2.0,0.42857142857142855,0.0
2020-03-02,Iceland,6,0,0.0,3.0,0.8571428571428571,0.0
2020-03-03,Iceland,11,0,0.0,5.0,1.5714285714285714,0.0
2020-03-04,Iceland,26,0,0.0,15.0,3.7142857142857144,0.0
2020-03-05,Iceland,34,0,0.0,8.0,4.857142857142857,0.0
2020-03-06,Iceland,43,0,0.0,9.0,6.0,0.0
2020-03-07,Iceland,50,0,0.0,7.0,7.0,0.0
2020-03-08,Iceland,50,0,0.0,0.0,6.714285714285714,0.0
2020-03-09,Iceland,58,0,0.0,8.0,7.428571428571429,0.0
2020-03-10,Iceland,69,0,0.0,11.0,8.285714285714286,0.0
2020-03-11,Iceland,85,0,0.0,16.0,8.428571428571429,0.0
2020-03-12,Iceland,103,0,0.0,18.0,9.857142857142858,0.0
2020-03-13,Iceland,134,0,0.0,31.0,13.0,0.0
2020-03-14,Iceland,156,0,0.0,22.0,15.142857142857142,0.0
2020-03-15,Iceland,171,5,5.0,15.0,17.285714285714285,0.7142857142857143
2020-03-16,Iceland,180,0,-5.0,9.0,17.428571428571427,0.0
2020-03-17,Iceland,220,1,1.0,40.0,21.571428571428573,0.14285714285714285
2020-03-18,Iceland,250,1,0.0,30.0,23.571428571428573,0.14285714285714285
2020-03-19,Iceland,330,1,0.0,80.0,32.42857142857143,0.14285714285714285
2020-03-20,Iceland,409,0,-1.0,79.0,39.285714285714285,0.0
2020-03-21,Iceland,473,1,1.0,64.0,45.285714285714285,0.14285714285714285
2020-03-22,Iceland,568,1,0.0,95.0,56.714285714285715,-0.5714285714285714
2020-03-23,Iceland,588,1,0.0,20.0,58.285714285714285,0.14285714285714285
2020-03-24,Iceland,648,2,1.0,60.0,61.142857142857146,0.14285714285714285
2020-03-25,Iceland,737,2,0.0,89.0,69.57142857142857,0.14285714285714285
2020-03-26,Iceland,802,2,0.0,65.0,67.42857142857143,0.14285714285714285
2020-03-27,Iceland,890,2,0.0,88.0,68.71428571428571,0.2857142857142857
2020-03-28,Iceland,963,2,0.0,73.0,70.0,0.14285714285714285
2020-03-29,Iceland,1020,2,0.0,57.0,64.57142857142857,0.14285714285714285
2020-03-30,Iceland,1086,2,0.0,66.0,71.14285714285714,0.14285714285714285
2020-03-31,Iceland,1135,2,0.0,49.0,69.57142857142857,0.0
2020-04-01,Iceland,1220,2,0.0,85.0,69.0,0.0
2020-04-02,Iceland,1319,4,2.0,99.0,73.85714285714286,0.2857142857142857
2020-04-03,Iceland,1364,4,0.0,45.0,67.71428571428571,0.2857142857142857
2020-04-04,Iceland,1417,4,0.0,53.0,64.85714285714286,0.2857142857142857
2020-04-05,Iceland,1486,4,0.0,69.0,66.57142857142857,0.2857142857142857
2020-04-06,Iceland,1562,6,2.0,76.0,68.0,0.5714285714285714
2020-04-07,Iceland,1586,6,0.0,24.0,64.42857142857143,0.5714285714285714
2020-04-08,Iceland,1616,6,0.0,30.0,56.57142857142857,0.5714285714285714
2020-04-09,Iceland,1648,6,0.0,32.0,47.0,0.2857142857142857
2020-04-10,Iceland,1675,7,1.0,27.0,44.42857142857143,0.42857142857142855
2020-04-11,Iceland,1689,8,1.0,14.0,38.857142857142854,0.5714285714285714
2020-04-12,Iceland,1701,8,0.0,12.0,30.714285714285715,0.5714285714285714
2020-04-13,Iceland,1711,8,0.0,10.0,21.285714285714285,0.2857142857142857
2020-04-14,Iceland,1720,8,0.0,9.0,19.142857142857142,0.2857142857142857
2020-04-15,Iceland,1727,8,0.0,7.0,15.857142857142858,0.2857142857142857
2020-04-16,Iceland,1739,8,0.0,12.0,13.0,0.2857142857142857
2020-04-17,Iceland,1754,9,1.0,15.0,11.285714285714286,0.2857142857142857
2020-04-18,Iceland,1760,9,0.0,6.0,10.142857142857142,0.14285714285714285
2020-04-19,Iceland,1771,9,0.0,11.0,10.0,0.14285714285714285
2020-04-20,Iceland,1773,10,1.0,2.0,8.857142857142858,0.2857142857142857
2020-04-21,Iceland,1778,10,0.0,5.0,8.285714285714286,0.2857142857142857
2020-04-22,Iceland,1785,10,0.0,7.0,8.285714285714286,0.2857142857142857
2020-04-23,Iceland,1789,10,0.0,4.0,7.142857142857143,0.2857142857142857
2020-04-24,Iceland,1789,10,0.0,0.0,5.0,0.14285714285714285
2020-04-25,Iceland,1790,10,0.0,1.0,4.285714285714286,0.14285714285714285
2020-04-26,Iceland,1792,10,0.0,2.0,3.0,0.14285714285714285
2020-04-27,Iceland,1792,10,0.0,0.0,2.7142857142857144,0.0
2020-04-28,Iceland,1795,10,0.0,3.0,2.4285714285714284,0.0
2020-04-29,Iceland,1797,10,0.0,2.0,1.7142857142857142,0.0
2020-04-30,Iceland,1797,10,0.0,0.0,1.1428571428571428,0.0
2020-05-01,Iceland,1798,10,0.0,1.0,1.2857142857142858,0.0
2020-05-02,Iceland,1798,10,0.0,0.0,1.1428571428571428,0.0
2020-05-03,Iceland,1799,10,0.0,1.0,1.0,0.0
2020-05-04,Iceland,1799,10,0.0,0.0,1.0,0.0
2020-05-05,Iceland,1799,10,0.0,0.0,0.5714285714285714,0.0
2020-05-06,Iceland,1799,10,0.0,0.0,0.2857142857142857,0.0
2020-05-07,Iceland,1801,10,0.0,2.0,0.5714285714285714,0.0
2020-05-08,Iceland,1801,10,0.0,0.0,0.42857142857142855,0.0
2020-05-09,Iceland,1801,10,0.0,0.0,0.42857142857142855,0.0
2020-05-10,Iceland,1801,10,0.0,0.0,0.2857142857142857,0.0
2020-05-11,Iceland,1801,10,0.0,0.0,0.2857142857142857,0.0
2020-05-12,Iceland,1801,10,0.0,0.0,0.2857142857142857,0.0
2020-05-13,Iceland,1802,10,0.0,1.0,0.42857142857142855,0.0
2020-05-14,Iceland,1802,10,0.0,0.0,0.14285714285714285,0.0
2020-05-15,Iceland,1802,10,0.0,0.0,0.14285714285714285,0.0
