date,Country_Region,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-23,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-24,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-25,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-26,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-27,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-28,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-29,Philippines,0,0,0.0,0.0,0.0,0.0
2020-01-30,Philippines,1,0,0.0,1.0,0.14285714285714285,0.0
2020-01-31,Philippines,1,0,0.0,0.0,0.14285714285714285,0.0
2020-02-01,Philippines,1,0,0.0,0.0,0.14285714285714285,0.0
2020-02-02,Philippines,2,1,1.0,1.0,0.2857142857142857,0.14285714285714285
2020-02-03,Philippines,2,1,0.0,0.0,0.2857142857142857,0.14285714285714285
2020-02-04,Philippines,2,1,0.0,0.0,0.2857142857142857,0.14285714285714285
2020-02-05,Philippines,2,1,0.0,0.0,0.2857142857142857,0.14285714285714285
2020-02-06,Philippines,2,1,0.0,0.0,0.14285714285714285,0.14285714285714285
2020-02-07,Philippines,3,1,0.0,1.0,0.2857142857142857,0.14285714285714285
2020-02-08,Philippines,3,1,0.0,0.0,0.2857142857142857,0.14285714285714285
2020-02-09,Philippines,3,1,0.0,0.0,0.14285714285714285,0.0
2020-02-10,Philippines,3,1,0.0,0.0,0.14285714285714285,0.0
2020-02-11,Philippines,3,1,0.0,0.0,0.14285714285714285,0.0
2020-02-12,Philippines,3,1,0.0,0.0,0.14285714285714285,0.0
2020-02-13,Philippines,3,1,0.0,0.0,0.14285714285714285,0.0
2020-02-14,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-15,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-16,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-17,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-18,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-19,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-20,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-21,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-22,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-23,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-24,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-25,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-26,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-27,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-28,Philippines,3,1,0.0,0.0,0.0,0.0
2020-02-29,Philippines,3,1,0.0,0.0,0.0,0.0
2020-03-01,Philippines,3,1,0.0,0.0,0.0,0.0
2020-03-02,Philippines,3,1,0.0,0.0,0.0,0.0
2020-03-03,Philippines,3,1,0.0,0.0,0.0,0.0
2020-03-04,Philippines,3,1,0.0,0.0,0.0,0.0
2020-03-05,Philippines,3,1,0.0,0.0,0.0,0.0
2020-03-06,Philippines,5,1,0.0,2.0,0.2857142857142857,0.0
2020-03-07,Philippines,6,1,0.0,1.0,0.42857142857142855,0.0
2020-03-08,Philippines,10,1,0.0,4.0,1.0,0.0
2020-03-09,Philippines,20,1,0.0,10.0,2.4285714285714284,0.0
2020-03-10,Philippines,33,1,0.0,13.0,4.285714285714286,0.0
2020-03-11,Philippines,49,1,0.0,16.0,6.571428571428571,0.0
2020-03-12,Philippines,52,2,1.0,3.0,7.0,0.14285714285714285
2020-03-13,Philippines,64,5,3.0,12.0,8.428571428571429,0.5714285714285714
2020-03-14,Philippines,111,8,3.0,47.0,15.0,1.0
2020-03-15,Philippines,140,11,3.0,29.0,18.571428571428573,1.4285714285714286
2020-03-16,Philippines,142,12,1.0,2.0,17.428571428571427,1.5714285714285714
