date,Country_Region,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,Australia,0,0,0.0,0.0,0.0,0.0
2020-01-23,Australia,0,0,0.0,0.0,0.0,0.0
2020-01-24,Australia,0,0,0.0,0.0,0.0,0.0
2020-01-25,Australia,0,0,0.0,0.0,0.0,0.0
2020-01-26,Australia,4,0,0.0,4.0,0.8,0.0
2020-01-27,Australia,5,0,0.0,1.0,0.8333333333333334,0.0
2020-01-28,Australia,5,0,0.0,0.0,0.7142857142857143,0.0
2020-01-29,Australia,6,0,0.0,1.0,0.8571428571428571,0.0
2020-01-30,Australia,9,0,0.0,3.0,1.2857142857142858,0.0
2020-01-31,Australia,9,0,0.0,0.0,1.2857142857142858,0.0
2020-02-01,Australia,12,0,0.0,3.0,1.7142857142857142,0.0
2020-02-02,Australia,12,0,0.0,0.0,1.1428571428571428,0.0
2020-02-03,Australia,12,0,0.0,0.0,1.0,0.0
2020-02-04,Australia,13,0,0.0,1.0,1.1428571428571428,0.0
2020-02-05,Australia,13,0,0.0,0.0,1.0,0.0
2020-02-06,Australia,14,0,0.0,1.0,0.7142857142857143,0.0
2020-02-07,Australia,15,0,0.0,1.0,0.8571428571428571,0.0
2020-02-08,Australia,15,0,0.0,0.0,0.42857142857142855,0.0
2020-02-09,Australia,15,0,0.0,0.0,0.42857142857142855,0.0
2020-02-10,Australia,15,0,0.0,0.0,0.42857142857142855,0.0
2020-02-11,Australia,15,0,0.0,0.0,0.2857142857142857,0.0
2020-02-12,Australia,15,0,0.0,0.0,0.2857142857142857,0.0
2020-02-13,Australia,15,0,0.0,0.0,0.14285714285714285,0.0
2020-02-14,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-15,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-16,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-17,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-18,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-19,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-20,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-21,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-22,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-23,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-24,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-25,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-26,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-27,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-28,Australia,15,0,0.0,0.0,0.0,0.0
2020-02-29,Australia,25,0,0.0,10.0,1.4285714285714286,0.0
2020-03-01,Australia,27,1,1.0,2.0,1.7142857142857142,0.14285714285714285
2020-03-02,Australia,30,1,0.0,3.0,2.142857142857143,0.14285714285714285
2020-03-03,Australia,39,1,0.0,9.0,3.4285714285714284,0.14285714285714285
2020-03-04,Australia,52,2,1.0,13.0,5.285714285714286,0.2857142857142857
2020-03-05,Australia,55,2,0.0,3.0,5.714285714285714,0.2857142857142857
2020-03-06,Australia,60,2,0.0,5.0,6.428571428571429,0.2857142857142857
2020-03-07,Australia,63,2,0.0,3.0,5.428571428571429,0.2857142857142857
2020-03-08,Australia,76,3,1.0,13.0,7.0,0.2857142857142857
2020-03-09,Australia,91,3,0.0,15.0,8.714285714285714,0.2857142857142857
2020-03-10,Australia,107,3,0.0,16.0,9.714285714285714,0.2857142857142857
2020-03-11,Australia,128,3,0.0,21.0,10.857142857142858,0.14285714285714285
2020-03-12,Australia,128,3,0.0,0.0,10.428571428571429,0.14285714285714285
2020-03-13,Australia,200,3,0.0,72.0,20.0,0.14285714285714285
2020-03-14,Australia,250,3,0.0,50.0,26.714285714285715,0.14285714285714285
2020-03-15,Australia,297,3,0.0,47.0,31.571428571428573,0.0
2020-03-16,Australia,377,3,0.0,80.0,40.857142857142854,0.0
2020-03-17,Australia,452,5,2.0,75.0,49.285714285714285,0.2857142857142857
2020-03-18,Australia,568,6,1.0,116.0,62.857142857142854,0.42857142857142855
2020-03-19,Australia,681,6,0.0,113.0,79.0,0.42857142857142855
2020-03-20,Australia,791,7,1.0,110.0,84.42857142857143,0.5714285714285714
2020-03-21,Australia,1071,7,0.0,280.0,117.28571428571429,0.5714285714285714
2020-03-22,Australia,1549,7,0.0,478.0,178.85714285714286,0.5714285714285714
2020-03-23,Australia,1682,7,0.0,133.0,186.42857142857142,0.5714285714285714
2020-03-24,Australia,2044,8,1.0,362.0,227.42857142857142,0.42857142857142855
2020-03-25,Australia,2364,8,0.0,320.0,256.57142857142856,0.2857142857142857
2020-03-26,Australia,2810,13,5.0,446.0,304.14285714285717,1.0
2020-03-27,Australia,3143,13,0.0,333.0,336.0,0.8571428571428571
2020-03-28,Australia,3640,14,1.0,497.0,367.0,1.0
2020-03-29,Australia,3984,16,2.0,344.0,347.85714285714283,1.2857142857142858
2020-03-30,Australia,4361,17,1.0,377.0,382.7142857142857,1.4285714285714286
2020-03-31,Australia,4559,18,1.0,198.0,359.2857142857143,1.4285714285714286
2020-04-01,Australia,4862,20,2.0,303.0,356.85714285714283,1.7142857142857142
2020-04-02,Australia,5116,24,4.0,254.0,329.42857142857144,1.5714285714285714
2020-04-03,Australia,5330,28,4.0,214.0,312.42857142857144,2.142857142857143
2020-04-04,Australia,5550,30,2.0,220.0,272.85714285714283,2.2857142857142856
2020-04-05,Australia,5687,35,5.0,137.0,243.28571428571428,2.7142857142857144
2020-04-06,Australia,5797,40,5.0,110.0,205.14285714285714,3.2857142857142856
2020-04-07,Australia,5895,45,5.0,98.0,190.85714285714286,3.857142857142857
2020-04-08,Australia,6010,50,5.0,115.0,164.0,4.285714285714286
2020-04-09,Australia,6108,51,1.0,98.0,141.71428571428572,3.857142857142857
2020-04-10,Australia,6215,54,3.0,107.0,126.42857142857143,3.7142857142857144
2020-04-11,Australia,6303,57,3.0,88.0,107.57142857142857,3.857142857142857
2020-04-12,Australia,6315,60,3.0,12.0,89.71428571428571,3.5714285714285716
2020-04-13,Australia,6351,61,1.0,36.0,79.14285714285714,3.0
2020-04-14,Australia,6415,62,1.0,64.0,74.28571428571429,2.4285714285714284
2020-04-15,Australia,6440,63,1.0,25.0,61.42857142857143,1.8571428571428572
2020-04-16,Australia,6462,63,0.0,22.0,50.57142857142857,1.7142857142857142
2020-04-17,Australia,6522,66,3.0,60.0,43.857142857142854,1.7142857142857142
2020-04-18,Australia,6568,67,1.0,46.0,37.857142857142854,1.4285714285714286
2020-04-19,Australia,6610,67,0.0,42.0,42.142857142857146,1.0
2020-04-20,Australia,6623,67,0.0,13.0,38.857142857142854,0.8571428571428571
2020-04-21,Australia,6645,67,0.0,22.0,32.857142857142854,0.7142857142857143
2020-04-22,Australia,6652,67,0.0,7.0,30.285714285714285,0.5714285714285714
2020-04-23,Australia,6662,75,8.0,10.0,28.571428571428573,1.7142857142857142
2020-04-24,Australia,6677,79,4.0,15.0,22.142857142857142,1.8571428571428572
2020-04-25,Australia,6694,80,1.0,17.0,18.0,1.8571428571428572
2020-04-26,Australia,6714,83,3.0,20.0,14.857142857142858,2.2857142857142856
2020-04-27,Australia,6721,83,0.0,7.0,14.0,2.2857142857142856
2020-04-28,Australia,6744,89,6.0,23.0,14.142857142857142,3.142857142857143
2020-04-29,Australia,6752,91,2.0,8.0,14.285714285714286,3.4285714285714284
2020-04-30,Australia,6766,93,2.0,14.0,14.857142857142858,2.5714285714285716
2020-05-01,Australia,6778,93,0.0,12.0,14.428571428571429,2.0
2020-05-02,Australia,6799,94,1.0,21.0,15.0,2.0
2020-05-03,Australia,6822,95,1.0,23.0,15.428571428571429,1.7142857142857142
2020-05-04,Australia,6847,96,1.0,25.0,18.0,1.8571428571428572
2020-05-05,Australia,6875,97,1.0,28.0,18.714285714285715,1.1428571428571428
2020-05-06,Australia,6894,97,0.0,19.0,20.285714285714285,0.8571428571428571
2020-05-07,Australia,6913,97,0.0,19.0,21.0,0.5714285714285714
2020-05-08,Australia,6918,97,0.0,5.0,20.0,0.5714285714285714
2020-05-09,Australia,6939,97,0.0,21.0,20.0,0.42857142857142855
2020-05-10,Australia,6948,97,0.0,9.0,18.0,0.2857142857142857
2020-05-11,Australia,6970,97,0.0,22.0,17.571428571428573,0.14285714285714285
2020-05-12,Australia,6980,98,1.0,10.0,15.0,0.14285714285714285
2020-05-13,Australia,6989,98,0.0,9.0,13.571428571428571,0.14285714285714285
2020-05-14,Australia,7019,98,0.0,30.0,15.142857142857142,0.14285714285714285
2020-05-15,Australia,7035,98,0.0,16.0,16.714285714285715,0.14285714285714285
2020-05-16,Australia,7044,98,0.0,9.0,15.0,0.14285714285714285
2020-05-17,Australia,7054,99,1.0,10.0,15.142857142857142,0.2857142857142857
2020-05-18,Australia,7068,99,0.0,14.0,14.0,0.2857142857142857
2020-05-19,Australia,7072,100,1.0,4.0,13.142857142857142,0.2857142857142857
2020-05-20,Australia,7081,100,0.0,9.0,13.142857142857142,0.2857142857142857
2020-05-21,Australia,7095,101,1.0,14.0,10.857142857142858,0.42857142857142855
2020-05-22,Australia,7099,101,0.0,4.0,9.142857142857142,0.42857142857142855
2020-05-23,Australia,7114,102,1.0,15.0,10.0,0.5714285714285714
2020-05-24,Australia,7114,102,0.0,0.0,8.571428571428571,0.42857142857142855
2020-05-25,Australia,7126,102,0.0,12.0,8.285714285714286,0.42857142857142855
2020-05-26,Australia,7139,103,1.0,13.0,9.571428571428571,0.42857142857142855
2020-05-27,Australia,7150,103,0.0,11.0,9.857142857142858,0.42857142857142855
2020-05-28,Australia,7165,103,0.0,15.0,10.0,0.2857142857142857
2020-05-29,Australia,7184,103,0.0,19.0,12.142857142857142,0.2857142857142857
2020-05-30,Australia,7192,103,0.0,8.0,11.142857142857142,0.14285714285714285
2020-05-31,Australia,7202,103,0.0,10.0,12.571428571428571,0.14285714285714285
2020-06-01,Australia,7221,102,-1.0,19.0,13.571428571428571,0.0
2020-06-02,Australia,7229,102,0.0,8.0,12.857142857142858,-0.14285714285714285
2020-06-03,Australia,7240,102,0.0,11.0,12.857142857142858,-0.14285714285714285
2020-06-04,Australia,7247,102,0.0,7.0,11.714285714285714,-0.14285714285714285
2020-06-05,Australia,7252,102,0.0,5.0,9.714285714285714,-0.14285714285714285
2020-06-06,Australia,7259,102,0.0,7.0,9.571428571428571,-0.14285714285714285
2020-06-07,Australia,7265,102,0.0,6.0,9.0,-0.14285714285714285
2020-06-08,Australia,7267,102,0.0,2.0,6.571428571428571,0.0
2020-06-09,Australia,7274,102,0.0,7.0,6.428571428571429,0.0
2020-06-10,Australia,7285,102,0.0,11.0,6.428571428571429,0.0
2020-06-11,Australia,7289,102,0.0,4.0,6.0,0.0
2020-06-12,Australia,7294,102,0.0,5.0,6.0,0.0
2020-06-13,Australia,7320,102,0.0,26.0,8.714285714285714,0.0
2020-06-14,Australia,7335,102,0.0,15.0,10.0,0.0
2020-06-15,Australia,7347,102,0.0,12.0,11.428571428571429,0.0
2020-06-16,Australia,7370,102,0.0,23.0,13.714285714285714,0.0
2020-06-17,Australia,7391,102,0.0,21.0,15.142857142857142,0.0
2020-06-18,Australia,7409,102,0.0,18.0,17.142857142857142,0.0
