date,Country_Region,Confirmed,Deaths,daily_deaths,daily_confirmed,daily_confirmed_7day_ma,daily_deaths_7day_ma
2020-01-22,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-23,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-24,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-25,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-26,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-27,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-28,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-29,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-30,Norway,0,0,0.0,0.0,0.0,0.0
2020-01-31,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-01,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-02,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-03,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-04,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-05,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-06,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-07,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-08,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-09,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-10,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-11,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-12,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-13,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-14,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-15,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-16,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-17,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-18,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-19,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-20,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-21,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-22,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-23,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-24,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-25,Norway,0,0,0.0,0.0,0.0,0.0
2020-02-26,Norway,1,0,0.0,1.0,0.14285714285714285,0.0
2020-02-27,Norway,1,0,0.0,0.0,0.14285714285714285,0.0
2020-02-28,Norway,6,0,0.0,5.0,0.8571428571428571,0.0
2020-02-29,Norway,15,0,0.0,9.0,2.142857142857143,0.0
2020-03-01,Norway,19,0,0.0,4.0,2.7142857142857144,0.0
2020-03-02,Norway,25,0,0.0,6.0,3.5714285714285716,0.0
2020-03-03,Norway,32,0,0.0,7.0,4.571428571428571,0.0
2020-03-04,Norway,56,0,0.0,24.0,7.857142857142857,0.0
2020-03-05,Norway,87,0,0.0,31.0,12.285714285714286,0.0
2020-03-06,Norway,108,0,0.0,21.0,14.571428571428571,0.0
2020-03-07,Norway,147,0,0.0,39.0,18.857142857142858,0.0
2020-03-08,Norway,176,0,0.0,29.0,22.428571428571427,0.0
2020-03-09,Norway,205,0,0.0,29.0,25.714285714285715,0.0
2020-03-10,Norway,400,0,0.0,195.0,52.57142857142857,0.0
2020-03-11,Norway,598,0,0.0,198.0,77.42857142857143,0.0
2020-03-12,Norway,702,0,0.0,104.0,87.85714285714286,0.0
2020-03-13,Norway,996,0,0.0,294.0,126.85714285714286,0.0
2020-03-14,Norway,1090,3,3.0,94.0,134.71428571428572,0.42857142857142855
2020-03-15,Norway,1221,3,0.0,131.0,149.28571428571428,0.42857142857142855
2020-03-16,Norway,1333,3,0.0,112.0,161.14285714285714,0.42857142857142855
2020-03-17,Norway,1463,3,0.0,130.0,151.85714285714286,0.42857142857142855
2020-03-18,Norway,1550,6,3.0,87.0,136.0,0.8571428571428571
2020-03-19,Norway,1746,7,1.0,196.0,149.14285714285714,1.0
2020-03-20,Norway,1914,7,0.0,168.0,131.14285714285714,1.0
2020-03-21,Norway,2118,7,0.0,204.0,146.85714285714286,0.5714285714285714
2020-03-22,Norway,2385,7,0.0,267.0,166.28571428571428,0.5714285714285714
2020-03-23,Norway,2621,10,3.0,236.0,184.0,1.0
2020-03-24,Norway,2863,12,2.0,242.0,200.0,1.2857142857142858
2020-03-25,Norway,3084,14,2.0,221.0,219.14285714285714,1.1428571428571428
2020-03-26,Norway,3369,14,0.0,285.0,231.85714285714286,1.0
2020-03-27,Norway,3755,19,5.0,386.0,263.0,1.7142857142857142
2020-03-28,Norway,4015,23,4.0,260.0,271.0,2.2857142857142856
2020-03-29,Norway,4284,25,2.0,269.0,271.2857142857143,2.5714285714285716
2020-03-30,Norway,4445,32,7.0,161.0,260.57142857142856,3.142857142857143
2020-03-31,Norway,4641,39,7.0,196.0,254.0,3.857142857142857
2020-04-01,Norway,4863,44,5.0,222.0,254.14285714285714,4.285714285714286
2020-04-02,Norway,5147,50,6.0,284.0,254.0,5.142857142857143
2020-04-03,Norway,5370,59,9.0,223.0,230.71428571428572,5.714285714285714
2020-04-04,Norway,5550,62,3.0,180.0,219.28571428571428,5.571428571428571
2020-04-05,Norway,5687,71,9.0,137.0,200.42857142857142,6.571428571428571
2020-04-06,Norway,5865,76,5.0,178.0,202.85714285714286,6.285714285714286
2020-04-07,Norway,6086,89,13.0,221.0,206.42857142857142,7.142857142857143
2020-04-08,Norway,6086,101,12.0,0.0,174.71428571428572,8.142857142857142
2020-04-09,Norway,6211,108,7.0,125.0,152.0,8.285714285714286
2020-04-10,Norway,6314,113,5.0,103.0,134.85714285714286,7.714285714285714
2020-04-11,Norway,6409,119,6.0,95.0,122.71428571428571,8.142857142857142
2020-04-12,Norway,6525,128,9.0,116.0,119.71428571428571,8.142857142857142
2020-04-13,Norway,6603,134,6.0,78.0,105.42857142857143,8.285714285714286
2020-04-14,Norway,6623,139,5.0,20.0,76.71428571428571,7.142857142857143
2020-04-15,Norway,6740,150,11.0,117.0,93.42857142857143,7.0
2020-04-16,Norway,6896,152,2.0,156.0,97.85714285714286,6.285714285714286
2020-04-17,Norway,6937,161,9.0,41.0,89.0,6.857142857142857
2020-04-18,Norway,7036,164,3.0,99.0,89.57142857142857,6.428571428571429
2020-04-19,Norway,7078,165,1.0,42.0,79.0,5.285714285714286
2020-04-20,Norway,7156,181,16.0,78.0,79.0,6.714285714285714
2020-04-21,Norway,7191,182,1.0,35.0,81.14285714285714,6.142857142857143
2020-04-22,Norway,7338,187,5.0,147.0,85.42857142857143,5.285714285714286
2020-04-23,Norway,7401,194,7.0,63.0,72.14285714285714,6.0
2020-04-24,Norway,7463,199,5.0,62.0,75.14285714285714,5.428571428571429
2020-04-25,Norway,7499,201,2.0,36.0,66.14285714285714,5.285714285714286
2020-04-26,Norway,7527,201,0.0,28.0,64.14285714285714,5.142857142857143
2020-04-27,Norway,7599,205,4.0,72.0,63.285714285714285,3.4285714285714284
2020-04-28,Norway,7660,206,1.0,61.0,67.0,3.4285714285714284
2020-04-29,Norway,7710,207,1.0,50.0,53.142857142857146,2.857142857142857
